"jj","psi_mean","psi_median","psi_sd","psi_q025","psi_q975"
40,12.920980727,12.919959,0.0812306967500077,12.767308175,13.08520815
41,14.9327459085,14.9312065,0.0964674882255229,14.74516385,15.1267189
42,15.7283919805,15.7237005,0.129559945908464,15.484882975,15.98796105
43,13.9258023085,13.9244255,0.0818853436350941,13.767383925,14.0863112
44,14.177026879,14.1765645,0.0927191226378017,13.989356275,14.35689035
45,14.970936863,14.9707555,0.102911823194412,14.77247455,15.16915425
46,12.955948427,12.954472,0.0780146542815002,12.803059175,13.11313535
47,15.647714202,15.647757,0.130287445629264,15.388632225,15.90416195
48,14.582149631,14.58003,0.0988508177689625,14.396031225,14.7729547
49,14.61716564,14.6173085,0.0868826596231204,14.448884875,14.7884313
50,15.2085118375,15.208492,0.10349397039036,15.0046516,15.408194975
51,14.379339035,14.3800825,0.0918203420739493,14.1987915,14.567152725
52,14.1933996095,14.1943125,0.0947595272066415,14.002739725,14.378641325
53,15.727996572,15.728336,0.132365071169983,15.477931125,15.987700825
54,14.6156638855,14.61308,0.0971145799840587,14.426016375,14.8167613
55,14.452020509,14.4532445,0.0831818576551486,14.291651425,14.618088725
56,14.982377346,14.9788315,0.0992294305852423,14.79482135,15.17694665
57,13.787375547,13.7860815,0.0755040092385917,13.6338123,13.93965425
58,12.878283363,12.8797375,0.0770577211253989,12.727177225,13.023588775
59,13.4361862365,13.436452,0.0753350346144259,13.286721225,13.58413735
60,15.833486769,15.831153,0.133027788581048,15.576624975,16.095760925
61,14.9751861045,14.9755905,0.10646190036032,14.769012075,15.183669475
62,14.9631359315,14.9603645,0.103860573803134,14.7633131,15.171474825
63,13.9241484585,13.924243,0.0788680647090427,13.7704327,14.078405125
64,14.274314067,14.274304,0.083131442454969,14.11222115,14.44252125
65,14.5250296395,14.52385,0.0834672242041073,14.3590428,14.689112825
66,15.1289445825,15.1276095,0.112027441942,14.908846225,15.3532808
67,14.078302982,14.078238,0.091523708470236,13.892755475,14.260506625
68,12.7270664235,12.7279405,0.0835637449491771,12.564624775,12.889666775
69,14.975134291,14.974699,0.104225428140233,14.7722071,15.17739555
70,12.9516110505,12.951593,0.0779960948168964,12.7963404,13.10971315
71,13.6909277305,13.6908315,0.0773066932498699,13.540970975,13.842468475
72,15.5991754655,15.5977135,0.112005087827761,15.389872675,15.8258843
73,12.8118350305,12.813358,0.0791362446676086,12.65717955,12.965238025
74,13.969933195,13.969556,0.0784579881077889,13.820102575,14.12592925
75,13.7615244645,13.760037,0.0766269170224466,13.615489025,13.9143235
76,14.267060205,14.267783,0.0830915223794861,14.10579625,14.4350142
77,15.1469029275,15.145517,0.0992651346275144,14.960272925,15.33858635
78,16.2521085735,16.2521485,0.148573269234139,15.971399625,16.551833125
79,17.438511529,17.3826555,0.539390977848677,16.506042275,18.5801237
80,13.9304184055,13.930847,0.087447637599125,13.756894325,14.096796
81,15.7995111455,15.795028,0.131099853954731,15.554447425,16.060149775
82,14.8563531435,14.8579405,0.10503591391195,14.650289725,15.057302125
83,15.0735237705,15.072647,0.110666529235512,14.864952425,15.2953508
84,13.904033058,13.90549,0.0800448570330996,13.75023425,14.0610103
85,15.1263813895,15.1251225,0.102316746287718,14.933973725,15.332710075
86,15.6866733135,15.6826605,0.129563761747969,15.44715755,15.95159785
87,15.060895178,15.061329,0.0949895667360298,14.876802675,15.2460132
88,14.623893728,14.623562,0.0964275892355134,14.4382158,14.8190268
89,14.5751648085,14.5759735,0.09647414788919,14.38105845,14.765437125
90,14.5111368125,14.5121835,0.0858837875008787,14.34528225,14.676168975
91,15.0211085135,15.020168,0.106581544067942,14.818140125,15.235111425
92,15.1822637655,15.1798335,0.111815180984251,14.964652475,15.4034146
93,14.6277854185,14.6288115,0.0974708949244647,14.4378831,14.821427325
94,14.6369083585,14.635864,0.0884341039425517,14.467464225,14.811126525
95,14.5093216345,14.508104,0.0918248522666811,14.335399175,14.69523365
96,10.875618722,10.874714,0.118100510658746,10.647692375,11.10416875
97,13.0772189255,13.0744395,0.0780791921587566,12.9291281,13.2346109
98,14.0571290365,14.057993,0.0780305228160663,13.899569575,14.20890375
99,14.458905527,14.458115,0.100243852953434,14.26056175,14.660677275
100,14.0034686145,14.002466,0.0837445072535952,13.83666415,14.173825825
101,14.774778105,14.773766,0.104108870035805,14.5747346,14.97433385
102,14.8657993255,14.864293,0.10151911283754,14.668901325,15.067631
103,12.7765789985,12.7764005,0.0781709842237051,12.625110225,12.926449
104,11.966854706,11.9711145,0.0880022156447766,11.786768625,12.1370053
105,15.6218247195,15.618596,0.112500754065964,15.409456875,15.8449773
106,12.6677975805,12.6686505,0.0767718276033683,12.519541975,12.816255075
107,14.935850524,14.93751,0.0927406694088339,14.753882925,15.118524825
108,14.636120807,14.6348615,0.0890907259384773,14.46333045,14.814659125
109,15.06653683,15.0684015,0.110692916239143,14.847841475,15.276171925
110,13.414667338,13.4150095,0.0795072649413372,13.26223875,13.5683412
111,14.116579362,14.115164,0.0844686341215077,13.94662195,14.28165905
112,13.86413481,13.863143,0.0763198272226985,13.7187153,14.01334915
113,14.7256851005,14.725178,0.091673788490394,14.545863175,14.910111725
114,14.632269717,14.630502,0.0991875819525544,14.435354575,14.828342875
115,13.0094003245,13.011359,0.0766382696378953,12.853721725,13.155324625
116,15.157050264,15.1543685,0.117730078866262,14.934142325,15.3850021
117,14.992137381,14.9912335,0.097887606041036,14.79943855,15.186543875
118,14.8998104435,14.9001325,0.102437967325341,14.697948875,15.0990824
119,13.577974146,13.5772205,0.0730660533947333,13.43679715,13.723130675
120,14.57523313,14.572754,0.0856409346090902,14.410462125,14.74160715
121,12.7786208275,12.7773705,0.082930077499269,12.618755575,12.9453136
122,14.5591852855,14.5568435,0.0968933840561878,14.371794125,14.746735775
123,15.037842676,15.036565,0.101913167366623,14.843699425,15.2409368
124,13.9689478965,13.967916,0.0779408985242098,13.82353545,14.122208075
125,14.352012943,14.351603,0.0925494188826895,14.165948975,14.5292467
126,14.84119061,14.8375985,0.0896609903280418,14.66503855,15.022898375
127,14.186155784,14.1869975,0.0816199487802693,14.024953075,14.3478913
128,14.6375867285,14.634754,0.0900075666991745,14.450661925,14.812256775
129,15.0944758245,15.0936815,0.109727264693568,14.892274325,15.316360575
130,13.989041471,13.9880785,0.0847692724816823,13.8157173,14.1468687
131,14.4690892585,14.4687685,0.0946609241901585,14.284034625,14.662240825
132,13.441955262,13.442709,0.0862123477348711,13.269230525,13.608654225
133,13.944457555,13.9444865,0.0793943610339233,13.791455475,14.099608375
134,14.6182723165,14.6165645,0.103129457454841,14.417108725,14.817691425
135,14.878654549,14.8780495,0.102778771380095,14.6792704,15.085920375
136,15.9823213525,15.98155,0.135120121195039,15.72092915,16.25059245
137,14.286079736,14.2863445,0.0969186024411252,14.103160275,14.46254825
138,14.8487331735,14.8479725,0.104365640362581,14.646110225,15.056497575
139,14.5050232505,14.503763,0.0957984459443703,14.3212882,14.69975525
140,14.376443162,14.377875,0.0927695919903326,14.19430545,14.55503185
141,13.930004266,13.93014,0.0773445263069667,13.7767932,14.078566675
142,14.347919484,14.348262,0.0862888116000181,14.183281475,14.50933485
143,13.733230373,13.7305405,0.0898634547457268,13.56194255,13.91956695
144,14.080671499,14.078841,0.0906492555163573,13.909317925,14.260293825
145,14.060146491,14.0590125,0.0815167728868965,13.903879475,14.2245255
146,14.855524948,14.854265,0.0938567923372902,14.67212755,15.03135965
147,14.706392344,14.7040515,0.0995246569230736,14.5228139,14.899131475
148,14.826245643,14.8275595,0.101698022774337,14.628648875,15.02740015
149,13.717687596,13.720476,0.0829169916851838,13.555215475,13.8785342
150,13.857819349,13.8589525,0.0771887229523699,13.709724575,14.009743275
151,15.9442158765,15.9401005,0.135076406342838,15.693665575,16.21950975
152,14.4495557485,14.4510465,0.0889450842138628,14.269953,14.624558525
153,14.9005541095,14.9024935,0.104389032178635,14.699821,15.104124
154,15.279794814,15.2803545,0.110459943130243,15.064992375,15.5004068
155,14.5995698,14.600668,0.0882706636983085,14.427105425,14.779299675
156,13.988927501,13.9911835,0.0830157162987666,13.831380825,14.148626775
157,14.3395088795,14.33727,0.0846783235411983,14.17083895,14.498017275
158,13.9683551995,13.9685555,0.0803356549640442,13.813684525,14.123317225
159,15.4651578775,15.460929,0.117976537278768,15.239222075,15.70076585
160,14.6014859555,14.6008185,0.0908166584071041,14.425339975,14.7783673
161,14.7019444215,14.7031185,0.103379431192819,14.500395425,14.903903625
162,13.517508844,13.520009,0.0793944633673997,13.36204635,13.675808025
163,14.3772644115,14.378303,0.0929636241930343,14.20090385,14.562006475
164,13.844695918,13.8440235,0.0889269491642219,13.66333465,14.0184449
165,13.5684357945,13.5682955,0.0786907933202224,13.408273725,13.71909125
166,14.2938123825,14.29346,0.0803854982418843,14.132522125,14.44614195
167,13.127232126,13.129949,0.0782544735715672,12.9731096,13.28260525
168,14.94281706,14.940221,0.104424168165688,14.741474875,15.1470208
169,14.5047985225,14.505233,0.0987968943111283,14.310343425,14.7031058
170,11.6071011485,11.6074215,0.0950874257584573,11.421014625,11.79100905
171,14.706809178,14.703888,0.0912952030058658,14.518209475,14.8864802
172,13.182118489,13.1836935,0.0760678770764002,13.0276532,13.329357925
173,15.9987094895,15.9945145,0.140452151084795,15.73213045,16.276057925
174,14.3962870895,14.3976635,0.0862122273881327,14.228599925,14.56925595
175,12.639379212,12.637094,0.0799257689945286,12.486682875,12.80033755
176,14.547636946,14.5478795,0.0889686345773237,14.375804275,14.720829875
177,14.590450273,14.588134,0.0974368401097334,14.39988625,14.780993725
178,14.4313457705,14.4334015,0.0865977734081047,14.267917475,14.5941172
179,14.240112726,14.2389405,0.0847669597369957,14.0766218,14.4133489
180,15.52335523,15.5218525,0.125864482620304,15.27864565,15.776047975
181,16.055030504,16.0500045,0.145513503516584,15.783142475,16.352953975
182,14.132872566,14.1333025,0.0796627104534426,13.980755725,14.292901725
183,16.0250380465,16.024643,0.131726380253678,15.769719,16.281869
184,16.124395427,16.123522,0.143017108234286,15.85738265,16.408315325
185,14.3799076475,14.380695,0.0989037488858946,14.185416925,14.570392575
186,15.6337873025,15.632563,0.126144061595705,15.38871015,15.880783
187,14.59981347,14.5989195,0.0987044531595655,14.407871375,14.797534825
188,14.7527027765,14.7530005,0.101478027474171,14.5478689,14.95493055
189,15.7761992505,15.7721605,0.134277043194119,15.52191855,16.047269925
190,14.413343297,14.411004,0.0878555880421838,14.2444092,14.5937285
191,16.5091663045,16.5061115,0.163754714530737,16.2056939,16.8373892
192,13.684810319,13.684211,0.0908321502233672,13.50898175,13.864207925
193,12.803060691,12.8018265,0.0792533410934565,12.648455075,12.9573522
194,15.981550612,15.980984,0.140096692620797,15.700619575,16.2583265
195,14.2230553915,14.2243775,0.0829125087993116,14.05370435,14.381428325
196,15.2750739265,15.273507,0.101238568809152,15.079952275,15.480596025
197,12.5969471995,12.5992225,0.0823407652414888,12.4324295,12.7507521
198,14.4564007825,14.454858,0.0871540704069606,14.2844537,14.627181975
