dataset_name,lab_subject_id,lwl_age,lwl_log_rt
seedlings_zhu,27,10,7.03579662886302
seedlings_zhu,27,12,7.20191631753163
seedlings_zhu,27,14,6.71747486158659
seedlings_zhu,27,16,6.62140565176413
seedlings_zhu,27,18,6.49707660382109
seedlings_zhu,28,8,6.71901315438526
seedlings_zhu,28,10,7.29776828253138
seedlings_zhu,28,12,6.7244332218546
seedlings_zhu,28,14,6.39942653541473
seedlings_zhu,28,16,6.47898217618074
seedlings_zhu,28,18,6.71820767709644
seedlings_zhu,29,8,6.12139571670001
seedlings_zhu,29,10,7.05462235479169
seedlings_zhu,29,12,7.04588545596939
seedlings_zhu,29,14,7.0032927056912
seedlings_zhu,29,16,6.49715199301785
seedlings_zhu,29,18,6.45015441645344
seedlings_zhu,30,8,7.01507102478825
seedlings_zhu,30,10,7.07326971745971
seedlings_zhu,30,12,6.45716204325623
seedlings_zhu,30,14,6.45811434425529
seedlings_zhu,30,16,6.75460409948796
seedlings_zhu,30,18,6.66281336020652
seedlings_zhu,31,8,6.80498400094619
seedlings_zhu,31,10,6.60631229128032
seedlings_zhu,31,12,6.68377804691935
seedlings_zhu,31,14,6.66488722232015
seedlings_zhu,31,16,7.04141166379481
seedlings_zhu,31,18,6.50837164118984
seedlings_zhu,32,8,6.43588323867637
seedlings_zhu,32,10,6.89669433162271
seedlings_zhu,32,12,6.67629599762663
seedlings_zhu,32,14,6.66361150854484
seedlings_zhu,32,16,6.65355757718104
seedlings_zhu,32,18,6.75925527066369
seedlings_zhu,33,8,5.92692602597041
seedlings_zhu,33,10,6.74186934293646
seedlings_zhu,33,12,6.69034525951569
seedlings_zhu,33,14,6.51807403857524
seedlings_zhu,33,16,6.24765595246839
seedlings_zhu,33,18,6.69785695441795
seedlings_zhu,34,8,7.41034709782102
seedlings_zhu,34,10,6.70563909486
seedlings_zhu,34,12,5.91350300563827
seedlings_zhu,34,16,6.83947643822884
seedlings_zhu,34,18,6.73815249459596
seedlings_zhu,35,8,6.6597211788228
seedlings_zhu,35,10,6.96145401131607
seedlings_zhu,35,12,6.96684931828984
seedlings_zhu,35,14,6.83851237623998
seedlings_zhu,35,16,6.54256801737254
seedlings_zhu,35,18,6.33004494959553
seedlings_zhu,36,8,6.90299396188043
seedlings_zhu,36,10,6.57600520869625
seedlings_zhu,36,12,6.73979168993613
seedlings_zhu,36,14,6.57469539547424
seedlings_zhu,36,16,6.73304468518952
seedlings_zhu,36,18,6.73750601251332
seedlings_zhu,37,8,6.84906628263346
seedlings_zhu,37,10,7.0335064842877
seedlings_zhu,37,12,6.80783448662013
seedlings_zhu,37,14,6.61499366078706
seedlings_zhu,37,16,6.74464794111199
seedlings_zhu,37,18,6.82015281824601
seedlings_zhu,38,8,6.94953681299709
seedlings_zhu,38,12,6.4093521752147
seedlings_zhu,38,14,6.63266032203583
seedlings_zhu,38,16,6.72763130573167
seedlings_zhu,38,18,6.66504657217309
seedlings_zhu,39,8,6.83668883054828
seedlings_zhu,39,10,7.06090545847581
seedlings_zhu,39,12,7.12125245324454
seedlings_zhu,39,14,7.30720231476474
seedlings_zhu,39,16,6.11146733950268
seedlings_zhu,39,18,7.04621202212915
seedlings_zhu,40,8,6.77764659363512
seedlings_zhu,40,10,7.08198865892634
seedlings_zhu,40,12,6.49324942622182
seedlings_zhu,40,14,6.78694265876539
seedlings_zhu,40,16,6.70016325036163
seedlings_zhu,40,18,6.48380213367093
seedlings_zhu,41,8,6.66752208356919
seedlings_zhu,41,10,6.69099754486706
seedlings_zhu,41,12,6.69422446779038
seedlings_zhu,41,14,6.72892761144244
seedlings_zhu,41,16,6.64941623576427
seedlings_zhu,41,18,6.67582322163485
seedlings_zhu,42,8,6.7973024544206
seedlings_zhu,42,10,6.7726989146553
seedlings_zhu,42,12,6.81704877171141
seedlings_zhu,42,14,7.10404137612646
seedlings_zhu,42,16,6.6840907586538
seedlings_zhu,42,18,6.59315868287836
seedlings_zhu,43,8,6.88857245956536
seedlings_zhu,43,10,6.58479139238572
seedlings_zhu,43,12,6.86345502008556
seedlings_zhu,43,14,6.77850044312488
seedlings_zhu,43,16,6.84086733344051
seedlings_zhu,43,18,6.84054652928869
seedlings_zhu,44,8,6.55179436577706
seedlings_zhu,44,10,6.65608364405339
seedlings_zhu,44,12,6.96790920180188
seedlings_zhu,44,14,7.09257371597468
seedlings_zhu,44,16,6.70783985378713
seedlings_zhu,44,18,6.88857245956536
seedlings_zhu,45,8,6.00141487796115
seedlings_zhu,45,10,6.57755223870777
seedlings_zhu,45,12,6.61988271219699
seedlings_zhu,45,14,6.63620898843976
seedlings_zhu,45,16,6.77021586496008
seedlings_zhu,45,18,6.40081100192412
seedlings_zhu,46,8,6.84658884374465
seedlings_zhu,46,10,6.02344759296103
seedlings_zhu,46,12,6.42324696353352
seedlings_zhu,46,16,6.72037092784572
seedlings_zhu,46,18,6.74641212857337
seedlings_zhu,09,10,6.82690669111882
