subj_month,subj,month,duration,duration_hrs,awc_perhr,cvc_perhr,ctc_perhr,awc_outlier,ctc_outlier,cvc_outlier
04_12,04,12,37876,10.52111111111111,1892.0054916041822,119.56912028725314,44.481993874749186,FALSE,FALSE,FALSE
04_13,04,13,39836,11.065555555555555,1548.4084747464606,151.28024902098605,41.93192087558992,FALSE,FALSE,FALSE
04_14,04,14,44970,12.491666666666667,1360.3468979319546,130.80720480320213,41.70780520346898,FALSE,FALSE,FALSE
04_15,04,15,46066,12.796111111111111,1240.5331480918683,76.82021447488385,24.069812877176226,FALSE,FALSE,FALSE
04_16,04,16,39283,10.911944444444444,1579.9200672046434,98.60754015731996,36.38215003945727,FALSE,FALSE,FALSE
04_17,04,17,41833,11.620277777777778,2010.4510792914684,170.21968302536274,59.55107212009657,FALSE,FALSE,FALSE
06_06,06,6,40898,11.360555555555555,2783.314587510392,107.91725756760722,41.89935938187686,FALSE,FALSE,FALSE
06_07,06,7,57600,16,531.0625,34.0625,9.875,FALSE,FALSE,FALSE
06_08,06,8,44651,12.403055555555556,772.6321918881996,93.68659156569842,25.396967593111018,FALSE,FALSE,FALSE
06_09,06,9,50454,14.015,854.0135569033179,40.31394933999286,10.774170531573313,FALSE,FALSE,FALSE
06_10,06,10,57600,16,440.0625,21.8125,6.0625,FALSE,FALSE,FALSE
06_11,06,11,57600,16,1272.4375,57.4375,17,FALSE,FALSE,FALSE
06_12,06,12,57600,16,548.6875,64.875,16.25,FALSE,FALSE,FALSE
06_13,06,13,57600,16,1145.25,60.9375,25.125,FALSE,FALSE,FALSE
06_14,06,14,57599,15.999722222222223,517.3214812757166,70.81372940502439,18.187815760690288,FALSE,FALSE,FALSE
06_15,06,15,57600,16,679.875,56.625,21.6875,FALSE,FALSE,FALSE
06_16,06,16,57600,16,1052.375,40.6875,18.8125,FALSE,FALSE,FALSE
06_17,06,17,52485,14.579166666666667,523.8982566447556,75.86167476421835,15.432980851671905,FALSE,FALSE,FALSE
07_06,07,6,57600,16,973.625,77.9375,24.4375,FALSE,FALSE,FALSE
07_07,07,7,57600,16,1949.875,144.3125,40.5,FALSE,FALSE,FALSE
07_08,07,8,51991,14.441944444444445,3082.2026889269296,115.0814564059164,45.56173183820276,FALSE,FALSE,FALSE
07_09,07,9,57600,16,1875.0625,72.75,24.5,FALSE,FALSE,FALSE
07_10,07,10,42734,11.870555555555555,1411.896850283147,133.52365797725466,33.69682220246174,FALSE,FALSE,FALSE
07_11,07,11,57600,16,1203.8125,99.3125,27.25,FALSE,FALSE,FALSE
07_12,07,12,29589,8.219166666666666,1768.4274561492448,82.73344824090034,31.025043090337626,FALSE,FALSE,FALSE
07_13,07,13,31616,8.782222222222222,1687.5,91.20698380566802,38.94230769230769,FALSE,FALSE,FALSE
07_14,07,14,34461,9.5725,2606.0067902846695,171.42857142857144,54.9490728649778,FALSE,FALSE,FALSE
07_15,07,15,39125,10.868055555555555,3263.417252396166,159.45814696485624,68.73354632587859,TRUE,FALSE,FALSE
07_16,07,16,46413,12.8925,2055.0707775838664,99.04983517548962,33.585417878611594,FALSE,FALSE,FALSE
07_17,07,17,44989,12.496944444444445,1959.1989152904043,93.46284647358243,37.04905643601769,FALSE,FALSE,FALSE
08_06,08,6,57600,16,1731,59.3125,17.5625,FALSE,FALSE,FALSE
08_07,08,7,57600,16,1427.4375,71.5625,17.5625,FALSE,FALSE,FALSE
08_08,08,8,57600,16,2218.375,45.625,23.8125,FALSE,FALSE,FALSE
08_09,08,9,57600,16,1990,45.0625,20.1875,FALSE,FALSE,FALSE
08_10,08,10,57600,16,2270.3125,43.5625,19.1875,FALSE,FALSE,FALSE
08_11,08,11,57600,16,2413.125,59.125,25.75,FALSE,FALSE,FALSE
08_12,08,12,57600,16,1968.375,75.125,36.125,FALSE,FALSE,FALSE
08_13,08,13,57600,16,1766.375,93.1875,37.6875,FALSE,FALSE,FALSE
08_14,08,14,57600,16,1254.8125,102.5625,45.5,FALSE,FALSE,FALSE
08_15,08,15,57600,16,2191.75,134.125,63.1875,FALSE,FALSE,FALSE
08_16,08,16,57600,16,2213.75,172,73.75,FALSE,FALSE,FALSE
08_17,08,17,57600,16,1339.375,124.5,53.1875,FALSE,FALSE,FALSE
09_06,09,6,57600,16,979.6875,162.375,39.75,FALSE,FALSE,FALSE
09_07,09,7,57600,16,721.125,93.75,25.875,FALSE,FALSE,FALSE
09_08,09,8,42480,11.8,722.3728813559321,263.728813559322,48.813559322033896,FALSE,FALSE,FALSE
09_09,09,9,31084,8.634444444444444,934.2813022776992,167.58460944537384,41.11439969115944,FALSE,FALSE,FALSE
09_10,09,10,57600,16,990,100.75,18.125,FALSE,FALSE,FALSE
09_11,09,11,57600,16,710.9375,153.625,27.25,FALSE,FALSE,FALSE
09_12,09,12,57600,16,349.375,57.9375,14.3125,FALSE,FALSE,FALSE
09_13,09,13,57600,16,794.5,90,28.8125,FALSE,FALSE,FALSE
09_14,09,14,57600,16,534.25,119.75,25.0625,FALSE,FALSE,FALSE
09_15,09,15,35269,9.796944444444444,1375.428846862684,249.66968159006495,65.83685389435482,FALSE,FALSE,FALSE
09_16,09,16,32445,9.0125,822.6352288488212,198.50208044382802,45.38141470180305,FALSE,FALSE,FALSE
09_17,09,17,39915,11.0875,596.0766629086809,141.33032694475762,31.02593010146561,FALSE,FALSE,FALSE
10_06,10,6,43145,11.984722222222222,1522.3548499246726,137.5918414648279,44.306408622088306,FALSE,FALSE,FALSE
10_07,10,7,46408,12.891111111111112,1684.1061885881743,147.3108084812963,54.37855542147905,FALSE,FALSE,FALSE
10_08,10,8,57600,16,1596.6875,95.5625,35.5,FALSE,FALSE,FALSE
10_09,10,9,57600,16,1276.8125,126.1875,36.25,FALSE,FALSE,FALSE
10_10,10,10,57600,16,1207.1875,103.5,23.1875,FALSE,FALSE,FALSE
10_11,10,11,49722,13.811666666666667,1270.4476891516833,98.53988174248823,29.32303608060818,FALSE,FALSE,FALSE
10_12,10,12,57600,16,1246,79.375,25.75,FALSE,FALSE,FALSE
10_13,10,13,57600,16,1181.625,51.75,14.0625,FALSE,FALSE,FALSE
10_14,10,14,57600,16,1333.125,94.5625,29.5625,FALSE,FALSE,FALSE
10_15,10,15,57600,16,881.1875,58.625,17.5625,FALSE,FALSE,FALSE
10_16,10,16,57600,16,1204.875,103.625,29.0625,FALSE,FALSE,FALSE
10_17,10,17,57600,16,1164.875,71.375,20.75,FALSE,FALSE,FALSE
11_06,11,6,44498,12.360555555555555,2479.823812306171,66.82547530226078,22.65270349229179,FALSE,FALSE,FALSE
11_07,11,7,44906,12.473888888888888,2067.1981472409034,144.70226695764487,43.45076381775264,FALSE,FALSE,FALSE
11_08,11,8,43940,12.205555555555556,3285.553026854802,203.513882567137,56.941283568502506,FALSE,FALSE,FALSE
11_09,11,9,43624,12.117777777777778,2335.824316889785,108.76581698147808,33.504492939666235,FALSE,FALSE,FALSE
11_10,11,10,42693,11.859166666666667,2628.5152132668118,116.61864942730658,44.438198299487034,FALSE,FALSE,FALSE
11_11,11,11,44984,12.495555555555555,1907.3981860216968,97.55468611061711,28.08998755112929,FALSE,FALSE,FALSE
11_12,11,12,48272,13.408888888888889,1158.1123632747763,80.91647331786542,24.535962877030162,FALSE,FALSE,FALSE
11_13,11,13,50807,14.113055555555556,1350.8059913004113,110.3942370145846,31.531088235873007,FALSE,FALSE,FALSE
11_14,11,14,44120,12.255555555555556,1935.2855847688122,95.79329102447869,39.41069809610154,FALSE,FALSE,FALSE
11_15,11,15,42429,11.785833333333333,1554.1539984444603,133.71986141554126,50.56918616983667,FALSE,FALSE,FALSE
11_16,11,16,50711,14.086388888888889,1209.2524304391552,196.92768827276134,49.338407840507976,FALSE,FALSE,FALSE
11_17,11,17,41745,11.595833333333333,1695.4365792310457,196.79482572763206,64.16097736255838,FALSE,FALSE,FALSE
12_06,12,6,57600,16,1503.3125,70.875,32.0625,FALSE,FALSE,FALSE
12_07,12,7,57600,16,2788.75,82.3125,39.6875,FALSE,FALSE,FALSE
12_08,12,8,57600,16,3559.1875,63.1875,33.1875,FALSE,FALSE,FALSE
12_09,12,9,57600,16,1207.4375,64.5,23.125,FALSE,FALSE,FALSE
12_10,12,10,57600,16,1383.9375,98.375,33.1875,FALSE,FALSE,FALSE
12_11,12,11,57600,16,1537.0625,31,12.5625,FALSE,FALSE,FALSE
12_12,12,12,57600,16,1726.1875,145.3125,48.75,FALSE,FALSE,FALSE
12_13,12,13,44411,12.336388888888889,2263.4662583594154,51.23055098961969,24.399360518790388,FALSE,FALSE,FALSE
12_14,12,14,57600,16,1748.4375,56.5,29.25,FALSE,FALSE,FALSE
12_15,12,15,52063,14.461944444444445,1652.889768165492,58.152622783934845,26.483299079960815,FALSE,FALSE,FALSE
12_16,12,16,34462,9.572777777777778,2785.1894840694094,74.79542684696186,38.02449074342754,FALSE,FALSE,FALSE
12_17,12,17,57600,16,1214.625,81.8125,29.625,FALSE,FALSE,FALSE
13_06,13,6,41511,11.530833333333334,829.601792296018,55.156464551564646,14.7430801474308,FALSE,FALSE,FALSE
13_07,13,7,43241,12.011388888888888,970.4123401401448,82.00550403552185,22.561920399620732,FALSE,FALSE,FALSE
13_08,13,8,43522,12.089444444444444,1306.0980653462616,64.7672441523827,17.122374890859795,FALSE,FALSE,FALSE
13_09,13,9,47354,13.153888888888888,665.8867255142121,33.450183722599995,8.134476496177726,FALSE,FALSE,FALSE
13_10,13,10,44742,12.428333333333333,1075.4458897680033,44.092798712619015,13.195655089177954,FALSE,FALSE,FALSE
13_11,13,11,44433,12.3425,1570.3463641887786,85.5580311930322,33.05651205185335,FALSE,FALSE,FALSE
13_12,13,12,32644,9.067777777777778,2068.4229873789977,84.91606420781767,28.672956745496876,FALSE,FALSE,FALSE
13_13,13,13,40882,11.356111111111112,812.6901814979698,83.47928183552663,20.25341225967418,FALSE,FALSE,FALSE
13_14,13,14,43796,12.165555555555555,1851.1279568910404,161.85039729655676,55.97771485980455,FALSE,FALSE,FALSE
13_15,13,15,46974,13.048333333333334,1347.9882488184953,171.5927960148167,52.42048792949291,FALSE,FALSE,FALSE
13_16,13,16,28315,7.865277777777778,659.353699452587,99.29719230090058,30.259579728059332,FALSE,FALSE,FALSE
13_17,13,17,57600,16,399.75,53.4375,12,FALSE,FALSE,FALSE
14_06,14,6,57600,16,1013.625,83.75,19.8125,FALSE,FALSE,FALSE
14_07,14,7,57600,16,962.6875,98.5625,14.3125,FALSE,FALSE,FALSE
14_08,14,8,57600,16,920.3125,118.6875,19.3125,FALSE,FALSE,FALSE
14_09,14,9,57600,16,676.625,97,15.8125,FALSE,FALSE,FALSE
14_10,14,10,57600,16,1342.75,108.75,27.0625,FALSE,FALSE,FALSE
14_11,14,11,57600,16,1034.1875,91.5,25.5,FALSE,FALSE,FALSE
14_12,14,12,57600,16,1032.875,100.5625,23.375,FALSE,FALSE,FALSE
14_13,14,13,57600,16,1095.1875,118.0625,32.75,FALSE,FALSE,FALSE
14_14,14,14,57600,16,710.625,96.375,24.0625,FALSE,FALSE,FALSE
14_15,14,15,57600,16,1533.1875,53.25,19.625,FALSE,FALSE,FALSE
14_16,14,16,57600,16,736.1875,55.9375,17.625,FALSE,FALSE,FALSE
14_17,14,17,57600,16,1062.3125,112.6875,35.6875,FALSE,FALSE,FALSE
15_06,15,6,57600,16,1418.625,127.375,31.9375,FALSE,FALSE,FALSE
15_07,15,7,57600,16,1071.0625,174.9375,31.1875,FALSE,FALSE,FALSE
15_08,15,8,57600,16,1096.5625,85.4375,23.25,FALSE,FALSE,FALSE
15_09,15,9,57600,16,832.5,113.625,28.125,FALSE,FALSE,FALSE
15_10,15,10,57600,16,913.1875,83.125,16.6875,FALSE,FALSE,FALSE
15_11,15,11,57600,16,1038.625,158.8125,37.25,FALSE,FALSE,FALSE
15_12,15,12,57600,16,1037.4375,107.0625,25.375,FALSE,FALSE,FALSE
15_13,15,13,57600,16,501.9375,92.625,15.0625,FALSE,FALSE,FALSE
15_14,15,14,57600,16,834.125,84.125,22.5625,FALSE,FALSE,FALSE
15_15,15,15,57600,16,772.5625,73.9375,18.625,FALSE,FALSE,FALSE
15_16,15,16,57600,16,1029.125,104.75,28.0625,FALSE,FALSE,FALSE
15_17,15,17,57600,16,659.4375,119.375,22.5625,FALSE,FALSE,FALSE
16_06,16,6,57600,16,873.3125,126.8125,31.5,FALSE,FALSE,FALSE
16_07,16,7,57600,16,1522.25,51.0625,19.4375,FALSE,FALSE,FALSE
16_08,16,8,57600,16,1139.625,69.25,22.875,FALSE,FALSE,FALSE
16_09,16,9,57600,16,918.5,74.25,26,FALSE,FALSE,FALSE
16_10,16,10,57600,16,935.375,62.6875,17.25,FALSE,FALSE,FALSE
16_11,16,11,57600,16,930.75,81.125,27.8125,FALSE,FALSE,FALSE
16_12,16,12,57600,16,685.25,77.8125,20.125,FALSE,FALSE,FALSE
16_13,16,13,57600,16,1475.375,84.6875,31.5625,FALSE,FALSE,FALSE
16_14,16,14,57600,16,679.25,90.3125,19.6875,FALSE,FALSE,FALSE
16_15,16,15,57600,16,990.3125,64.875,25.6875,FALSE,FALSE,FALSE
16_16,16,16,57600,16,1119.1875,42.75,16.0625,FALSE,FALSE,FALSE
16_17,16,17,57600,16,1564.75,75.0625,30.125,FALSE,FALSE,FALSE
17_06,17,6,57600,16,1088.8125,86.125,33.1875,FALSE,FALSE,FALSE
17_07,17,7,57600,16,1409.1875,65.875,30.5,FALSE,FALSE,FALSE
17_08,17,8,57600,16,1184.3125,56.5,22.75,FALSE,FALSE,FALSE
17_09,17,9,57600,16,1075.6875,74.375,28.5,FALSE,FALSE,FALSE
17_10,17,10,57600,16,1134.8125,95.625,31.8125,FALSE,FALSE,FALSE
17_11,17,11,57600,16,518.1875,61.125,15.4375,FALSE,FALSE,FALSE
17_12,17,12,57600,16,482.25,49.125,11.625,FALSE,FALSE,FALSE
17_13,17,13,57600,16,1129.4375,112.6875,41,FALSE,FALSE,FALSE
17_14,17,14,57600,16,1348.875,79.75,36.25,FALSE,FALSE,FALSE
17_15,17,15,57600,16,1263.0625,135.375,52.25,FALSE,FALSE,FALSE
17_16,17,16,57600,16,1292.3125,141.625,55.9375,FALSE,FALSE,FALSE
17_17,17,17,57600,16,1158.75,102.3125,45.6875,FALSE,FALSE,FALSE
18_06,18,6,51598,14.332777777777778,1903.4691267103376,153.2152409008101,48.978642583045854,FALSE,FALSE,FALSE
18_07,18,7,45731,12.703055555555556,2377.0658852856923,101.70781308084231,39.67549364763508,FALSE,FALSE,FALSE
18_08,18,8,46907,13.029722222222222,1991.1399151512567,87.03178630055216,33.461956637602064,FALSE,FALSE,FALSE
18_09,18,9,43822,12.172777777777778,1474.2731961115421,82.88987266669709,27.356122495550178,FALSE,FALSE,FALSE
18_10,18,10,46896,13.026666666666667,2771.315250767656,122.05731832139202,46.98055271238485,FALSE,FALSE,FALSE
18_11,18,11,55279,15.355277777777777,1538.1682013061018,87.00591544709565,31.06423777564717,FALSE,FALSE,FALSE
18_12,18,12,44950,12.48611111111111,1797.5973303670746,100.91212458286986,38.92324805339266,FALSE,FALSE,FALSE
18_13,18,13,46393,12.886944444444444,1166.8398249735951,97.85096889616969,30.340784170025653,FALSE,FALSE,FALSE
18_14,18,14,45269,12.574722222222222,1193.9826371247432,91.69188627979412,31.332700081733638,FALSE,FALSE,FALSE
18_15,18,15,41530,11.536111111111111,2112.8437274259572,148.49024801348423,52.87743799662894,FALSE,FALSE,FALSE
18_16,18,16,47517,13.199166666666667,1471.153481911737,159.40400277795317,43.10878212008334,FALSE,FALSE,FALSE
18_17,18,17,37600,10.444444444444445,2584.531914893617,171.1914893617021,65.29787234042553,FALSE,FALSE,FALSE
19_06,19,6,42887,11.913055555555555,1645.3377480355352,101.56924009606641,33.32478373399865,FALSE,FALSE,FALSE
19_07,19,7,39365,10.934722222222222,1979.657055760193,104.43795249587197,38.31830306109488,FALSE,FALSE,FALSE
19_08,19,8,43457,12.071388888888889,2046.9061371010425,86.651172423315,35.70425938283821,FALSE,FALSE,FALSE
19_09,19,9,42515,11.809722222222222,1217.640832647301,151.57003410560978,44.20087028107727,FALSE,FALSE,FALSE
19_10,19,10,52186,14.49611111111111,2331.5908481201855,112.03004637259035,51.66903000804814,FALSE,FALSE,FALSE
19_11,19,11,43317,12.0325,2334.344483690006,125.16102223145647,62.74672761271556,FALSE,FALSE,FALSE
19_12,19,12,46278,12.855,2438.8953714507975,127.49902761571373,70.78957604045118,FALSE,FALSE,FALSE
19_13,19,13,46374,12.881666666666666,2464.587915642386,190.89144779402253,87.33341958856256,FALSE,TRUE,FALSE
19_14,19,14,42710,11.863888888888889,3054.0575977522826,189.81971435261062,99.71435261062983,TRUE,TRUE,FALSE
19_15,19,15,40220,11.172222222222222,2413.6648433615114,172.83938339134758,79.03530581800099,FALSE,FALSE,FALSE
19_16,19,16,42006,11.668333333333333,2459.2201114126556,234.22368233109557,117.2403942293958,FALSE,TRUE,FALSE
19_17,19,17,39958,11.099444444444444,2249.3918614545273,179.01796886731069,92.43705891185745,FALSE,FALSE,FALSE
20_06,20,6,57600,16,1146.5,37.75,12.6875,FALSE,FALSE,FALSE
20_07,20,7,57600,16,2033.8125,49.5,22.6875,FALSE,FALSE,FALSE
20_08,20,8,57600,16,1240.0625,51.9375,19.4375,FALSE,FALSE,FALSE
20_09,20,9,57600,16,781,32.25,9.1875,FALSE,FALSE,FALSE
20_10,20,10,57600,16,1261.4375,47.1875,21.1875,FALSE,FALSE,FALSE
20_11,20,11,57600,16,1305.0625,71.9375,25.5625,FALSE,FALSE,FALSE
20_12,20,12,57600,16,765.1875,74.8125,21.125,FALSE,FALSE,FALSE
20_13,20,13,57600,16,1212.375,124,46.875,FALSE,FALSE,FALSE
20_14,20,14,57600,16,624.3125,46.6875,13.75,FALSE,FALSE,FALSE
20_15,20,15,57600,16,825.0625,80.1875,24.375,FALSE,FALSE,FALSE
20_16,20,16,57600,16,1900.75,91.75,43.9375,FALSE,FALSE,FALSE
20_17,20,17,57600,16,1849.625,197.125,66.6875,FALSE,FALSE,FALSE
21_06,21,6,51259,14.238611111111112,1316.7716888741488,139.26920150607697,30.69119569246376,FALSE,FALSE,FALSE
21_07,21,7,41620,11.561111111111112,1733.8298894762133,163.65209034118212,38.75060067275348,FALSE,FALSE,FALSE
21_08,21,8,46068,12.796666666666667,1322.453764001042,190.51836415733263,46.18390205782756,FALSE,FALSE,FALSE
21_09,21,9,50901,14.139166666666666,721.9661696233866,86.28514174574174,15.135262568515353,FALSE,FALSE,FALSE
21_10,21,10,41977,11.660277777777777,689.0058841746671,98.79696024013151,16.894966291064154,FALSE,FALSE,FALSE
21_11,21,11,37558,10.432777777777778,813.0145375153096,164.6733052878215,30.768411523510302,FALSE,FALSE,FALSE
21_12,21,12,30455,8.459722222222222,1416.7131833853225,224.94828435396488,64.42291906090954,FALSE,FALSE,FALSE
21_13,21,13,36736,10.204444444444444,1730.4224738675957,135.62717770034843,43.41245644599303,FALSE,FALSE,FALSE
21_14,21,14,19820,5.5055555555555555,1624.904137235116,240.12108980827446,65.93340060544904,FALSE,FALSE,FALSE
21_15,21,15,45124,12.534444444444444,1869.5683006825636,162.8313092810921,54.64941051325237,FALSE,FALSE,FALSE
21_16,21,16,41450,11.51388888888889,874.6827503015681,89.02291917973461,20.323281061519904,FALSE,FALSE,FALSE
21_17,21,17,37170,10.325,1176.852300242131,213.07506053268767,63.147699757869255,FALSE,FALSE,FALSE
22_06,22,6,52623,14.6175,774.0721737643236,100.70121429793056,15.324097827945955,FALSE,FALSE,FALSE
22_07,22,7,51740,14.372222222222222,1730.4213374565134,91.56551990722845,24.909161190568227,FALSE,FALSE,FALSE
22_08,22,8,50660,14.072222222222223,631.6699565732333,102.25819186735096,9.593367548361627,FALSE,FALSE,FALSE
22_10,22,10,50889,14.135833333333334,622.3899074456169,98.33166303130342,11.248010375523197,FALSE,FALSE,FALSE
22_11,22,11,48046,13.346111111111112,665.7370020397119,113.29142904716313,16.184489863880447,FALSE,FALSE,FALSE
22_12,22,12,47469,13.185833333333333,631.7386083549264,117.92959615749226,19.86980977058712,FALSE,FALSE,FALSE
22_13,22,13,40741,11.316944444444445,982.3322942490365,216.224442208095,30.57362362239513,FALSE,FALSE,FALSE
22_14,22,14,41746,11.596111111111112,1023.2740861399894,160.2261294495281,32.252191826761845,FALSE,FALSE,FALSE
22_15,22,15,43061,11.961388888888889,573.0103806228374,140.0339053900281,22.07101553609995,FALSE,FALSE,FALSE
22_16,22,16,43990,12.219444444444445,1272.480109115708,160.23641736758353,31.588997499431688,FALSE,FALSE,FALSE
22_17,22,17,42827,11.89638888888889,1061.5826464613444,190.89826511312955,45.64410301912345,FALSE,FALSE,FALSE
23_06,23,6,57600,16,688.8125,81.5625,15.3125,FALSE,FALSE,FALSE
23_07,23,7,57600,16,1291.5625,69.375,17.5,FALSE,FALSE,FALSE
23_08,23,8,57600,16,929.5,135.875,28.3125,FALSE,FALSE,FALSE
23_09,23,9,57600,16,755.0625,79,16.9375,FALSE,FALSE,FALSE
23_10,23,10,57600,16,878.8125,68.125,13.1875,FALSE,FALSE,FALSE
23_11,23,11,57600,16,1027.375,102.625,26.1875,FALSE,FALSE,FALSE
23_12,23,12,57600,16,767.3125,74.125,15.875,FALSE,FALSE,FALSE
23_13,23,13,57600,16,814.375,117.125,24,FALSE,FALSE,FALSE
23_14,23,14,57600,16,945.75,114.5625,25.8125,FALSE,FALSE,FALSE
23_15,23,15,57600,16,1556.25,140.625,34.3125,FALSE,FALSE,FALSE
23_16,23,16,57600,16,719.4375,76.875,18.3125,FALSE,FALSE,FALSE
23_17,23,17,57600,16,785.8125,81.125,15.5625,FALSE,FALSE,FALSE
25_06,25,6,45968,12.768888888888888,1923.7382526975289,48.47720153150018,18.090845805777935,FALSE,FALSE,FALSE
25_07,25,7,41391,11.4975,393.12894107414655,146.81452489671668,23.309415090237007,FALSE,FALSE,FALSE
25_08,25,8,23416,6.504444444444444,1185.0358729074137,112.07721216262385,17.06525452681927,FALSE,FALSE,FALSE
25_09,25,9,42845,11.901388888888889,566.4044812696931,11.763332944334229,3.6970474967907574,FALSE,FALSE,FALSE
25_10,25,10,46081,12.800277777777778,1482.9365682168357,110.07573620364141,21.796401987804085,FALSE,FALSE,FALSE
25_11,25,11,42153,11.709166666666667,558.7929684719949,145.69781510212798,21.009180841221266,FALSE,FALSE,FALSE
25_12,25,12,37015,10.281944444444445,247.9103066324463,100.85640956369039,10.114818316898553,FALSE,FALSE,FALSE
25_13,25,13,46202,12.83388888888889,598.4156530020346,69.81515951690403,19.401757499675337,FALSE,FALSE,FALSE
25_14,25,14,40839,11.344166666666666,1010.6515830456182,217.82120032322047,52.273562036288844,FALSE,FALSE,FALSE
25_15,25,15,36536,10.148888888888889,283.08517626450623,135.28574556601708,14.87847602364791,FALSE,FALSE,FALSE
25_16,25,16,44355,12.320833333333333,379.27629354075077,149.74636455867434,28.48833276969902,FALSE,FALSE,FALSE
25_17,25,17,37960,10.544444444444444,286.5964172813488,160.65331928345628,23.614330874604846,FALSE,FALSE,FALSE
26_06,26,6,57590,15.997222222222222,643.1116513283556,62.57336343115124,18.065636395207502,FALSE,FALSE,FALSE
26_07,26,7,57600,16,1081.125,46.4375,20.3125,FALSE,FALSE,FALSE
26_08,26,8,57600,16,742.125,58,15.8125,FALSE,FALSE,FALSE
26_09,26,9,57600,16,514.6875,25.9375,9.125,FALSE,FALSE,FALSE
26_10,26,10,57600,16,659.5625,60.0625,14.6875,FALSE,FALSE,FALSE
26_11,26,11,57600,16,732.5,49.625,11.625,FALSE,FALSE,FALSE
26_12,26,12,57600,16,672.625,65.625,20.875,FALSE,FALSE,FALSE
26_13,26,13,57600,16,922.0625,58.75,17.5,FALSE,FALSE,FALSE
26_14,26,14,57600,16,994.375,111.375,23.4375,FALSE,FALSE,FALSE
26_15,26,15,57600,16,733.5,113.1875,24.875,FALSE,FALSE,FALSE
