"jj","delta_j_mean","delta_j_median"
127,16.9817808885,16.9754035
128,17.390981655,17.364884
129,15.74347541225,15.741647
130,12.3647618045,12.3608365
131,15.86962496225,15.857452
132,19.1133298335,19.0244815
133,15.5782645215,15.5711085
134,17.38829312175,17.378418
135,17.95398765975,17.924779
136,14.5648118125,14.556133
137,16.2520240225,16.250539
138,17.5623954795,17.5407965
139,13.5789311115,13.5861
140,16.075682028,16.0781995
141,16.05920791875,16.0579795
142,13.88886442625,13.877448
143,17.3981238575,17.3830135
144,13.66090096375,13.669627
145,15.43755828725,15.4277095
146,13.06280579775,13.0502105
147,14.9404148915,14.9362425
148,16.957772896,16.9366585
149,14.7582403955,14.7555505
150,14.97777003125,14.977424
151,15.41788164325,15.413624
152,15.0133233035,15.01473
153,13.47749973675,13.4723955
154,15.5450346215,15.534193
155,15.87460001225,15.866846
156,14.8597734375,14.855056
157,12.181371533,12.1804215
158,14.93725482175,14.936763
159,16.2149464625,16.210808
160,18.98643011275,18.915823
161,18.3433803845,18.3101085
162,14.80303974575,14.797108
163,14.23088709775,14.223445
164,19.0613489885,18.998535
165,14.88615371025,14.884763
166,14.460114793,14.4556525
167,17.11852101925,17.1052525
168,13.1845484485,13.187128
169,18.3316179065,18.2662005
170,16.20327623675,16.1838555
171,13.093992032,13.1000935
172,14.3470933395,14.3468095
173,13.096573823,13.094909
174,13.00345792725,13.006435
175,17.55378960125,17.5276355
176,13.097571572,13.092987
177,15.72779908175,15.7177855
178,10.359150602325,10.354669
179,16.25864985725,16.256553
180,17.866864425,17.8418585
181,16.076794692,16.0845105
182,18.9881490775,18.9442865
183,18.982903621,18.9056925
184,18.98036106225,18.906603
185,17.2021964825,17.1821285
186,18.977449566,18.916499
187,15.7012203925,15.691496
188,14.5187897095,14.5143025
189,17.70522967675,17.6735735
190,20.4203693805,20.2376105
191,10.79611196695,10.79952
192,19.9898596115,19.876227
193,16.25585271225,16.2576735
194,16.13596855425,16.1361265
195,13.73849299275,13.7401895
196,11.279525314825,11.2862685
197,18.33931379575,18.3071895
198,15.070815425,15.065999
199,16.918342467,16.907374
200,12.711205304,12.719321
