"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Thal::E0072",36,3,-8.31428985,-8.472707545,-8.15399753
"Thal::E0073",37,3,-7.66188445,-7.81733491,-7.50119881
"Thal::E0075",38,3,-7.8186303,-7.97840671,-7.660184175
"Thal::E0076",39,3,-8.77492105,-8.92827928,-8.621281105
"Thal::E0081",40,3,-7.00960335,-7.15551196,-6.86199145
"Thal::E0082",41,3,-7.3351884,-7.48920831,-7.18079693
"Thal::E0083",42,3,-8.59471405,-8.739994565,-8.442799445
"Thal::E0087",43,3,-7.88175315,-8.032825015,-7.73121449
"Thal::E0088",44,3,-8.8664278,-9.01448756,-8.720146975
"Thal::E0090",45,3,-10.597796,-10.7474899,-10.45412685
"Thal::E0092",46,3,-8.36845245,-8.518189005,-8.21349267
"Thal::E0093",47,3,-12.4903875,-12.67500815,-12.31345195
"Thal::E0094",48,3,-9.0836796,-9.23358265,-8.925677495
"Thal::E0095",49,3,-1.8325953,-1.98682615,-1.675192635
"Thal::E0097",50,3,-10.764199,-10.9109784,-10.6158345
"Thal::E0102",51,3,-7.3803733,-7.530204475,-7.229459525
"Thal::E0104",52,3,-9.1553751,-9.30411912,-9.0023224
"Thal::E0105",53,3,-9.8326837,-9.980318165,-9.68292709
"Thal::E0106",54,3,-11.489692,-11.65895795,-11.32528225
"Thal::E0109",55,3,-8.72241595,-8.873428005,-8.5675765
"Thal::E0110",56,3,-5.70089035,-5.847064555,-5.55697946
"Thal::E0111",57,3,-8.72908115,-8.88460302,-8.57903267
"Thal::E0112",58,3,-8.41093575,-8.57015502,-8.25369106
"Thal::E0113",59,3,-8.31244355,-8.47194993,-8.15365458
"Thal::E0114",60,3,-10.9585275,-11.11319125,-10.80917365
"Thal::E0117",61,3,-9.99659665,-10.1448873,-9.84255739
"Thal::E0118",62,3,-7.30124,-7.454149555,-7.14832173
"Thal::E0119",63,3,-8.9693841,-9.12194494,-8.82167008
"Thal::E0120",64,3,-8.33146645,-8.48940939,-8.17456532
"Thal::E0121",65,3,-8.5852455,-8.733608415,-8.4318845
"Thal::E0125",66,3,-8.77348735,-8.92636486,-8.61996925
"Thal::E0130",67,3,-8.5138177,-8.663162055,-8.36464449
"Thal::E0131",68,3,-9.50406815,-9.658058355,-9.351181955
"Thal::E0132",69,3,-8.4564388,-8.607815305,-8.30066864
"Thal::E0136",70,3,-11.160367,-11.31644605,-11.0087392
"Thal::E0138",71,3,-9.26276685,-9.410607535,-9.11081657
"Thal::E0141",72,3,-7.4815326,-7.63761414,-7.320990085
"Thal::E0142",73,3,-5.822189,-5.95708199,-5.68348401
"Thal::E0144",74,3,-7.6173083,-7.77140523,-7.459089405
"Thal::E0145",75,3,-7.0118175,-7.15966564,-6.86372565
"Thal::E0148",76,3,-7.81906825,-7.97808038,-7.662515685
"Thal::E0149",77,3,-9.8973304,-10.0368671,-9.75077467
"Thal::E0157",78,3,-7.85640125,-8.01285879,-7.697223345
"Thal::E0158",79,3,-7.52907965,-7.68113933,-7.376384585
"Thal::E0160",80,3,-6.44834645,-6.60461521,-6.2965001
"Thal::E0162",81,3,-8.2627132,-8.412638155,-8.104552875
"Thal::E0166",82,3,-6.7852321,-6.92933872,-6.63713317
"Thal::E0168",83,3,-10.535336,-10.6843213,-10.3875948
"Thal::E0170",84,3,-9.0203173,-9.169376715,-8.86859913
"Thal::E0171",85,3,-7.56275725,-7.719084765,-7.40515006
"Thal::E0175",86,3,-10.197518,-10.34016025,-10.0525286
"Thal::E0176",87,3,-9.2806613,-9.43052379,-9.135264055
"Thal::E0177",88,3,-4.7237563,-4.85276704,-4.593708545
"Thal::E0185",89,3,-8.5146992,-8.66700045,-8.363365315
"Thal::E0186",90,3,-7.641264,-7.803299045,-7.48317587
"Thal::E0187",91,3,-7.28215185,-7.43982985,-7.12725135
"Thal::E0188",92,3,-8.08445065,-8.238350095,-7.93085521
"Thal::E0190",93,3,-7.6759777,-7.82740939,-7.52337501
"Thal::E0192",94,3,-10.824676,-10.97551775,-10.67120855
"Thal::E0193",95,3,-8.65353735,-8.809840105,-8.4972161
"Thal::E0195",96,3,-9.39387415,-9.54650264,-9.236626445
"Thal::E0196",97,3,-9.44364245,-9.592934215,-9.298773335
"Thal::E0198",98,3,-7.84567835,-8.00483328,-7.691322395
"Thal::E0199",99,3,-10.107205,-10.25359595,-9.96000779
"Thal::E0200",100,3,-9.371784,-9.52080938,-9.21999072
"Thal::E0201",101,3,-11.3966275,-11.55931735,-11.232825
"Thal::E0206",102,3,-7.029308,-7.178046305,-6.88253895
"Thal::E0209",103,3,-9.54466055,-9.69366668,-9.401923475
"Thal::E0210",104,3,-9.29470475,-9.437898135,-9.146518205
"Thal::E0211",105,3,-8.09324145,-8.246463495,-7.937303485
"Thal::E0212",106,3,-11.15994,-11.3234893,-11.00576975
"Thal::E0213",107,3,-8.17332895,-8.32756654,-8.01447653
"Thal::E0216",108,3,-6.0050168,-6.14940501,-5.864797625
"Thal::E0217",109,3,-12.119802,-12.29560975,-11.95333585
"Thal::E0218",110,3,-5.9421368,-6.0809975,-5.80360526
"Thal::E0219",111,3,-7.50202305,-7.658814165,-7.34824536
"Thal::E0220",112,3,-5.97731575,-6.119392445,-5.83192613
"Thal::E0222",113,3,-9.1948207,-9.356700715,-9.03619548
"Thal::E0225",114,3,-14.272742,-14.5608845,-13.9985419
"Thal::E0226",115,3,-8.78210265,-8.93811932,-8.63400036
"Thal::E0227",116,3,-8.1800924,-8.33268761,-8.03015864
"Thal::E0229",117,3,-7.02687695,-7.1782772,-6.87318377
"Thal::E0230",118,3,-9.3271877,-9.477903395,-9.18043141
"Thal::E0231",119,3,-6.6739441,-6.814443035,-6.530688545
"Thal::E0232",120,3,-8.442011,-8.59742491,-8.288837565
"Thal::E0236",121,3,-8.9682463,-9.12462302,-8.81603699
"Thal::E0242",122,3,-10.5904475,-10.74596795,-10.4436409
"Thal::E0245",123,3,-7.6432428,-7.789042485,-7.492225985
"Thal::E0246",124,3,-10.911238,-11.06247045,-10.7562976
"Thal::E0248",125,3,-11.8848945,-12.0604564,-11.7096504
"Thal::E0250",126,3,-8.4880151,-8.6413002,-8.337666315
"Thal::E0251",127,3,-9.75325625,-9.90057933,-9.60211184
"Thal::E0252",128,3,-7.2744116,-7.428742465,-7.123385905
"Thal::E0253",129,3,-7.78910915,-7.947848715,-7.636174675
"Thal::E0255",130,3,-13.445207,-13.6672911,-13.2290958
"Thal::E0258",131,3,-8.2880942,-8.43973894,-8.133168555
"Thal::E0264",132,3,-8.20743545,-8.367638965,-8.04953252
"Thal::E0266",133,3,-9.5579426,-9.707512805,-9.409047875
"Thal::E0267",134,3,-10.3823165,-10.53625515,-10.2361897
"Thal::E0269",135,3,-7.35356105,-7.50430992,-7.19812067
"Thal::E0270",136,3,-6.9359702,-7.088534535,-6.781254525
"Thal::E0273",137,3,-9.0362638,-9.190413375,-8.87851405
"Thal::E0275",138,3,-8.1385318,-8.2873779,-7.980671735
"Thal::E0276",139,3,-9.8829877,-10.02966485,-9.733714715
"Thal::E0277",140,3,-6.9849873,-7.135887515,-6.832005205
"Thal::E0279",141,3,-8.1565948,-8.31108093,-7.999239225
"Thal::E0281",142,3,-7.38027165,-7.537157535,-7.228067675
"Thal::E0282",143,3,-9.8414148,-9.992639605,-9.696367625
"Thal::E0283",144,3,-10.891323,-11.0437649,-10.7400983
"Thal::E0286",145,3,-7.83679235,-7.98586378,-7.68680194
"Thal::E0287",146,3,-8.1847125,-8.34043869,-8.025967435
"Thal::E0291",147,3,-8.6623022,-8.810572615,-8.509729035
"Thal::E0295",148,3,-9.79412975,-9.94223131,-9.638087665
"Thal::E0296",149,3,-7.606619,-7.764354395,-7.45657184
"Thal::E0297",150,3,-7.4672107,-7.62543225,-7.313866205
"Thal::E0299",151,3,-8.04838305,-8.19893397,-7.90266495
"Thal::E0300",152,3,-8.34792605,-8.50305759,-8.19641833
"Thal::E0301",153,3,-9.68695935,-9.83699795,-9.54069305
"Thal::E0302",154,3,-8.92834785,-9.07741166,-8.777331295
"Thal::E0307",155,3,-7.9174552,-8.068874285,-7.763041465
"Thal::E0309",156,3,-9.74445575,-9.892286775,-9.597756385
"Thal::E0310",157,3,-8.529884,-8.68063121,-8.383199515
"Thal::E0311",158,3,-7.7660361,-7.92103223,-7.61731042
"Thal::E0312",159,3,-6.9574393,-7.105714925,-6.80991747
"Thal::E0313",160,3,-8.340534,-8.493916095,-8.189016915
"Thal::E0314",161,3,-9.4997953,-9.644751945,-9.356221215
"Thal::E0315",162,3,-11.1628225,-11.31603605,-11.0075987
"Thal::E0317",163,3,-7.2827759,-7.435003135,-7.134275725
"Thal::E0320",164,3,-9.8270316,-9.9695302,-9.678234555
"Thal::E0321",165,3,-11.4058865,-11.56444225,-11.2464198
"Thal::E0322",166,3,-7.180596,-7.331233575,-7.03370417
"Thal::E0324",167,3,-7.93524515,-8.086313915,-7.77969141
"Thal::E0325",168,3,-8.5725185,-8.722318695,-8.421313215
"Thal::E0326",169,3,-9.65850455,-9.802230665,-9.51198923
"Thal::E0327",170,3,-9.7543384,-9.9028083,-9.602311255
"Thal::E0332",171,3,-8.16439015,-8.318020525,-8.014946035
"Thal::E0336",172,3,-8.71350775,-8.867499815,-8.56297126
"Thal::E0337",173,3,-8.2841499,-8.438311175,-8.132313455
"Thal::E0340",174,3,-8.17954995,-8.32935874,-8.02770052
"Thal::E0341",175,3,-13.1972275,-13.41923965,-12.9826552
"Thal::E0342",176,3,-7.6758602,-7.834235735,-7.525017505
"Thal::E0343",177,3,-8.2612496,-8.41611177,-8.10556686
"Thal::E0344",178,3,-11.7709035,-11.94469495,-11.59884345
"Thal::E0348",179,3,-9.56462885,-9.713880355,-9.41769283
"Thal::E0351",180,3,-9.34256965,-9.49412135,-9.195830605
"Thal::E0352",181,3,-6.13105115,-6.27474482,-5.991962015
"Thal::E0353",182,3,-7.39731705,-7.54657836,-7.24695725
"Thal::E0356",183,3,-5.00050765,-5.13103919,-4.868943575
"Thal::E0357",184,3,-8.10246455,-8.258585745,-7.945864415
"Thal::E0358",185,3,-8.27942545,-8.429834475,-8.123161195
"Thal::E0359",186,3,-6.39406205,-6.54215104,-6.24939789
"Thal::E0360",187,3,-8.6534092,-8.80598402,-8.498889405
"Thal::E0361",188,3,-8.1635993,-8.315478245,-8.00301272
"Thal::E0365",189,3,-11.784598,-11.9506569,-11.61668675
"Thal::E0368",190,3,-6.8235656,-6.9722449,-6.67854896
"Thal::E0370",191,3,-7.37836425,-7.53864737,-7.22549941
"Thal::E0371",192,3,-6.5687077,-6.72001224,-6.41404607
"Thal::E0375",193,3,-8.10129765,-8.25954773,-7.943318805
"Thal::E0376",194,3,-9.32849125,-9.481240085,-9.17643357
"Thal::E0378",195,3,-8.0314465,-8.189733475,-7.87814034
"Thal::E0380",196,3,-8.7982581,-8.94946261,-8.650704265
"Thal::E0382",197,3,-8.81649625,-8.96813328,-8.65979631
"Thal::E0383",198,3,-8.23333275,-8.391174075,-8.079186565
"Thal::E0385",199,3,-8.76393615,-8.91783388,-8.617842115
"Thal::E0387",200,3,-8.5309748,-8.68297736,-8.37401995
"Thal::E0388",201,3,-9.44444275,-9.592191845,-9.29511514
"Thal::E0389",202,3,-9.69592565,-9.84818842,-9.54508165
"Thal::E0391",203,3,-6.34137525,-6.48613694,-6.197132715
"Thal::E0392",204,3,-6.5423037,-6.69384797,-6.39766824
"Thal::E0393",205,3,-9.05232425,-9.203111865,-8.896314205
"Thal::E0396",206,3,-6.4400437,-6.583769465,-6.30245666
"Thal::E0397",207,3,-6.88407695,-7.03718773,-6.732516635
"Thal::E0398",208,3,-6.12444045,-6.26304543,-5.986512105
"Thal::E0399",209,3,-11.4452625,-11.6065407,-11.2795963
"Thal::E0400",210,3,-10.6380295,-10.79027845,-10.489228
"Thal::E0401",211,3,-4.8069337,-4.939590135,-4.67644906
"Thal::E0403",212,3,-8.6713303,-8.82976675,-8.51775581
"Thal::E0404",213,3,-4.7477693,-4.879301075,-4.61991962
"Thal::E0405",214,3,-12.3530465,-12.5371185,-12.17117265
"Thal::E0407",215,3,-8.5846384,-8.73638236,-8.43354304
"Thal::E0408",216,3,-8.34635665,-8.509729735,-8.188083645
"Thal::E0409",217,3,-7.87245705,-8.027371855,-7.72269598
"Thal::E0412",218,3,-8.08304035,-8.243051365,-7.92980468
"Thal::E0413",219,3,-7.3042974,-7.45426182,-7.15597455
"Thal::E0415",220,3,-11.294016,-11.45143355,-11.13927385
"Thal::E0419",221,3,-7.2842215,-7.43911318,-7.129883505
"Thal::E0422",222,3,-9.9946969,-10.1438865,-9.84788038
"Thal::E0423",223,3,-11.241729,-11.4048566,-11.0823813
"Thal::E0425",224,3,-7.98606715,-8.13955954,-7.828817605
"Thal::E0428",225,3,-8.2511762,-8.4049,-8.097636335
"Thal::E0429",226,3,-8.93361015,-9.08604142,-8.78171531
"Thal::E0430",227,3,-6.6698479,-6.82490174,-6.51575094
"Thal::E0432",228,3,-10.262755,-10.41220445,-10.1129905
"Thal::E0434",229,3,-7.3004217,-7.454008505,-7.149163205
"Thal::E0435",230,3,-6.7125531,-6.8514627,-6.5754445
"Thal::E0436",231,3,-8.36800605,-8.521514085,-8.21273258
"Thal::E0437",232,3,-7.4496668,-7.5970817,-7.302501855
"Thal::E0439",233,3,-9.68824565,-9.840738555,-9.53811709
"Thal::E0440",234,3,-7.8366162,-7.992922675,-7.676041795
"Thal::E0441",235,3,-8.72215585,-8.869405895,-8.573561535
"Thal::E0445",236,3,-5.3556653,-5.486917565,-5.22788599
"Thal::E0446",237,3,-6.1644396,-6.308548045,-6.023016425
"Thal::E0451",238,3,-7.9695015,-8.127440975,-7.81085609
"Thal::E0452",239,3,-8.77240855,-8.92831681,-8.619299495
"Thal::E0454",240,3,-7.94383625,-8.099266685,-7.792492175
"Thal::E0457",241,3,-11.148532,-11.30718935,-10.9931307
"Thal::E0458",242,3,-9.4205148,-9.566247135,-9.273782205
"Thal::E0462",243,3,-10.4730815,-10.6211232,-10.32609205
"Thal::E0463",244,3,-6.15049765,-6.290821395,-6.01518066
"Thal::E0469",245,3,-7.54677035,-7.6993982,-7.39340158
"Thal::E0471",246,3,-8.1049006,-8.252127195,-7.94711017
"Thal::E0472",247,3,-9.17182845,-9.32204598,-9.021746095
"Thal::E0473",248,3,-9.4102223,-9.55958527,-9.261042145
"Thal::E0474",249,3,-10.272343,-10.42243415,-10.1261157
"Thal::E0475",250,3,-11.198068,-11.35785505,-11.04248075
"Thal::E0476",251,3,-7.7205039,-7.881723885,-7.56165684
"Thal::E0483",252,3,-8.54231175,-8.692748765,-8.389993685
"Thal::E0484",253,3,-10.114283,-10.26806745,-9.960718265
"Thal::E0485",254,3,-6.2037399,-6.34678999,-6.06223033
"Thal::E0487",255,3,-13.3212865,-13.54974685,-13.10745655
"Thal::E0495",256,3,-8.4448587,-8.59596133,-8.294351335
"Thal::E0496",257,3,-8.0758123,-8.23160506,-7.91896243
"Thal::E0498",258,3,-9.2660225,-9.41897781,-9.118449415
"Thal::E0500",259,3,-9.6717299,-9.822353575,-9.521915875
"Thal::E0501",260,3,-8.96939015,-9.118922145,-8.81794903
"Thal::E0503",261,3,-10.3999355,-10.5514729,-10.2477268
"Thal::E0504",262,3,-8.7892386,-8.938925305,-8.64130702
"Thal::E0505",263,3,-6.87795445,-7.021781155,-6.72900296
"Thal::E0507",264,3,-10.3940325,-10.54775,-10.2390229
"Thal::E0508",265,3,-7.1466688,-7.296726825,-6.99797074
"Thal::E0509",266,3,-7.7479837,-7.9043068,-7.59630439
"Thal::E0510",267,3,-8.52535885,-8.677623915,-8.368081885
"Thal::E0512",268,3,-7.45744985,-7.611524145,-7.302850685
"Thal::E0513",269,3,-6.7030631,-6.85201506,-6.55590632
"Thal::E0514",270,3,-11.3588805,-11.51741485,-11.201528
"Thal::E0515",271,3,-7.9941895,-8.15611507,-7.837845865
"Thal::E0517",272,3,-7.9701986,-8.127277665,-7.81618296
"Thal::E0519",273,3,-10.590342,-10.7443608,-10.4322619
"Thal::E0522",274,3,-8.1559113,-8.310098715,-7.997195815
"Thal::E0523",275,3,-9.0617139,-9.21434044,-8.907693145
"Thal::E0524",276,3,-9.3593695,-9.51096022,-9.21051529
"Thal::E0526",277,3,-6.54913835,-6.695347605,-6.403326885
"Thal::E0527",278,3,-9.5173146,-9.667743045,-9.369201625
"Thal::E0528",279,3,-9.0690684,-9.21953677,-8.916454435
"Thal::E0530",280,3,-7.81600035,-7.978712365,-7.661925745
"Thal::E0532",281,3,-6.7060205,-6.855796165,-6.55898786
"Thal::E0537",282,3,-8.56653545,-8.719426605,-8.4167186
"Thal::E0539",283,3,-8.50690205,-8.669552645,-8.348470465
"Thal::E0540",284,3,-7.8279299,-7.987807835,-7.66928005
"Thal::E0541",285,3,-7.01027845,-7.17021151,-6.857493145
"Thal::E0542",286,3,-12.928905,-13.13473495,-12.74177905
"Thal::E0543",287,3,-8.28739655,-8.44167192,-8.1290528
"Thal::E0544",288,3,-8.1198918,-8.27583782,-7.968177955
"Thal::E0545",289,3,-7.75035855,-7.899778875,-7.59714402
"Thal::E0548",290,3,-8.67021305,-8.820488165,-8.523372065
"Thal::E0551",291,3,-8.12060815,-8.278795515,-7.96500154
"Thal::E0554",292,3,-7.942291,-8.10003903,-7.788803175
"Thal::E0555",293,3,-8.8152867,-8.96498174,-8.663465715
"Thal::E0556",294,3,-9.10560155,-9.25385081,-8.95307967
"Thal::E0558",295,3,-6.85021575,-6.99771195,-6.70359471
"Thal::E0561",296,3,-11.937286,-12.11136815,-11.76947925
"Thal::E0564",297,3,-9.70409555,-9.851313805,-9.554812465
"Thal::E0573",298,3,-9.81830105,-9.967661125,-9.666601825
"Thal::E0574",299,3,-5.3230647,-5.45738632,-5.191094165
"Thal::E0581",300,3,-7.16345765,-7.312387245,-7.017433755
"Thal::E0582",301,3,-8.34103785,-8.496985875,-8.185271275
"Thal::E0583",302,3,-9.91488475,-10.05894375,-9.769525755
"Thal::E0584",303,3,-7.8225958,-7.97559077,-7.671753755
"Thal::E0585",304,3,-7.914401,-8.07205707,-7.755397595
"Thal::E0587",305,3,-10.6153475,-10.76934525,-10.4603308
"Thal::E0588",306,3,-10.922588,-11.07695655,-10.77080935
"Thal::E0589",307,3,-7.51106235,-7.669557535,-7.358833145
"Thal::E0590",308,3,-9.9464728,-10.0907159,-9.801994875
"Thal::E0592",309,3,-8.53154295,-8.686122015,-8.38183279
"Thal::E0593",310,3,-9.3359114,-9.483088665,-9.18897331
"Thal::E0594",311,3,-7.30031415,-7.4543003,-7.147460675
"Thal::E0597",312,3,-8.10453825,-8.259670405,-7.94616754
"Thal::E0599",313,3,-10.113609,-10.2571153,-9.971588935
"Thal::E0600",314,3,-6.7864197,-6.93415164,-6.63630071
"Thal::E0603",315,3,-8.28016875,-8.43247933,-8.126185785
"Thal::E0605",316,3,-6.40465815,-6.551259,-6.26156993
"Thal::E0606",317,3,-11.711378,-11.8799556,-11.5488977
"Thal::E0607",318,3,-6.0946,-6.235599685,-5.954605365
"Thal::E0608",319,3,-6.4034456,-6.54936164,-6.258920645
"Thal::E0609",320,3,-10.755501,-10.9113986,-10.6050101
"Thal::E0610",321,3,-8.10248495,-8.259629435,-7.94626148
"Thal::E0611",322,3,-7.65146095,-7.807766545,-7.500314165
"Thal::E0614",323,3,-7.8567835,-8.008507235,-7.70345265
"Thal::E0615",324,3,-7.75594255,-7.90915276,-7.60682929
"Thal::E0617",325,3,-7.83742895,-7.990447785,-7.69087996
"Thal::E0618",326,3,-9.9958439,-10.1411455,-9.848058645
"Thal::E0620",327,3,-9.1784615,-9.33240685,-9.028322975
"Thal::E0626",328,3,-7.1720733,-7.324640485,-7.01814181
"Thal::E0634",329,3,-9.67438385,-9.82088528,-9.526905595
"Thal::E0637",330,3,-8.6436657,-8.799678345,-8.488779395
"Thal::E0638",331,3,-8.4703366,-8.6250198,-8.322578345
"Thal::E0639",332,3,-8.9942266,-9.13665817,-8.85275802
"Thal::E0642",333,3,-6.8445843,-6.997004115,-6.695637795
"Thal::E0643",334,3,-9.1214966,-9.273442595,-8.96777066
"Thal::E0645",335,3,-9.1686745,-9.323700005,-9.019949185
"Thal::E0648",336,3,-6.984175,-7.138987215,-6.832447725
"Thal::E0650",337,3,-8.9344416,-9.09135743,-8.78128295
"Thal::E0652",338,3,-8.3401297,-8.495287725,-8.17794266
"Thal::E0656",339,3,-9.89230445,-10.03709905,-9.74532018
"Thal::E0658",340,3,-8.78817125,-8.941255625,-8.63908465
"Thal::E0660",341,3,-8.8571874,-9.014507085,-8.698707575
"Thal::E0661",342,3,-8.70528235,-8.858941565,-8.553419525
"Thal::E0662",343,3,-8.25988985,-8.414378705,-8.105472665
"Thal::E0664",344,3,-9.64636115,-9.795468475,-9.49790982
"Thal::E0665",345,3,-10.252641,-10.40526975,-10.10327905
"Thal::E0667",346,3,-7.4394217,-7.59137899,-7.282876905
"Thal::E0668",347,3,-7.38042915,-7.53619627,-7.22405555
"Thal::E0669",348,3,-8.0067073,-8.16363887,-7.84805278
"Thal::E0671",349,3,-7.5815005,-7.736900815,-7.42876541
"Thal::E0673",350,3,-6.77971825,-6.929608935,-6.632547255
"Thal::E0675",351,3,-8.84053375,-8.99152592,-8.693490055
"Thal::E0676",352,3,-10.9773425,-11.12687695,-10.82322905
"Thal::E0679",353,3,-6.7610008,-6.90752325,-6.616541385
"Thal::E0682",354,4,-8.0154704,-8.143952415,-7.88580879
"Thal::E0684",355,3,-6.47190845,-6.618044555,-6.329254725
"Thal::E0685",356,3,-16.0528965,-16.5275492,-15.63220525
"Thal::E0686",357,3,-9.6086039,-9.749497005,-9.46295414
"Thal::E0687",358,3,-9.978118,-10.1315293,-9.82988445
"Thal::E0689",359,3,-8.9281614,-9.07472322,-8.779456
"Thal::E0690",360,3,-9.4447472,-9.59344406,-9.295036685
"Thal::E0691",361,3,-8.6777932,-8.835646625,-8.520392465
"Thal::E0692",362,3,-10.7756685,-10.9277731,-10.6193792
"Thal::E0699",363,3,-8.6119159,-8.75976679,-8.45641619
"Thal::E0700",364,3,-8.66938265,-8.81713998,-8.519895475
"Thal::E0701",365,3,-7.81930125,-7.974727435,-7.66263728
"Thal::E0703",366,3,-9.2778399,-9.429483515,-9.130219235
"Thal::E0705",367,3,-8.6534534,-8.800065315,-8.50315605
"Thal::E0711",368,3,-9.89949825,-10.0490696,-9.74171573
"Thal::E0712",369,3,-7.4407938,-7.59876206,-7.28617778
"Thal::E0714",370,3,-7.28352365,-7.44069683,-7.13336312
"Thal::E0716",371,3,-7.3888036,-7.53965261,-7.232317095
"Thal::E0717",372,3,-8.7638996,-8.92227193,-8.605362795
"Thal::E0718",373,3,-10.923524,-11.07041285,-10.7759761
"Thal::E0719",374,3,-14.954869,-15.29779625,-14.6309629
"Thal::E0722",375,3,-10.483889,-10.6305752,-10.33488615
"Thal::E0723",376,3,-5.74552915,-5.880343765,-5.60635888
"Thal::E0726",377,3,-11.7152905,-11.88148035,-11.54906225
"Thal::E0728",378,3,-5.457024,-5.58609163,-5.32331195
"Thal::E0730",379,3,-8.7776097,-8.93048403,-8.62551453
"Thal::E0731",380,3,-7.40245875,-7.5623292,-7.244796515
"Thal::E0743",381,3,-9.75067835,-9.901047585,-9.604395475
"Thal::E0744",382,3,-10.362025,-10.50712005,-10.2140548
"Thal::E0747",383,3,-8.05704425,-8.21121187,-7.900345595
"Thal::E0748",384,3,-6.4825088,-6.622341725,-6.334286245
"Thal::E0749",385,3,-8.48881195,-8.64023632,-8.34239932
"Thal::E0751",386,3,-11.7733625,-11.9388547,-11.60370575
"Thal::E0752",387,3,-8.84881305,-8.99987998,-8.701684325
"Thal::E0754",388,3,-7.4165803,-7.56893011,-7.261897185
"Thal::E0757",389,3,-8.10116005,-8.258007115,-7.947134955
"Thal::E0759",390,3,-9.14471015,-9.29538337,-8.994477055
"Thal::E0761",391,3,-11.3867145,-11.54785825,-11.22931535
"Thal::E0763",392,3,-9.59895175,-9.74601638,-9.444011705
"Thal::E0767",393,3,-9.09493105,-9.23983409,-8.94097656
"Thal::E0769",394,3,-7.6516935,-7.803503295,-7.502564965
"Thal::E0770",395,3,-10.160193,-10.310492,-10.00500195
"Thal::E0771",396,3,-7.55484865,-7.703578165,-7.399778705
"Thal::E0774",397,3,-8.42939995,-8.580686595,-8.276560495
"Thal::E0775",398,3,-8.0686708,-8.22324179,-7.910615465
"Thal::E0776",399,3,-8.93677815,-9.08884124,-8.779375
"Thal::E0777",400,3,-6.68716415,-6.83096467,-6.53919957
"Thal::E0778",401,3,-7.51940885,-7.67593989,-7.36413147
"Thal::E0781",402,3,-10.120019,-10.26341765,-9.969936635
"Thal::E0782",403,3,-7.4048683,-7.561268715,-7.25093869
"Thal::E0784",404,3,-8.445386,-8.602908435,-8.289054205
"Thal::E0785",405,3,-9.55049695,-9.69931082,-9.398834215
"Thal::E0787",406,3,-10.238691,-10.39059435,-10.0896052
"Thal::E0788",407,3,-8.2978034,-8.460993355,-8.13659268
"Thal::E0791",408,3,-10.011539,-10.161855,-9.8671587
"Thal::E0794",409,3,-9.45954105,-9.610868525,-9.308355725
"Thal::E0797",410,3,-7.92430035,-8.085626095,-7.768778015
"Thal::E0799",411,3,-8.30575755,-8.456921015,-8.15155957
"Thal::E0800",412,3,-9.85972775,-10.0102847,-9.704419415
