"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Tsuji::U0025",64,3,-10.740901,-11.27978295,-10.2649784
"Tsuji::U0026",65,3,-9.59216355,-10.0555151,-9.175637145
"Tsuji::U0027",66,3,-8.13846535,-8.40717551,-7.895914555
"Tsuji::U0028",67,3,-13.077724,-14.8645631,-11.77802005
"Tsuji::U0029",68,3,-8.95509195,-9.240148195,-8.690764235
"Tsuji::U0030",69,3,-6.73956305,-6.93377358,-6.55881794
"Tsuji::U0031",70,3,-9.88522365,-10.3554525,-9.44266062
"Tsuji::U0032",71,3,-10.0538435,-10.4798797,-9.678669195
"Tsuji::U0033",72,3,-9.80756965,-10.2854065,-9.374768985
"Tsuji::U0034",73,3,-9.0097551,-9.298304245,-8.73989585
"Tsuji::U0035",74,3,-13.0857455,-14.9866468,-11.80314035
"Tsuji::U0036",75,3,-8.96000175,-9.30981409,-8.62791022
"Tsuji::U0037",76,3,-9.2842425,-9.59784124,-8.98890861
"Tsuji::U0038",77,3,-10.9115445,-11.6071564,-10.3379879
"Tsuji::U0039",78,3,-10.966467,-11.55951815,-10.45781905
"Tsuji::U0040",79,3,-9.42408785,-9.73777849,-9.140378215
"Tsuji::U0041",80,3,-11.136393,-11.92845365,-10.46949365
"Tsuji::U0043",81,3,-9.80470195,-10.29075795,-9.36541563
"Tsuji::U0044",82,3,-4.5441541,-4.673165555,-4.41207828
"Tsuji::U0045",83,3,-8.0233952,-8.25515624,-7.795904555
"Tsuji::U0046",84,3,-8.92838815,-9.220015455,-8.655646935
"Tsuji::U0047",85,3,-11.9934615,-12.8947154,-11.28048115
"Tsuji::U0054",86,3,-10.260079,-10.71991135,-9.839006635
"Tsuji::U0055",87,3,-10.9328135,-11.48829605,-10.44191015
"Tsuji::U0056",88,3,-8.95255065,-9.232709245,-8.674772845
"Tsuji::U0057",89,3,-10.750391,-11.29728155,-10.2437135
"Tsuji::U0058",90,3,-5.33972355,-5.477023355,-5.206815765
"Tsuji::U0059",91,3,-7.17084925,-7.350901745,-6.99963587
"Tsuji::U0061",92,3,-9.3922106,-9.692006145,-9.120597245
"Tsuji::U0062",93,3,-8.98114025,-9.26835858,-8.70739505
"Tsuji::U0063",94,3,-10.2176135,-10.6551243,-9.82357048
"Tsuji::U0064",95,3,-8.5288262,-8.772208745,-8.303382885
"Tsuji::U0065",96,3,-10.9099345,-11.60028875,-10.30349585
