"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","slope_median","slope_q5","slope_q95"
"Kristoffersen::13521",255,3,-12.3839395,-12.8420604,-11.93451125,2.48908235,2.275871505,2.706900735
"Kristoffersen::13524",256,3,-7.90276675,-8.357222955,-7.44954126,2.6920171,2.381599705,3.00230601
"Kristoffersen::13560",257,3,-6.85983025,-7.1470736,-6.569609,1.2969332,1.137703315,1.45363039
"Kristoffersen::13567",258,3,-7.6155078,-8.00172818,-7.212026065,0.99503884,0.7732106495,1.221799695
"Kristoffersen::13571",259,4,-12.4405945,-12.85355245,-12.0491407,3.88682665,3.66429974,4.123651355
"Kristoffersen::13591",260,3,-10.522765,-10.89677025,-10.13295105,2.8033486,2.59995185,2.997734015
"Kristoffersen::13619",261,4,-7.8140554,-8.39825955,-7.27848578,2.5244688,2.22287838,2.83794601
"Kristoffersen::13627",262,3,-11.554936,-12.0715477,-11.05360325,2.0793673,1.785040455,2.36868415
"Kristoffersen::13636",263,3,-5.73352045,-6.688422395,-4.894777325,2.6977081,2.126940015,3.35449079
"Kristoffersen::13654",264,3,-9.7626839,-10.2747302,-9.25212864,2.6019697,2.357973035,2.84862764
"Kristoffersen::1369",265,14,-13.7765275,-14.03549005,-13.52228265,3.48955075,3.34921046,3.63084096
"Kristoffersen::13726",266,4,-9.43030025,-9.86809639,-9.00970834,2.3703906,2.17221635,2.578561805
"Kristoffersen::13732",267,3,-9.2561995,-10.3339858,-8.21541391,3.28965815,2.722619855,3.8734153
"Kristoffersen::13763",268,3,-7.6102972,-8.31294495,-6.895665425,1.6558858,1.185053155,2.12719206
"Kristoffersen::13792",269,3,-9.0452432,-9.4840907,-8.6071087,1.41794295,1.178081835,1.66057041
"Kristoffersen::13796",270,3,-7.8259555,-8.2308203,-7.43786994,2.15991325,1.937653505,2.393425225
"Kristoffersen::13801",271,6,-10.4537055,-10.94774165,-9.95860787,3.4816132,3.246473955,3.7169708
"Kristoffersen::13815",272,3,-12.729512,-13.17807285,-12.29433205,3.56105885,3.3174609,3.81286559
"Kristoffersen::13829",273,6,-9.71069245,-10.04566875,-9.380549025,3.04194195,2.86541489,3.224403325
"Kristoffersen::13840",274,5,-9.65854355,-9.93854651,-9.38232943,2.2823596,2.142715575,2.423229155
"Kristoffersen::1389",275,6,-7.34982135,-7.44912625,-7.25134152,2.54918495,2.43047878,2.669890565
"Kristoffersen::1395",276,10,-11.0280615,-11.17509705,-10.8844898,2.84099915,2.741307375,2.94439825
"Kristoffersen::13952",277,3,-10.7848855,-11.35295815,-10.19585675,3.11786685,2.75783254,3.471267765
"Kristoffersen::13960",278,3,-10.9274195,-11.4482547,-10.4325121,2.08065055,1.810511485,2.354211245
"Kristoffersen::13987",279,3,-11.346003,-12.0507737,-10.648687,4.92992725,4.479299555,5.388489475
"Kristoffersen::1403",280,11,-10.6526265,-10.7994086,-10.51071505,3.050194,2.95374013,3.14730755
"Kristoffersen::14033",281,4,-15.4341965,-15.9642973,-14.91058005,4.9878333,4.73927501,5.23648935
"Kristoffersen::14052",282,8,-6.956801,-7.29630307,-6.639342845,2.03889785,1.872581135,2.210418505
"Kristoffersen::14056",283,4,-10.002197,-10.52972335,-9.47387853,3.73212155,3.403761745,4.055099935
"Kristoffersen::14105",284,7,-12.5085745,-13.2351459,-11.7854923,0.715123505,0.3693680345,1.055907705
"Kristoffersen::14147",285,4,-11.484597,-12.33700025,-10.6117192,1.3267845,0.8414137865,1.79632327
"Kristoffersen::14180",286,3,-8.59310295,-9.21840967,-7.961300345,2.6857573,2.282719475,3.07414569
"Kristoffersen::14247",287,6,-15.4061645,-15.82417085,-14.98572305,4.1883591,3.99446018,4.376714315
"Kristoffersen::14316",288,3,-15.505705,-16.62338515,-14.43792295,2.4195362,1.90579279,2.942599915
"Kristoffersen::14365",289,4,-11.406429,-11.90887305,-10.91058805,2.92514755,2.702984195,3.15395774
"Kristoffersen::14372",290,3,-4.0517009,-4.710737315,-3.39499586,0.212506935,-0.06436626425,0.4932638625
"Kristoffersen::144",291,15,-11.0047555,-11.14565555,-10.866803,3.13483195,3.030696075,3.2436135
"Kristoffersen::14401",292,3,-8.03081455,-8.96744229,-7.12514817,-1.0980167,-1.6115203,-0.583044907
"Kristoffersen::14434",293,4,-5.1148707,-5.63313294,-4.58344014,0.28759015,0.0128099651,0.5611268495
"Kristoffersen::14520",294,3,-10.8290225,-11.4355197,-10.22795055,1.938592,1.66845829,2.219640925
"Kristoffersen::14527",295,4,-10.1777125,-10.65725305,-9.691657325,2.93541205,2.673497585,3.193689095
"Kristoffersen::1454",296,7,-11.038895,-11.3079903,-10.78682575,3.51280985,2.878184275,4.197939335
"Kristoffersen::14583",297,3,-6.9373101,-7.758610235,-6.1280879,1.40102435,0.9280276975,1.8745642
"Kristoffersen::14620",298,4,-11.8924525,-12.5286644,-11.24525945,3.469728,3.12284256,3.82128019
"Kristoffersen::14625",299,3,-12.175896,-12.7644585,-11.58430455,3.31154525,3.045463575,3.581628245
"Kristoffersen::14631",300,6,-12.0988755,-12.44688285,-11.7502883,2.2615953,2.11032583,2.408621505
"Kristoffersen::14657",301,3,-14.7394915,-15.2763155,-14.20119875,5.17141135,4.870149315,5.47079718
"Kristoffersen::14660",302,3,-6.5370035,-7.063007715,-6.02014781,1.0987239,0.869086689,1.333312715
"Kristoffersen::14752",303,3,-18.065987,-19.32597195,-16.85000515,7.32318345,6.67820926,7.994514955
"Kristoffersen::1479",304,6,-9.8422066,-10.07018695,-9.6173168,2.5928492,2.11916473,3.11367686
"Kristoffersen::14826",305,3,-5.93526195,-6.807333535,-5.110342715,0.57747494,0.121456895,1.048070265
"Kristoffersen::14878",306,3,-21.6084485,-22.85454625,-20.361152,8.6238234,7.934744095,9.326814195
"Kristoffersen::14951",307,3,-11.636413,-12.5757033,-10.70750895,4.55825795,4.053741055,5.07951155
"Kristoffersen::14990",308,4,-8.54332705,-9.45896278,-7.630470795,3.0421087,2.54799105,3.539602095
"Kristoffersen::15074",309,4,-14.831681,-15.4833234,-14.18847965,4.32525135,3.999812595,4.658048015
"Kristoffersen::15083",310,4,-7.60503545,-8.048976645,-7.1434597,1.3161887,1.091347695,1.535396445
"Kristoffersen::15103",311,4,-12.835823,-13.2833153,-12.404565,3.56731975,3.3519854,3.78574371
"Kristoffersen::15198",312,3,-9.3382235,-10.25302845,-8.390238715,2.74917255,2.240451345,3.233973505
"Kristoffersen::15227",313,3,-9.04595105,-9.86947648,-8.22789901,1.3163418,0.987805517,1.655788235
"Kristoffersen::15298",314,3,-12.363749,-12.99077375,-11.75433695,3.7497768,3.436825335,4.069008345
"Kristoffersen::15317",315,4,-10.852225,-12.29528445,-9.441577935,-0.13046021,-0.760983599,0.4897907785
"Kristoffersen::1532",316,6,-8.95868215,-9.127325765,-8.78369417,3.4082932,3.26117862,3.5576221
"Kristoffersen::15380",317,3,-8.7369104,-9.394914885,-8.061015005,2.0952749,1.77386716,2.40063661
"Kristoffersen::15400",318,4,-11.947426,-12.5034628,-11.4045857,3.76807025,3.495441055,4.04736148
"Kristoffersen::15437",319,3,-12.4287905,-12.97484755,-11.90370205,2.27373805,2.042515065,2.50980347
"Kristoffersen::15442",320,3,-11.063304,-12.81829275,-9.327981335,4.06490335,3.290856915,4.870687525
"Kristoffersen::15458",321,3,-8.8363299,-9.392000815,-8.265669465,1.7818869,1.50144406,2.05838162
"Kristoffersen::15468",322,4,-10.0505435,-10.707714,-9.422694515,2.33230395,2.05730761,2.62234067
"Kristoffersen::15481",323,4,-11.475337,-12.1798604,-10.7687865,3.07794345,2.7270747,3.422828095
"Kristoffersen::1556",324,12,-8.8564056,-8.96216741,-8.751906755,5.09774785,4.96919032,5.226729385
"Kristoffersen::1563",325,5,-10.7283855,-10.98775085,-10.4847503,2.6072173,2.04649591,3.179939985
"Kristoffersen::1571",326,14,-10.497208,-10.62622115,-10.37865505,3.87562735,3.77938556,3.972878245
"Kristoffersen::1572",327,11,-9.6775456,-9.78797666,-9.57497086,3.07059685,2.97021656,3.17370373
"Kristoffersen::15728",328,3,-9.5640392,-10.20094085,-8.960639495,2.5872264,2.29921764,2.889950505
"Kristoffersen::1577",329,18,-10.7697715,-10.87731365,-10.65824185,2.2997285,2.242422715,2.35675045
"Kristoffersen::15784",330,3,-10.546064,-11.67242885,-9.42096164,3.7355968,3.17161448,4.30848901
"Kristoffersen::158",331,7,-10.630735,-10.7964093,-10.4708535,4.64229905,4.483880195,4.802446215
"Kristoffersen::1583",332,14,-8.9519766,-9.035332875,-8.869374425,3.61203335,3.51768727,3.70504075
"Kristoffersen::1586",333,14,-10.233782,-10.34350595,-10.1277222,2.6398052,2.561312735,2.71997217
"Kristoffersen::15918",334,3,-9.92233475,-10.5000647,-9.357527025,2.50409095,2.23884296,2.77891407
"Kristoffersen::15922",335,3,-7.5355392,-8.510488655,-6.59696339,1.8648958,1.435839035,2.313479135
"Kristoffersen::15988",336,3,-14.323276,-15.26050075,-13.41058735,4.0801175,3.63217011,4.538986815
"Kristoffersen::16",337,5,-10.0135785,-10.31129295,-9.724029895,2.6840632,2.190148205,3.20982189
"Kristoffersen::16056",338,3,-9.24611485,-10.304116,-8.171612125,3.069627,2.56497527,3.56925431
"Kristoffersen::16122",339,3,-9.3163065,-10.15066825,-8.51936899,2.32338285,1.95494594,2.71165807
"Kristoffersen::16203",340,4,-16.798205,-17.5656639,-16.0563403,4.97908765,4.638827425,5.32645082
"Kristoffersen::1628",341,5,-5.848171,-6.071695835,-5.62098953,5.4516666,5.06109161,5.84444492
"Kristoffersen::1633",342,5,-12.6266675,-12.98054885,-12.29511215,4.698896,4.49323126,4.912393335
"Kristoffersen::16353",343,3,-8.66872495,-9.242738245,-8.1137102,0.88297483,0.657182411,1.120930175
"Kristoffersen::16811",344,3,-7.08177795,-8.60572416,-5.499368275,2.36700355,1.690255405,3.046862745
"Kristoffersen::1686",345,8,-7.523098,-7.65736798,-7.38588159,4.4030833,4.234174465,4.57133534
"Kristoffersen::16941",346,3,-8.72339695,-9.588419075,-7.8554356,1.87690865,1.519655725,2.229319585
"Kristoffersen::1698",347,12,-9.038404,-9.146819765,-8.928950285,4.1333823,4.02281866,4.246836385
"Kristoffersen::17008",348,3,-9.76319845,-10.8308313,-8.708910315,2.6749568,2.235098965,3.119834025
"Kristoffersen::17025",349,4,-12.786231,-14.1494391,-11.4643682,3.80266395,3.265298355,4.353670355
"Kristoffersen::1713",350,17,-10.6805235,-10.790507,-10.57200435,3.38787495,3.307983405,3.46718552
"Kristoffersen::17323",351,3,-3.65239185,-5.175426715,-2.144092635,0.416640675,-0.189400864,1.033690385
"Kristoffersen::1735",352,5,-11.7564835,-12.07917485,-11.4572338,3.0054692,2.190791135,3.940118595
"Kristoffersen::17406",353,3,-9.3391072,-11.27100515,-7.476742975,3.28069285,2.513957355,4.075984325
"Kristoffersen::17597",354,3,-5.26717315,-6.35987899,-4.17842748,-0.221684135,-0.6542329415,0.2115241695
"Kristoffersen::1766",355,5,-9.0348431,-9.20439267,-8.86451319,2.95640075,2.832316925,3.083597515
"Kristoffersen::17796",356,3,-1.9622445,-3.4230544,-0.511013861500002,-0.41799726,-0.998141175,0.1518620015
"Kristoffersen::179",357,13,-9.3742959,-9.485406075,-9.271604235,3.70648435,3.597269775,3.81821302
"Kristoffersen::1837",358,5,-10.6595715,-10.8837806,-10.4444731,2.31032035,1.840909515,2.76982026
"Kristoffersen::1840",359,6,-8.8014659,-8.940554875,-8.669312775,4.770382,4.318534845,5.24984807
"Kristoffersen::18472",360,3,-21.0987485,-23.30380875,-18.7672592,6.69471105,5.838760435,7.516817515
"Kristoffersen::1866",361,6,-11.639946,-11.898273,-11.38982225,3.00923165,2.407039795,3.67550802
"Kristoffersen::1887",362,6,-8.61536325,-8.746484665,-8.48158275,5.82542025,5.356868055,6.31866707
"Kristoffersen::1889",363,8,-9.25676125,-9.407059065,-9.1117358,3.6492853,3.52786325,3.77225293
"Kristoffersen::189",364,10,-8.93890095,-9.03278811,-8.84808156,2.96146975,2.8555693,3.06528078
"Kristoffersen::1890",365,6,-11.0484155,-11.29087045,-10.80963535,3.3587407,3.204932635,3.514379185
"Kristoffersen::1925",366,12,-12.3518275,-12.5767712,-12.14379455,2.31646595,2.13579068,2.50268027
"Kristoffersen::1936",367,5,-11.1623205,-11.44667645,-10.88366645,1.87139295,1.332902205,2.438268965
"Kristoffersen::1953",368,8,-10.046092,-10.2069948,-9.884622605,4.011935,3.87163708,4.15246955
"Kristoffersen::196",369,12,-8.7294336,-8.818686055,-8.637269725,3.037885,2.955301735,3.124534385
"Kristoffersen::2010",370,5,-9.6954901,-9.868685295,-9.53098685,3.9791248,3.82356163,4.14402207
"Kristoffersen::2015",371,5,-8.3991058,-8.54998241,-8.25114418,6.8562245,6.403056565,7.29205807
"Kristoffersen::206",372,6,-8.47984275,-8.97001422,-7.97693286,5.3010171,4.405908765,6.268051475
"Kristoffersen::2075",373,14,-10.375128,-10.48041225,-10.2698995,2.21483945,2.139069195,2.29024672
"Kristoffersen::2094",374,6,-8.79849005,-8.93642643,-8.659249685,4.50691285,4.10154479,4.923256895
"Kristoffersen::210",375,5,-11.7233725,-12.21868275,-11.2632396,1.4174772,0.87392369,1.94352072
"Kristoffersen::213",376,7,-9.2663531,-9.38192228,-9.150168025,2.6624947,2.559053625,2.76816508
"Kristoffersen::2141",377,6,-8.64447945,-8.77143818,-8.521448965,2.82125495,2.56770568,3.08069157
"Kristoffersen::2197",378,8,-9.44385275,-9.581430755,-9.30263021,4.41398235,4.2732513,4.552031675
"Kristoffersen::2291",379,7,-7.16718525,-7.286904005,-7.050216875,7.5189233,7.129292065,7.925085775
"Kristoffersen::23",380,14,-9.2176727,-9.314894445,-9.12228504,3.1168627,3.026663745,3.20917853
"Kristoffersen::237",381,5,-11.2246435,-11.65242285,-10.813568,1.7130809,1.173445985,2.2726236
"Kristoffersen::2377",382,9,-9.2072046,-9.31970355,-9.100101195,1.17553515,1.10650218,1.24827028
"Kristoffersen::2395",383,5,-10.097993,-10.2815899,-9.91982444,2.2298462,2.127481305,2.336186245
"Kristoffersen::2397",384,14,-11.2601005,-11.40224915,-11.11923845,2.52523925,2.43918194,2.61472745
"Kristoffersen::2449",385,12,-11.9223475,-12.0891633,-11.75898505,2.40859055,2.31812979,2.500470895
"Kristoffersen::2516",386,15,-11.472761,-11.6224724,-11.3352389,3.5229501,3.435952915,3.615152195
"Kristoffersen::257",387,5,-10.453108,-10.9612727,-9.95164684,1.7295823,1.148624245,2.28694572
"Kristoffersen::2595",388,7,-9.4945149,-9.6492428,-9.34363908,3.3449079,3.216078195,3.47875716
"Kristoffersen::2602",389,11,-8.05479425,-8.171515715,-7.94145467,3.59455315,3.48176768,3.70992779
"Kristoffersen::2604",390,10,-9.56787115,-9.681012065,-9.46373675,3.97988025,3.863136695,4.10148245
"Kristoffersen::2626",391,5,-7.52343145,-7.67987289,-7.371458065,2.15417375,2.029956615,2.28129233
"Kristoffersen::2638",392,10,-10.9300885,-11.0901827,-10.7668238,4.64813645,4.45278887,4.83038761
"Kristoffersen::2648",393,12,-7.88195185,-7.964771835,-7.80091588,3.76782275,3.666858385,3.867343065
"Kristoffersen::2679",394,12,-9.514253,-9.62249647,-9.408959925,3.3202801,3.21737341,3.41774532
"Kristoffersen::2691",395,9,-8.76665265,-8.88429804,-8.656792765,3.79210755,3.67274416,3.910225985
"Kristoffersen::2724",396,4,-7.2893083,-7.485536335,-7.088937805,3.75749075,3.353167335,4.159523685
"Kristoffersen::2748",397,6,-10.9187175,-11.11202375,-10.7326658,3.9191497,3.731962925,4.115502865
"Kristoffersen::278",398,6,-10.600464,-10.91646695,-10.3020686,4.13587525,3.31620706,5.020739775
"Kristoffersen::2832",399,12,-10.7805695,-10.93280285,-10.6346774,4.4276831,4.299385835,4.55668796
"Kristoffersen::2843",400,9,-9.92727355,-10.06588585,-9.793552285,4.0832223,3.96474019,4.205360635
"Kristoffersen::286",401,6,-10.8147075,-10.9985718,-10.63710935,2.95439685,2.84834739,3.0646653
"Kristoffersen::2909",402,15,-8.95415325,-9.03324728,-8.87603088,2.40037725,2.34067655,2.45719101
"Kristoffersen::292",403,7,-9.3731879,-9.890702165,-8.846991255,3.85997365,3.15012429,4.63299426
"Kristoffersen::2924",404,8,-8.4679914,-8.597120915,-8.344362415,2.323682,2.22833675,2.423065925
"Kristoffersen::2931",405,6,-9.37022305,-9.54372016,-9.194113835,2.76738825,2.659727185,2.87571791
"Kristoffersen::2964",406,5,-7.7608069,-7.942530475,-7.582286575,1.6746434,1.53622999,1.80923934
"Kristoffersen::2978",407,9,-8.29395605,-8.380304575,-8.20403134,2.24865665,2.161675505,2.337370065
"Kristoffersen::3004",408,11,-9.23381945,-9.33302352,-9.13279352,3.7845872,3.673988775,3.902980605
"Kristoffersen::3015",409,6,-9.42377855,-9.573670885,-9.27003388,3.3031734,3.14380191,3.466138735
"Kristoffersen::3040",410,12,-11.5367295,-11.7170412,-11.35588275,3.79387585,3.68105241,3.907206705
"Kristoffersen::3095",411,6,-9.19099415,-9.363980755,-9.0244852,3.5663979,3.424410285,3.70719923
"Kristoffersen::3110",412,6,-10.5714815,-10.7511691,-10.38258545,3.25962515,3.113382075,3.40906647
"Kristoffersen::3174",413,8,-7.28215965,-7.37873645,-7.181588945,3.8875137,3.744925695,4.03264123
"Kristoffersen::3184",414,8,-10.68078,-10.83784155,-10.52570655,3.9568079,3.833489305,4.07978333
"Kristoffersen::3190",415,12,-8.02650695,-8.103799025,-7.94988085,2.49538785,2.420298125,2.569655985
"Kristoffersen::3202",416,9,-11.286721,-11.4705467,-11.1119852,3.13076005,3.00497675,3.25963003
"Kristoffersen::3218",417,11,-11.0968075,-11.2433031,-10.95755015,3.0062035,2.914095805,3.096297825
"Kristoffersen::3336",418,7,-10.9390205,-11.1157653,-10.76229285,2.7897373,2.63901232,2.93317526
"Kristoffersen::3404",419,5,-10.0018995,-10.16990285,-9.844905785,3.5708555,3.442133325,3.704680055
"Kristoffersen::341",420,7,-10.563322,-11.04906215,-10.1231346,3.41894205,2.67142525,4.22392806
"Kristoffersen::3414",421,8,-8.874717,-8.97466302,-8.783866225,2.4698614,2.38225829,2.555963565
"Kristoffersen::3452",422,5,-9.69462855,-9.849232675,-9.5402642,3.7325398,3.4617362,4.007034825
"Kristoffersen::3458",423,6,-9.82045195,-9.956941615,-9.684564555,4.73484435,4.56510153,4.91883873
"Kristoffersen::3460",424,5,-10.54543,-10.7515473,-10.34298595,3.47504855,3.32830994,3.623737695
"Kristoffersen::353",425,14,-9.35587015,-9.449156365,-9.26101597,2.784825,2.71160059,2.86338266
"Kristoffersen::3536",426,5,-11.0487525,-11.27565665,-10.8366192,3.49816925,2.915481285,4.10677034
"Kristoffersen::3553",427,6,-14.646063,-14.9852208,-14.3233749,4.9772068,4.77885865,5.176362725
"Kristoffersen::3571",428,5,-10.984028,-11.19799855,-10.7833575,2.4656913,1.91253013,3.02998716
"Kristoffersen::3586",429,7,-7.8419771,-7.948395615,-7.735870155,1.96947425,1.874344785,2.064005355
"Kristoffersen::3633",430,5,-9.1541278,-9.30052581,-9.00632722,5.83790125,5.353566515,6.3578209
"Kristoffersen::3650",431,5,-12.756949,-13.03467255,-12.48478905,4.42288145,4.241871275,4.604430325
"Kristoffersen::3664",432,5,-8.9383089,-9.08075898,-8.79128672,2.52466845,2.38748951,2.661349625
"Kristoffersen::3717",433,7,-9.4156061,-9.555517065,-9.28118937,2.55161475,2.446128935,2.657756885
"Kristoffersen::3748",434,5,-11.566935,-11.7944664,-11.33835265,3.21377175,3.076772525,3.355026735
"Kristoffersen::3769",435,8,-12.2726145,-12.476532,-12.07037155,3.35898845,3.24730732,3.47257872
"Kristoffersen::3888",436,8,-6.9264883,-7.035180555,-6.81210338,2.86168505,2.741609725,2.98731836
"Kristoffersen::391",437,7,-13.0315595,-13.47279265,-12.64504675,3.7148768,2.65882962,4.997487145
"Kristoffersen::3934",438,9,-11.120442,-11.2942545,-10.95103315,3.1791418,3.07274693,3.290300565
"Kristoffersen::3978",439,6,-8.2461367,-8.371526885,-8.11717745,3.135617,2.9944059,3.27375919
"Kristoffersen::3981",440,11,-11.528032,-11.68514475,-11.375089,2.51595535,2.40715368,2.622790645
"Kristoffersen::400",441,8,-8.6953578,-8.844706185,-8.543604125,4.5751886,4.247250955,4.907966245
"Kristoffersen::4011",442,7,-12.481896,-12.7443403,-12.23331905,3.40572755,3.223897995,3.587431895
"Kristoffersen::405",443,11,-11.009069,-11.15172245,-10.8656966,1.8075864,1.71252193,1.904674035
"Kristoffersen::4137",444,16,-16.704222,-17.03383865,-16.3891329,3.993661,3.86276137,4.130276095
"Kristoffersen::420",445,16,-8.2065173,-8.284776315,-8.12778416,3.8106777,3.72187874,3.900618555
"Kristoffersen::422",446,5,-11.3491035,-11.56662235,-11.1298059,3.5530251,3.39517173,3.70726621
"Kristoffersen::4252",447,6,-11.326063,-11.4932192,-11.15735465,4.098756,3.948263965,4.249404795
"Kristoffersen::4281",448,6,-9.94681315,-10.10586495,-9.7962539,3.53121515,3.37148288,3.6977025
"Kristoffersen::4304",449,7,-8.96320495,-9.091216125,-8.839021145,2.99092645,2.85239946,3.13256009
"Kristoffersen::4321",450,8,-10.2250095,-10.3894019,-10.0612903,2.8847894,2.765395605,3.00452086
"Kristoffersen::4357",451,9,-12.520209,-12.73661845,-12.31499425,2.803365,2.67579182,2.93181606
"Kristoffersen::4363",452,6,-11.353966,-11.5432395,-11.16212915,2.8553222,2.747728195,2.958964775
"Kristoffersen::437",453,5,-9.4287438,-9.590722665,-9.273536095,3.9040515,3.477793805,4.337183075
"Kristoffersen::438",454,13,-9.34126465,-9.458468635,-9.228039215,3.8135635,3.70568438,3.92696379
"Kristoffersen::4382",455,5,-7.84023115,-7.99600418,-7.68815821,3.44682785,3.275161065,3.616794235
"Kristoffersen::4417",456,8,-11.623531,-11.81528955,-11.44439665,3.2609568,3.10833865,3.41682658
"Kristoffersen::4426",457,6,-7.5457342,-7.66649339,-7.423889275,2.54714775,2.40892193,2.687536955
"Kristoffersen::446",458,5,-11.1062785,-11.3701275,-10.859484,1.8020528,1.508986125,2.1025878
"Kristoffersen::4491",459,5,-12.738467,-13.02939965,-12.46267825,6.1394845,5.89518358,6.38644035
"Kristoffersen::4496",460,13,-10.537909,-10.66650505,-10.4120529,3.71731555,3.622752505,3.811759095
"Kristoffersen::4519",461,8,-10.80816,-10.97481915,-10.6461712,3.36832765,3.24643646,3.493132565
"Kristoffersen::453",462,5,-8.64149595,-8.882489715,-8.411127825,3.4656789,3.0998437,3.864909365
"Kristoffersen::4553",463,6,-12.5311925,-12.817668,-12.24297965,3.34331635,3.131831385,3.5529995
"Kristoffersen::460",464,8,-12.47142,-12.66256975,-12.2778877,4.65014155,4.511990835,4.789231215
"Kristoffersen::4607",465,6,-13.108994,-13.4367043,-12.7864721,3.4929299,3.29105486,3.70051845
"Kristoffersen::4609",466,10,-12.4636045,-12.7091808,-12.2309594,2.6138117,2.497433195,2.732222425
"Kristoffersen::4643",467,5,-9.6117048,-9.77172651,-9.451420755,2.51556765,2.37060105,2.666307035
"Kristoffersen::4667",468,8,-12.5724025,-12.82127515,-12.33028645,2.84208855,2.717859175,2.966531215
"Kristoffersen::4672",469,10,-9.4945983,-9.63210194,-9.35918888,3.44303725,3.341877745,3.54696238
"Kristoffersen::4706",470,6,-11.9981005,-12.2365705,-11.77628705,3.08917965,2.913503975,3.261135045
"Kristoffersen::4718",471,9,-11.8792035,-12.04809745,-11.71893865,3.54378855,3.44111871,3.65040987
"Kristoffersen::4762",472,6,-10.6672975,-10.8671539,-10.4628261,3.44852705,3.256560705,3.645058545
"Kristoffersen::4767",473,12,-10.786325,-10.91856125,-10.6537697,3.3519224,3.268328135,3.434707075
"Kristoffersen::482",474,6,-9.08843015,-9.48609363,-8.704405125,3.12294695,2.557310275,3.715652565
"Kristoffersen::4820",475,5,-8.8834785,-9.03122686,-8.743678295,4.2122557,4.02635789,4.410827835
"Kristoffersen::4828",476,9,-9.77324645,-9.886259675,-9.657488465,1.8683798,1.782883305,1.954032395
"Kristoffersen::4834",477,6,-10.048854,-10.26387645,-9.844501,3.49102015,3.345021665,3.63967335
"Kristoffersen::4848",478,9,-10.119622,-10.2726475,-9.97749969,2.44234245,2.326402525,2.56346248
"Kristoffersen::4890",479,7,-10.219377,-10.40631115,-10.02954115,3.42179785,3.27087135,3.577071845
"Kristoffersen::490",480,7,-10.4332455,-10.66297125,-10.21559395,4.32710345,3.85142612,4.87116904
"Kristoffersen::4925",481,6,-11.8580655,-12.12366395,-11.6066617,2.48563295,2.35500054,2.61935008
"Kristoffersen::494",482,15,-9.74547555,-9.848397845,-9.63941607,3.50824755,3.415786555,3.60047936
"Kristoffersen::4947",483,9,-9.604326,-9.732398145,-9.480104795,2.9074451,2.813516105,3.002942195
"Kristoffersen::496",484,12,-10.460697,-10.5886151,-10.3292052,2.65653825,2.52874199,2.790897565
"Kristoffersen::5015",485,10,-12.8208455,-13.05548485,-12.5913589,3.56922275,3.440794315,3.697931955
"Kristoffersen::5021",486,7,-8.7706835,-8.899100615,-8.643681195,2.7745921,2.65042021,2.897048175
"Kristoffersen::5056",487,9,-9.879151,-10.00552855,-9.75725624,2.426291,2.35008989,2.504390225
"Kristoffersen::5078",488,9,-11.3223715,-11.5154491,-11.13790775,3.15630575,3.057771585,3.25802191
"Kristoffersen::5107",489,5,-11.45664,-11.68648335,-11.2248375,2.48423935,2.30023307,2.676927965
"Kristoffersen::5114",490,11,-11.8443225,-12.06625025,-11.6260367,1.61525835,1.49411849,1.740765025
"Kristoffersen::5130",491,5,-9.5615186,-9.7408702,-9.38749353,5.6585521,5.41122651,5.92121466
"Kristoffersen::5178",492,6,-8.46413305,-8.57771191,-8.352741015,3.21316265,3.093247075,3.33958325
"Kristoffersen::5191",493,6,-8.5885028,-8.728569595,-8.447915725,4.0594905,3.915882815,4.206555865
"Kristoffersen::5200",494,10,-8.0445003,-8.153810665,-7.939117775,2.29528785,2.216045065,2.37668023
"Kristoffersen::5227",495,11,-8.5136805,-8.626768305,-8.40704832,3.53630015,3.43362218,3.6431124
"Kristoffersen::5233",496,11,-9.31117225,-9.422627265,-9.200732895,1.93442105,1.86446618,2.00665856
"Kristoffersen::5257",497,7,-12.2231165,-12.44100695,-12.01968955,4.59533885,4.42506929,4.77731466
"Kristoffersen::5258",498,9,-10.457666,-10.6222489,-10.3005464,3.45792345,3.34625561,3.56665579
"Kristoffersen::5262",499,5,-10.6481785,-10.89573385,-10.4014755,2.90710855,2.664648405,3.1457702
"Kristoffersen::5282",500,6,-7.71130275,-7.81329954,-7.61429743,3.03858765,2.91443826,3.16189357
"Kristoffersen::529",501,7,-8.02401045,-8.129539145,-7.92190718,3.37535835,3.24700704,3.50151418
"Kristoffersen::5292",502,8,-7.6214958,-7.73744442,-7.503802165,3.02714505,2.92533437,3.13461076
"Kristoffersen::5299",503,12,-7.77796875,-7.86904472,-7.68581126,2.4004829,2.328994755,2.472714325
"Kristoffersen::5301",504,5,-8.7151733,-8.856935445,-8.56366215,1.68765775,1.494228055,1.883046255
"Kristoffersen::5302",505,5,-8.14515845,-8.258257115,-8.02656591,2.375278,2.274632785,2.48003721
"Kristoffersen::5316",506,11,-11.2429625,-11.4035489,-11.08456795,3.42188475,3.30962301,3.53768143
"Kristoffersen::5347",507,6,-7.40648575,-7.55025612,-7.2682785,3.7630915,3.608657215,3.92241399
"Kristoffersen::5352",508,5,-8.98489395,-9.13714159,-8.830632635,5.26744455,5.06015592,5.48821892
"Kristoffersen::5358",509,6,-9.8104687,-9.97549028,-9.647230175,5.44888915,5.227734865,5.68998976
