"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Kristoffersen::9746",764,8,-12.9925665,-13.07455375,-12.911773
"Kristoffersen::9755",765,4,-10.595441,-10.6867439,-10.5039677
"Kristoffersen::9769",766,3,-9.248506,-9.342924845,-9.153006665
"Kristoffersen::9798",767,5,-10.8152515,-10.89291965,-10.7354964
"Kristoffersen::9803",768,3,-13.0599685,-13.18745065,-12.93780395
"Kristoffersen::9820",769,3,-9.2018993,-9.30025767,-9.10421613
"Kristoffersen::9825",770,4,-11.6722335,-11.7851992,-11.55843645
"Kristoffersen::9828",771,4,-9.3259568,-9.411605745,-9.24042574
"Kristoffersen::9836",772,3,-8.3375264,-8.44931442,-8.2243894
"Kristoffersen::9850",773,7,-7.7323274,-7.804967355,-7.66065831
"Kristoffersen::9856",774,3,-10.8703235,-10.98869745,-10.7474895
"Kristoffersen::9863",775,9,-11.4173395,-11.4747388,-11.35918505
"Kristoffersen::9868",776,3,-8.4724997,-8.57114029,-8.37369875
"Kristoffersen::9883",777,4,-10.277661,-10.36694985,-10.18717615
"Kristoffersen::9887",778,3,-7.88422835,-7.975513225,-7.789367575
"Kristoffersen::9888",779,7,-11.1907375,-11.2622435,-11.12061965
"Kristoffersen::9889",780,12,-11.4136855,-11.4659964,-11.3619361
"Kristoffersen::9897",781,9,-11.9441305,-12.0078326,-11.88192615
"Kristoffersen::9899",782,3,-12.02322,-12.12994545,-11.9138091
"Kristoffersen::9908",783,3,-9.9997775,-10.10022305,-9.899723915
"Kristoffersen::9921",784,3,-12.800193,-12.9355489,-12.6673336
"Kristoffersen::9941",785,4,-9.12760765,-9.21168912,-9.04385258
"Kristoffersen::9942",786,4,-12.410873,-12.52378335,-12.2968011
"Kristoffersen::9972",787,3,-8.89692775,-8.990693685,-8.80533693
"Kristoffersen::9991",788,3,-8.3282374,-8.422288105,-8.236365485
