"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Kristoffersen::10452",36,3,-7.7906295,-7.88287072,-7.69669545
"Kristoffersen::10470",37,5,-10.1458475,-10.22914165,-10.0595961
"Kristoffersen::10475",38,4,-8.2944368,-8.381056125,-8.20398401
"Kristoffersen::10507",39,4,-13.9022745,-14.00948075,-13.7966532
"Kristoffersen::10516",40,4,-10.8711285,-10.95701465,-10.786993
"Kristoffersen::10525",41,8,-9.93153775,-9.99657591,-9.867271895
"Kristoffersen::10532",42,9,-10.566049,-10.62777765,-10.5065717
"Kristoffersen::10535",43,4,-9.33882755,-9.426167865,-9.24486282
"Kristoffersen::10541",44,4,-10.906655,-10.98838375,-10.8237856
"Kristoffersen::10546",45,6,-10.5151135,-10.59077075,-10.4416721
"Kristoffersen::10585",46,4,-13.7663325,-13.88911785,-13.64406985
"Kristoffersen::10594",47,6,-9.0970889,-9.17060493,-9.023384795
"Kristoffersen::10596",48,5,-9.79712255,-9.88167736,-9.71291957
"Kristoffersen::10598",49,4,-11.7521675,-11.8458417,-11.6528178
"Kristoffersen::10606",50,4,-9.94021575,-10.0273747,-9.85178336
"Kristoffersen::1061",51,16,-10.950931,-11.01510705,-10.88631905
"Kristoffersen::10618",52,6,-11.0539825,-11.13220525,-10.9768897
"Kristoffersen::10654",53,3,-15.822151,-16.2318506,-15.4405131
"Kristoffersen::10679",54,6,-10.290473,-10.35860125,-10.2238128
"Kristoffersen::10681",55,3,-12.8705985,-12.98803455,-12.75425665
"Kristoffersen::10682",56,3,-8.1161174,-8.21101953,-8.02282852
"Kristoffersen::10691",57,7,-12.6348485,-12.7033782,-12.56506705
"Kristoffersen::10706",58,6,-8.21533965,-8.290994195,-8.143380715
"Kristoffersen::10730",59,10,-14.06443,-14.1301491,-13.9957087
"Kristoffersen::10756",60,6,-7.19592965,-7.283075935,-7.111722105
"Kristoffersen::10788",61,5,-8.15476275,-8.23894321,-8.07102241
"Kristoffersen::10804",62,7,-10.1953415,-10.2652182,-10.12695775
"Kristoffersen::1081",63,6,-10.1461325,-10.5080748,-9.802965655
"Kristoffersen::10813",64,3,-9.25724185,-9.354179095,-9.16238093
"Kristoffersen::10828",65,3,-8.41999895,-8.541082515,-8.302092275
"Kristoffersen::1084",66,6,-8.6747348,-8.85460885,-8.495626185
"Kristoffersen::10840",67,6,-11.9181945,-11.99711185,-11.8407926
"Kristoffersen::10871",68,6,-12.2971935,-12.37182045,-12.2224871
"Kristoffersen::10904",69,11,-10.467576,-10.5241322,-10.41145935
"Kristoffersen::10906",70,5,-15.160418,-15.35856455,-14.9706376
"Kristoffersen::10912",71,3,-10.246365,-10.3652526,-10.12588335
"Kristoffersen::10915",72,9,-10.642908,-10.7041362,-10.5797795
"Kristoffersen::10919",73,6,-11.3133055,-11.39196595,-11.23145185
"Kristoffersen::10924",74,5,-9.889615,-9.96136048,-9.81464083
"Kristoffersen::10925",75,8,-14.775829,-14.85568105,-14.6965194
"Kristoffersen::10951",76,9,-9.7562969,-9.81961597,-9.693667615
"Kristoffersen::10959",77,4,-8.9995227,-9.081345605,-8.91573948
"Kristoffersen::1096",78,6,-10.339142,-10.41754325,-10.2651136
"Kristoffersen::10968",79,8,-11.265374,-11.33314495,-11.19738445
"Kristoffersen::10991",80,4,-12.7245325,-12.823637,-12.62533665
"Kristoffersen::11011",81,3,-11.8506645,-11.96799645,-11.73698515
"Kristoffersen::11015",82,3,-7.9908124,-8.1175013,-7.86731526
"Kristoffersen::11019",83,4,-10.973977,-11.07815015,-10.87499655
"Kristoffersen::11027",84,3,-10.571911,-10.67883265,-10.4696213
"Kristoffersen::11035",85,5,-12.1704765,-12.25810195,-12.0847993
"Kristoffersen::11049",86,3,-12.9259285,-13.0347752,-12.81419765
"Kristoffersen::11053",87,3,-10.8137155,-10.92040075,-10.7063452
"Kristoffersen::11055",88,6,-11.102041,-11.17584685,-11.03010165
"Kristoffersen::11073",89,3,-9.5220809,-9.6136803,-9.43084883
"Kristoffersen::11074",90,4,-11.9442325,-12.0341159,-11.8525356
"Kristoffersen::11078",91,3,-9.84687925,-9.952584635,-9.74134366
"Kristoffersen::11085",92,4,-7.59205995,-7.69773758,-7.486903655
"Kristoffersen::1109",93,11,-11.3936525,-11.47133235,-11.3162736
"Kristoffersen::11093",94,6,-16.106843,-16.3153101,-15.91343225
"Kristoffersen::11095",95,5,-11.104333,-11.18921345,-11.0199302
"Kristoffersen::11101",96,3,-9.7796078,-9.87870524,-9.67803463
"Kristoffersen::1113",97,13,-10.4802355,-10.55056355,-10.40919985
"Kristoffersen::11135",98,3,-13.717423,-13.89276415,-13.54577335
"Kristoffersen::1114",99,12,-10.7999515,-10.86468795,-10.7341782
"Kristoffersen::11147",100,5,-11.1832815,-11.26439395,-11.1039975
"Kristoffersen::11196",101,5,-8.21930805,-8.299944705,-8.13870384
"Kristoffersen::11197",102,5,-14.498267,-14.64434515,-14.35346375
"Kristoffersen::11204",103,7,-12.3899035,-12.46355515,-12.31917155
"Kristoffersen::11233",104,5,-9.4139067,-9.49158129,-9.33748985
"Kristoffersen::11236",105,6,-12.368483,-12.4426448,-12.2933833
"Kristoffersen::11241",106,6,-10.5121615,-10.58158825,-10.4418578
"Kristoffersen::11245",107,4,-13.629079,-13.7280832,-13.5334362
"Kristoffersen::11247",108,6,-10.895123,-10.9651072,-10.8228123
"Kristoffersen::11249",109,6,-12.8262975,-12.9075232,-12.74418745
"Kristoffersen::11275",110,3,-7.82770115,-7.930938875,-7.72645426
"Kristoffersen::11285",111,5,-10.2105325,-10.28509195,-10.1361679
"Kristoffersen::1129",112,5,-10.0393145,-10.23925615,-9.83349116
"Kristoffersen::11296",113,3,-11.1017465,-11.20835975,-10.99407445
"Kristoffersen::11317",114,3,-7.8136271,-7.908935015,-7.71733736
"Kristoffersen::11329",115,5,-11.259674,-11.3403451,-11.18181565
"Kristoffersen::11349",116,7,-10.1243845,-10.19623625,-10.0521556
"Kristoffersen::11357",117,7,-12.005407,-12.07072755,-11.9413947
"Kristoffersen::1136",118,9,-9.27131115,-9.334952755,-9.2089127
"Kristoffersen::11365",119,3,-12.774567,-12.8875186,-12.65835345
"Kristoffersen::11372",120,5,-6.74406395,-6.86512982,-6.612982825
"Kristoffersen::11375",121,5,-9.61047065,-9.68353565,-9.532889835
"Kristoffersen::11379",122,9,-12.769152,-12.83287465,-12.7068675
"Kristoffersen::11380",123,3,-8.2277258,-8.32458157,-8.131986465
"Kristoffersen::11411",124,6,-10.3963285,-10.46680525,-10.32720315
"Kristoffersen::11414",125,3,-10.7429045,-10.8464,-10.6383553
"Kristoffersen::11424",126,6,-9.90653965,-9.983251635,-9.82691283
"Kristoffersen::11437",127,10,-12.124268,-12.1805434,-12.066396
"Kristoffersen::11441",128,9,-13.6781435,-13.75056795,-13.60571845
"Kristoffersen::11474",129,4,-10.8044235,-10.8913458,-10.71945295
"Kristoffersen::11477",130,3,-12.299313,-12.404392,-12.19634775
"Kristoffersen::11479",131,3,-13.995507,-14.1767515,-13.81351145
"Kristoffersen::1149",132,6,-8.63678435,-8.812505565,-8.468678015
"Kristoffersen::11515",133,10,-13.0931145,-13.15424515,-13.03431005
"Kristoffersen::11523",134,3,-14.5625225,-14.7857641,-14.3439052
"Kristoffersen::11525",135,7,-12.2333765,-12.30333495,-12.16232395
"Kristoffersen::11541",136,3,-7.00897255,-7.118588735,-6.899033165
"Kristoffersen::11547",137,8,-10.980949,-11.04413915,-10.92008475
"Kristoffersen::11562",138,3,-12.4403895,-12.54376985,-12.33693035
"Kristoffersen::11574",139,6,-13.3796105,-13.4638356,-13.29585345
"Kristoffersen::11577",140,4,-8.81278585,-8.898946345,-8.726467965
"Kristoffersen::11582",141,7,-10.5470895,-10.6151486,-10.48180745
"Kristoffersen::11603",142,4,-10.0978025,-10.18346015,-10.01161085
"Kristoffersen::11629",143,4,-9.01470005,-9.09650223,-8.931997655
"Kristoffersen::11630",144,4,-12.952091,-13.0607738,-12.8458265
"Kristoffersen::11633",145,4,-11.2684125,-11.3579655,-11.1775715
"Kristoffersen::11678",146,6,-10.591599,-10.66685315,-10.5151832
"Kristoffersen::11686",147,6,-9.9474372,-10.0258113,-9.87251152
"Kristoffersen::11700",148,3,-9.5093002,-9.60761509,-9.41118951
"Kristoffersen::11717",149,3,-12.5395235,-12.644912,-12.43601035
"Kristoffersen::11739",150,7,-9.3042919,-9.371665085,-9.236195355
"Kristoffersen::11745",151,3,-11.0737575,-11.17315215,-10.9721511
"Kristoffersen::11767",152,5,-8.80604605,-8.890207735,-8.72323228
"Kristoffersen::11773",153,3,-9.61594925,-9.71512091,-9.521267655
"Kristoffersen::11780",154,4,-9.0776548,-9.180832355,-8.976320175
"Kristoffersen::11808",155,3,-10.911263,-11.01482555,-10.81138685
"Kristoffersen::1181",156,5,-8.31235745,-8.600290475,-8.043619335
"Kristoffersen::11839",157,7,-11.722397,-11.78913525,-11.6546033
"Kristoffersen::1185",158,5,-9.3958306,-9.482939175,-9.309855865
"Kristoffersen::11858",159,3,-9.02835545,-9.13251381,-8.92771568
"Kristoffersen::11891",160,6,-11.4086805,-11.4787454,-11.3393728
"Kristoffersen::11901",161,3,-10.1952695,-10.29581745,-10.09666105
"Kristoffersen::11917",162,4,-9.46579525,-9.55533277,-9.37489268
"Kristoffersen::11922",163,4,-10.9402025,-11.02809765,-10.8562125
"Kristoffersen::11931",164,6,-14.6021585,-14.6955661,-14.5087584
"Kristoffersen::11938",165,3,-8.3908951,-8.491813095,-8.28904267
"Kristoffersen::11944",166,3,-8.7324806,-8.827985335,-8.63504672
"Kristoffersen::11966",167,3,-8.12023025,-8.221501035,-8.02355599
"Kristoffersen::11982",168,3,-7.4847546,-7.603929945,-7.358528025
"Kristoffersen::12",169,16,-8.3550147,-8.418833805,-8.292352935
"Kristoffersen::12001",170,8,-9.8355728,-9.90521797,-9.767617345
"Kristoffersen::12007",171,4,-16.0899835,-16.29726715,-15.8893228
"Kristoffersen::12019",172,6,-15.800271,-15.91240975,-15.6914326
"Kristoffersen::12027",173,6,-12.8968155,-12.97665735,-12.8213589
"Kristoffersen::12031",174,3,-10.815957,-10.9201363,-10.71314365
"Kristoffersen::12051",175,6,-8.01182895,-8.099483895,-7.920417835
"Kristoffersen::12057",176,5,-12.4428565,-12.5266274,-12.361125
"Kristoffersen::12083",177,3,-14.1530845,-14.28656185,-14.02469795
"Kristoffersen::12106",178,5,-10.1940795,-10.26720005,-10.1215142
"Kristoffersen::1212",179,12,-10.052026,-10.12611245,-9.974561325
"Kristoffersen::12129",180,3,-10.016978,-10.11754345,-9.91391474
"Kristoffersen::12149",181,3,-12.7948945,-12.9009584,-12.69428475
"Kristoffersen::12155",182,8,-11.485247,-11.5469709,-11.4215525
"Kristoffersen::12156",183,3,-10.9019495,-10.99752205,-10.8040205
"Kristoffersen::12159",184,4,-8.965097,-9.04590156,-8.87978237
"Kristoffersen::1216",185,6,-11.4300135,-11.8361512,-11.0464191
"Kristoffersen::12165",186,6,-9.65975925,-9.73161035,-9.59172422
"Kristoffersen::122",187,17,-9.0182917,-9.07778395,-8.956914215
"Kristoffersen::12219",188,4,-8.87234985,-8.955287615,-8.7917458
"Kristoffersen::12239",189,3,-7.68417145,-7.79439858,-7.575713075
"Kristoffersen::12243",190,4,-8.94257145,-9.029290305,-8.855905515
"Kristoffersen::12244",191,3,-12.017152,-12.112589,-11.9180339
"Kristoffersen::12255",192,3,-9.12764735,-9.228624455,-9.02865519
"Kristoffersen::12277",193,3,-14.775261,-14.91656315,-14.6398938
"Kristoffersen::12285",194,4,-7.29688655,-7.42596835,-7.16036836
"Kristoffersen::12302",195,3,-12.3306225,-12.4405752,-12.2209457
"Kristoffersen::12306",196,3,-8.81009715,-8.911569685,-8.7107406
"Kristoffersen::12323",197,3,-9.8307699,-9.92419174,-9.742606275
"Kristoffersen::12336",198,4,-12.5157265,-12.60497045,-12.4260653
"Kristoffersen::12377",199,3,-12.863011,-12.96739915,-12.75947235
"Kristoffersen::12383",200,3,-10.5703315,-10.67115365,-10.4714176
"Kristoffersen::12395",201,3,-11.966937,-12.0769033,-11.86383985
"Kristoffersen::12408",202,4,-10.275182,-10.35777815,-10.19278695
"Kristoffersen::12491",203,3,-9.36273385,-9.45580662,-9.26676854
"Kristoffersen::12494",204,4,-10.864244,-10.94991995,-10.77962095
"Kristoffersen::12501",205,6,-12.008859,-12.0767654,-11.9407418
"Kristoffersen::1251",206,14,-9.00147035,-9.065683525,-8.93996779
"Kristoffersen::12516",207,3,-10.21478,-10.31054975,-10.1219451
"Kristoffersen::12518",208,3,-10.7976005,-10.8980727,-10.69579965
"Kristoffersen::12571",209,4,-13.3189385,-13.41977575,-13.2192885
"Kristoffersen::12578",210,3,-12.339181,-12.4475827,-12.23331655
"Kristoffersen::12591",211,4,-9.47724565,-9.569583,-9.37815511
"Kristoffersen::12594",212,6,-13.115555,-13.19143235,-13.04023945
"Kristoffersen::12618",213,7,-12.8344665,-12.90518625,-12.7664354
"Kristoffersen::12621",214,3,-10.735674,-10.83106805,-10.6409405
"Kristoffersen::12650",215,5,-13.1439965,-13.22145525,-13.0679767
"Kristoffersen::12667",216,3,-9.25754365,-9.352420185,-9.165884135
"Kristoffersen::12695",217,6,-12.0805195,-12.1507355,-12.01215405
"Kristoffersen::12710",218,3,-10.827675,-10.92429305,-10.72872915
"Kristoffersen::12736",219,3,-10.4268965,-10.5262828,-10.326654
"Kristoffersen::12742",220,3,-11.8546005,-11.9501731,-11.7567334
"Kristoffersen::12749",221,5,-11.513584,-11.5883168,-11.438138
"Kristoffersen::12783",222,6,-11.454908,-11.52547455,-11.38467345
"Kristoffersen::12904",223,3,-9.44827805,-9.558808295,-9.335892
"Kristoffersen::12914",224,10,-14.649613,-14.71752105,-14.5842842
"Kristoffersen::12927",225,5,-10.136788,-10.22275545,-10.04976705
"Kristoffersen::12963",226,3,-12.415846,-12.5217012,-12.31231025
"Kristoffersen::12966",227,4,-8.05570325,-8.160055415,-7.952813275
"Kristoffersen::12983",228,3,-14.8844335,-15.0303786,-14.7447328
"Kristoffersen::12995",229,8,-8.2773332,-8.358539465,-8.19363532
"Kristoffersen::130",230,6,-10.448997,-10.5293891,-10.3700012
"Kristoffersen::13029",231,4,-9.9086314,-9.9922961,-9.82115249
"Kristoffersen::13042",232,4,-10.7343725,-10.8210781,-10.64921245
"Kristoffersen::13043",233,4,-9.73839855,-9.840018615,-9.63904375
"Kristoffersen::13065",234,4,-7.9003983,-8.01328433,-7.786244045
"Kristoffersen::13077",235,3,-10.649935,-10.75300385,-10.54719935
"Kristoffersen::1311",236,13,-7.8023654,-7.86706024,-7.737016675
"Kristoffersen::13122",237,3,-9.02628375,-9.13245752,-8.920164825
"Kristoffersen::1314",238,17,-8.46544955,-8.52169062,-8.409360945
"Kristoffersen::13143",239,5,-10.803874,-10.88180945,-10.72726175
"Kristoffersen::13155",240,3,-9.86444555,-9.966428985,-9.764495805
"Kristoffersen::13171",241,3,-7.7645466,-7.91369724,-7.609653105
"Kristoffersen::13209",242,3,-14.429564,-14.5548586,-14.3059212
"Kristoffersen::1326",243,13,-8.09259555,-8.153352605,-8.03264213
"Kristoffersen::13268",244,4,-10.4564515,-10.54086385,-10.37154435
"Kristoffersen::13280",245,4,-11.0113765,-11.09702235,-10.9284887
"Kristoffersen::13288",246,3,-7.8806239,-8.004156925,-7.75845624
"Kristoffersen::13297",247,3,-10.842357,-10.94044735,-10.74645915
"Kristoffersen::13307",248,4,-12.864651,-12.9529672,-12.7741868
"Kristoffersen::13311",249,4,-12.370549,-12.4555684,-12.28585815
"Kristoffersen::13330",250,4,-7.87082835,-7.993633385,-7.743340405
"Kristoffersen::13372",251,4,-10.074611,-10.15921755,-9.98745154
"Kristoffersen::13439",252,4,-10.6248885,-10.7119717,-10.5376327
"Kristoffersen::1344",253,8,-11.4209475,-11.4886234,-11.3522231
"Kristoffersen::13476",254,5,-9.13311445,-9.220804275,-9.046600105
"Kristoffersen::13521",255,3,-13.763557,-13.86557795,-13.6625824
"Kristoffersen::13524",256,3,-9.0028077,-9.10883513,-8.89435263
"Kristoffersen::13560",257,3,-10.158403,-10.26026455,-10.0587064
"Kristoffersen::13567",258,3,-11.55276,-11.65125695,-11.45870675
"Kristoffersen::13571",259,4,-11.448733,-11.53215685,-11.36731675
"Kristoffersen::13591",260,3,-11.356079,-11.452868,-11.25684005
"Kristoffersen::13619",261,4,-9.2734227,-9.381303925,-9.16507507
"Kristoffersen::13627",262,3,-13.6321535,-13.7458172,-13.5235577
"Kristoffersen::13636",263,3,-6.9594843,-7.13635345,-6.77982786
"Kristoffersen::13654",264,3,-11.0061655,-11.1082232,-10.9026918
"Kristoffersen::1369",265,14,-13.359801,-13.43769585,-13.27800195
"Kristoffersen::13726",266,4,-11.1416885,-11.2315034,-11.05349355
"Kristoffersen::13732",267,3,-9.33051625,-9.45005572,-9.207291325
"Kristoffersen::13763",268,3,-10.235744,-10.32483015,-10.1438508
"Kristoffersen::13792",269,3,-12.3629025,-12.45528685,-12.27041175
"Kristoffersen::13796",270,3,-9.81469005,-9.92639742,-9.705827065
"Kristoffersen::13801",271,6,-9.92248165,-10.0131834,-9.831059785
"Kristoffersen::13815",272,3,-12.234258,-12.33270615,-12.13668555
"Kristoffersen::13829",273,6,-10.168472,-10.2478211,-10.08990695
"Kristoffersen::13840",274,5,-11.455429,-11.53393735,-11.3796232
"Kristoffersen::1389",275,6,-7.92596455,-8.00370127,-7.84751719
"Kristoffersen::1395",276,10,-11.636738,-11.7252714,-11.5486664
"Kristoffersen::13952",277,3,-11.163032,-11.25945955,-11.0684892
"Kristoffersen::13960",278,3,-13.059639,-13.15969695,-12.9586023
"Kristoffersen::13987",279,3,-9.06489285,-9.170985595,-8.959527005
"Kristoffersen::1403",280,11,-11.013233,-11.0880332,-10.93709945
"Kristoffersen::14033",281,4,-11.6104225,-11.6971888,-11.5231347
"Kristoffersen::14052",282,8,-9.31929595,-9.39841516,-9.2401804
"Kristoffersen::14056",283,4,-9.4513158,-9.54577885,-9.35456787
"Kristoffersen::14105",284,7,-17.778141,-17.93951815,-17.6260928
"Kristoffersen::14147",285,4,-14.959069,-15.0769918,-14.83703575
"Kristoffersen::14180",286,3,-9.72293975,-9.823037895,-9.62419507
"Kristoffersen::14247",287,6,-13.14226,-13.2144519,-13.07343445
"Kristoffersen::14316",288,3,-17.1009955,-17.310868,-16.88932925
"Kristoffersen::14365",289,4,-11.916301,-12.00095105,-11.83356925
"Kristoffersen::14372",290,3,-10.662059,-10.77873615,-10.5476354
"Kristoffersen::144",291,15,-11.3037865,-11.3819207,-11.2275465
"Kristoffersen::14401",292,3,-16.1594875,-16.33488755,-15.9887851
"Kristoffersen::14434",293,4,-10.687796,-10.77688135,-10.6015809
"Kristoffersen::14520",294,3,-13.437422,-13.5314216,-13.3465919
"Kristoffersen::14527",295,4,-10.821448,-10.9049043,-10.73692735
"Kristoffersen::1454",296,7,-10.9184285,-11.1711325,-10.6813768
"Kristoffersen::14583",297,3,-10.2555735,-10.3537391,-10.157737
"Kristoffersen::14620",298,4,-11.5539015,-11.6363016,-11.4717503
"Kristoffersen::14625",299,3,-11.840378,-11.93811735,-11.7425242
"Kristoffersen::14631",300,6,-14.0002095,-14.07294345,-13.92990885
"Kristoffersen::14657",301,3,-11.3574285,-11.45465725,-11.26357185
"Kristoffersen::14660",302,3,-11.0099185,-11.11207985,-10.9047145
"Kristoffersen::14752",303,3,-10.253037,-10.3586995,-10.14255505
"Kristoffersen::1479",304,6,-9.31226615,-9.48488368,-9.1326623
"Kristoffersen::14826",305,3,-10.884497,-10.980103,-10.7870278
"Kristoffersen::14878",306,3,-12.1185785,-12.2136443,-12.0259485
"Kristoffersen::14951",307,3,-9.361811,-9.483120445,-9.242460615
"Kristoffersen::14990",308,4,-9.08868815,-9.19756102,-8.97472166
"Kristoffersen::15074",309,4,-12.680279,-12.76213735,-12.5997272
"Kristoffersen::15083",310,4,-11.418966,-11.5052979,-11.3316636
"Kristoffersen::15103",311,4,-12.1176675,-12.19959705,-12.0350431
"Kristoffersen::15198",312,3,-10.3555545,-10.45452615,-10.2546706
"Kristoffersen::15227",313,3,-13.298078,-13.3872683,-13.2026732
"Kristoffersen::15298",314,3,-11.391509,-11.49027525,-11.2964065
"Kristoffersen::15317",315,4,-18.400723,-18.6054644,-18.19824335
"Kristoffersen::1532",316,6,-9.07348035,-9.14967903,-9.00068336
"Kristoffersen::15380",317,3,-11.0574145,-11.16204255,-10.95729465
"Kristoffersen::15400",318,4,-10.907787,-10.995108,-10.8210836
"Kristoffersen::15437",319,3,-14.295904,-14.3969927,-14.19243125
"Kristoffersen::15442",320,3,-9.14016385,-9.299215535,-8.974700945
"Kristoffersen::15458",321,3,-11.7154205,-11.8127856,-11.61744355
"Kristoffersen::15468",322,4,-11.869041,-11.9539166,-11.7852032
"Kristoffersen::15481",323,4,-11.752787,-11.83233015,-11.6723427
"Kristoffersen::1556",324,12,-7.9979235,-8.068375905,-7.93193855
"Kristoffersen::1563",325,5,-10.498377,-10.76058685,-10.2617232
"Kristoffersen::1571",326,14,-9.9924278,-10.0524348,-9.931456335
"Kristoffersen::1572",327,11,-9.80944115,-9.90409796,-9.715642225
"Kristoffersen::15728",328,3,-10.852332,-10.96186515,-10.7415974
"Kristoffersen::1577",329,18,-12.302258,-12.3635151,-12.23927725
"Kristoffersen::15784",330,3,-9.6230383,-9.748925885,-9.493655285
"Kristoffersen::158",331,7,-9.62445305,-9.693369855,-9.55933943
"Kristoffersen::1583",332,14,-8.86221285,-8.924274905,-8.797301795
"Kristoffersen::1586",333,14,-11.114651,-11.1809232,-11.0473262
"Kristoffersen::15918",334,3,-11.3687275,-11.46895515,-11.2654299
"Kristoffersen::15922",335,3,-10.4238125,-10.54117365,-10.30979895
"Kristoffersen::15988",336,3,-12.5221005,-12.61478585,-12.43191525
"Kristoffersen::16",337,5,-9.4241234,-9.672365525,-9.1968458
"Kristoffersen::16056",338,3,-9.59235915,-9.72729011,-9.452309525
"Kristoffersen::16122",339,3,-11.1736205,-11.2792296,-11.07195015
"Kristoffersen::16203",340,4,-12.75941,-12.83755295,-12.67613405
"Kristoffersen::1628",341,5,-6.0602628,-6.18930428,-5.93949741
"Kristoffersen::1633",342,5,-10.6082815,-10.6994883,-10.51208315
"Kristoffersen::16353",343,3,-13.968446,-14.0643294,-13.87095625
"Kristoffersen::16811",344,3,-8.9888365,-9.155580495,-8.81737039
"Kristoffersen::1686",345,8,-7.01742575,-7.091866565,-6.939576115
"Kristoffersen::16941",346,3,-11.690612,-11.79927275,-11.58635085
"Kristoffersen::1698",347,12,-8.5633822,-8.62683983,-8.49635611
"Kristoffersen::17008",348,3,-10.856854,-10.97199485,-10.74017035
"Kristoffersen::17025",349,4,-11.072135,-11.17230345,-10.97091855
"Kristoffersen::1713",350,17,-10.671787,-10.73024875,-10.61261085
"Kristoffersen::17323",351,3,-10.2802145,-10.41087765,-10.14772155
"Kristoffersen::1735",352,5,-11.755032,-12.08212575,-11.4538874
"Kristoffersen::17406",353,3,-9.0713433,-9.248160805,-8.880776295
"Kristoffersen::17597",354,3,-13.5160045,-13.6068209,-13.42767695
"Kristoffersen::1766",355,5,-9.58423755,-9.671477935,-9.49920544
"Kristoffersen::17796",356,3,-10.7966965,-10.91790235,-10.6693256
"Kristoffersen::179",357,13,-9.21933405,-9.28315017,-9.15359493
"Kristoffersen::1837",358,5,-10.458909,-10.68224375,-10.24646285
"Kristoffersen::1840",359,6,-8.7115074,-8.8513539,-8.58043301
"Kristoffersen::18472",360,3,-11.199831,-11.3176826,-11.07550925
"Kristoffersen::1866",361,6,-11.719123,-11.9890449,-11.46723635
"Kristoffersen::1887",362,6,-8.5651626,-8.69779541,-8.429116815
"Kristoffersen::1889",363,8,-9.0561297,-9.13138753,-8.98231028
"Kristoffersen::189",364,10,-9.25658725,-9.332626045,-9.182433745
"Kristoffersen::1890",365,6,-11.068624,-11.13821315,-11.00073255
"Kristoffersen::1925",366,12,-13.577691,-13.7115291,-13.4499891
"Kristoffersen::1936",367,5,-10.822246,-11.08024975,-10.5759383
"Kristoffersen::1953",368,8,-9.5263615,-9.594308,-9.45863806
"Kristoffersen::196",369,12,-9.0396624,-9.110333745,-8.971785375
"Kristoffersen::2010",370,5,-9.180382,-9.29095637,-9.071895325
"Kristoffersen::2015",371,5,-8.28452175,-8.42429261,-8.14338997
"Kristoffersen::206",372,6,-8.75730685,-9.00279009,-8.52237835
"Kristoffersen::2075",373,14,-11.7593895,-11.8284889,-11.6889886
"Kristoffersen::2094",374,6,-8.68068765,-8.81388071,-8.548141435
"Kristoffersen::210",375,5,-10.7412695,-11.145349,-10.3588927
"Kristoffersen::213",376,7,-9.948681,-10.0278933,-9.867765935
"Kristoffersen::2141",377,6,-8.3401604,-8.47518316,-8.20897938
"Kristoffersen::2197",378,8,-8.71616955,-8.78076438,-8.65190934
"Kristoffersen::2291",379,7,-7.1852624,-7.28574765,-7.08606576
"Kristoffersen::23",380,14,-9.4625176,-9.533000575,-9.393463315
"Kristoffersen::237",381,5,-10.2966265,-10.6367588,-9.989596825
