"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Tsuji::S0144",24,3,-8.36914015,-8.62926259,-8.117333665,11.8219035,9.53182373,14.3826469
"Tsuji::S0147",25,3,-9.9219904,-10.32943895,-9.54718349,9.1030182,6.42248786,12.1521741
"Tsuji::S0169",26,3,-9.98780815,-10.3840016,-9.60419006,8.5511871,5.73212922,11.71643425
"Tsuji::S0175",27,4,-8.9279673,-9.460053325,-8.347767805,16.5456225,11.9150872,22.24312815
"Tsuji::S0307",28,3,-7.9043047,-8.202055805,-7.61783999,6.90811095,5.526581995,8.318463655
"Tsuji::S0340",29,3,-10.665608,-11.0878144,-10.2806163,12.512797,8.7027777,17.158177
"Tsuji::S0389",30,3,-11.75858,-12.5028007,-11.1027405,4.50980175,0.9381504135,8.408275815
"Tsuji::S0402",31,3,-8.81326355,-9.415604045,-8.198124595,19.827134,13.5270997,26.875941
"Tsuji::S0414",32,3,-8.20329285,-8.46166241,-7.95980969,14.690571,12.21334795,17.64738995
"Tsuji::S0421",33,3,-8.59986105,-8.869744565,-8.345988845,12.23745,9.9570153,14.7539267
"Tsuji::S0467",34,3,-11.2117185,-11.8486436,-10.6517865,14.8666995,9.011397015,22.40063665
"Tsuji::S0477",35,3,-10.347238,-10.82133105,-9.93307404,7.7365454,4.777971835,11.25269775
"Tsuji::S0513",36,3,-7.7808468,-8.10539959,-7.462679905,10.610765,8.48484583,12.91967215
"Tsuji::S0527",37,3,-8.8789815,-9.175204475,-8.59312629,11.857198,9.419228505,14.59558925
"Tsuji::S0559",38,3,-8.7269308,-9.00137185,-8.457641055,11.759832,9.259880975,14.76631285
"Tsuji::S0577",39,3,-10.033588,-10.555119,-9.53321247,5.3067068,2.758627275,8.194774325
"Tsuji::S0606",40,3,-7.51788755,-7.72970626,-7.317932705,23.5669855,20.0005488,27.80575175
"Tsuji::S0655",41,3,-10.5517435,-11.2339829,-9.888128895,7.87611485,4.11144185,12.6484635
"Tsuji::S0674",42,3,-7.18214595,-7.379936365,-6.978554355,24.267971,20.01732305,29.7223927
"Tsuji::S0770",43,3,-8.2397683,-8.609824265,-7.87255038,10.9741395,8.51290528,13.77474475
"Tsuji::U0001",44,3,-9.27063015,-9.582913855,-8.976844735,8.30253965,6.1709458,10.6191809
"Tsuji::U0002",45,3,-10.006795,-10.4100461,-9.65161113,3.9146647,2.04202385,5.916163395
"Tsuji::U0003",46,3,-10.7836755,-11.3410311,-10.2754262,12.1968135,7.633309345,17.64750795
"Tsuji::U0004",47,3,-13.962651,-15.7806651,-12.55934585,9.6743922,1.85820711,18.40217455
"Tsuji::U0005",48,3,-8.1673779,-8.399048375,-7.924580515,10.28714,8.508723705,12.25265135
"Tsuji::U0006",49,3,-9.67636635,-10.0438379,-9.335108795,13.133385,9.30999907,17.94623975
"Tsuji::U0007",50,3,-10.9296395,-11.45561815,-10.45185505,7.0445297,3.561123675,11.34327815
"Tsuji::U0009",51,3,-8.32034435,-8.574020305,-8.08139331,12.3387435,10.25694085,14.70243015
"Tsuji::U0011",52,3,-9.89142955,-10.2880331,-9.536174415,8.75075355,5.965901235,11.84989995
"Tsuji::U0012",53,3,-13.9103065,-15.83507345,-12.6054981,9.9172471,2.19891457,18.0774498
"Tsuji::U0013",54,3,-11.1624445,-11.7801972,-10.6137467,12.76707,7.622300225,19.12417325
"Tsuji::U0014",55,3,-11.686537,-12.43311015,-11.0463159,9.2607268,4.4186596,15.2706255
"Tsuji::U0015",56,3,-10.5676805,-11.0448447,-10.1211514,5.44896055,2.90141941,8.23886074
"Tsuji::U0016",57,3,-10.9385605,-11.51881845,-10.4323417,10.2678955,5.85887468,15.55486115
"Tsuji::U0017",58,3,-11.3548495,-12.42512295,-10.41758565,13.559239,6.77900401,21.49955985
"Tsuji::U0018",59,3,-8.86834645,-9.15901022,-8.60071414,8.5898011,6.65302297,10.62151155
"Tsuji::U0019",60,3,-10.254165,-11.00200125,-9.55716329,13.79619,8.31910703,20.2334665
"Tsuji::U0020",61,3,-10.109609,-10.52838905,-9.70959687,6.1118666,4.03499077,8.4935346
"Tsuji::U0021",62,3,-12.515727,-13.5492264,-11.6699456,9.23430285,3.13592738,16.1858891
"Tsuji::U0023",63,3,-12.751909,-13.90076105,-11.81758815,11.7947085,4.528703375,19.94802975
"Tsuji::U0025",64,3,-10.968456,-11.53976815,-10.4350344,9.8687663,5.77271479,14.65107695
"Tsuji::U0026",65,3,-10.1209175,-10.71891165,-9.53609427,7.99067625,4.853795115,11.7831353
"Tsuji::U0027",66,3,-7.7856816,-8.220939355,-7.379289455,17.2783495,13.4645122,21.8070261
"Tsuji::U0028",67,3,-13.371791,-15.5728955,-11.8419157,11.3030185,3.05330017,20.37759975
"Tsuji::U0029",68,3,-9.04491,-9.350847295,-8.74472272,12.5545775,9.744853955,15.8253391
"Tsuji::U0030",69,3,-7.393512,-7.657812225,-7.131207345,7.59888885,6.355604905,8.937420065
"Tsuji::U0031",70,3,-10.3043785,-10.99574755,-9.682851795,8.75905155,5.15388807,13.1876729
"Tsuji::U0032",71,3,-10.6898745,-11.21467725,-10.22801365,4.5435747,2.20908946,7.038955015
"Tsuji::U0033",72,3,-9.88046115,-10.545929,-9.25804759,12.489652,7.7885451,18.222245
"Tsuji::U0034",73,3,-9.30204025,-9.612635935,-8.99156688,8.7029188,6.47252824,11.1988087
"Tsuji::U0035",74,3,-13.3930855,-15.4436775,-11.8230731,11.341654,3.37720553,20.6974235
"Tsuji::U0036",75,3,-9.4696167,-9.96632796,-9.01568676,8.1634493,5.55370062,11.1971
"Tsuji::U0037",76,3,-9.48371775,-9.83180341,-9.150207315,10.192113,7.53348464,13.19847205
"Tsuji::U0038",77,3,-10.7217475,-11.6477705,-9.918288805,15.655767,8.76506899,23.4135878
"Tsuji::U0039",78,3,-11.1281945,-11.7459222,-10.5814056,11.2424495,6.71118901,17.6435615
"Tsuji::U0040",79,3,-9.77172085,-10.121733,-9.43173,7.4128738,4.92606437,10.3522578
"Tsuji::U0041",80,3,-11.085374,-12.0597937,-10.2070572,14.3368265,7.938684645,22.0465151
"Tsuji::U0043",81,3,-10.2963095,-10.96831795,-9.685331205,8.23850035,4.747164375,12.4253715
"Tsuji::U0044",82,3,-3.88292865,-4.08602254,-3.66829562,17.1353425,15.9201861,18.39256675
"Tsuji::U0045",83,3,-7.84641695,-8.241821835,-7.471711735,14.8761605,11.7867666,18.26769335
"Tsuji::U0046",84,3,-9.2221027,-9.535848615,-8.91884461,8.6573006,6.433603055,11.02655125
"Tsuji::U0047",85,3,-12.5262535,-13.6247679,-11.67672595,5.1123225,0.2696682205,10.6802682
"Tsuji::U0054",86,3,-10.604223,-11.1346426,-10.1403095,7.40641275,4.418104295,10.8117967
"Tsuji::U0055",87,3,-10.9828005,-11.56630925,-10.460719,15.685647,9.68498606,22.77866815
"Tsuji::U0056",88,3,-8.96388285,-9.26632071,-8.66591735,14.877389,11.62357435,18.77795385
"Tsuji::U0057",89,3,-10.954805,-11.5441651,-10.44294905,9.8784398,5.711711335,14.9029175
"Tsuji::U0058",90,3,-4.4386091,-4.64701319,-4.224149675,22.6854075,20.9449571,24.48096585
"Tsuji::U0059",91,3,-6.8373826,-7.03234236,-6.64274582,23.214957,20.231725,26.49343935
"Tsuji::U0061",92,3,-9.510939,-9.83915833,-9.197290915,11.883692,8.56597909,15.922225
"Tsuji::U0062",93,3,-9.02989405,-9.35085888,-8.728388905,13.643346,10.5242573,17.2828572
"Tsuji::U0063",94,3,-10.9650965,-11.5217753,-10.46843685,3.4143773,0.89104502,6.17179785
"Tsuji::U0064",95,3,-8.8297247,-9.11424693,-8.55618694,8.3635066,6.454318905,10.49165435
"Tsuji::U0065",96,3,-11.6383175,-12.5634375,-10.8041785,6.0189402,1.79625623,11.5958721
