corpus,subset,seed,words,rung,word,surprisal
climbmix,climbmix_C1,0,750000,0.75M,pick,9.364444
climbmix,climbmix_C1,0,750000,0.75M,pickle,12.846091
climbmix,climbmix_C1,0,750000,0.75M,picnic,9.876693
climbmix,climbmix_C1,0,750000,0.75M,picture,7.742927
climbmix,climbmix_C1,0,750000,0.75M,pig,10.618327
climbmix,climbmix_C1,0,750000,0.75M,pillow,10.656756
climbmix,climbmix_C1,0,750000,0.75M,pizza,9.555175
climbmix,climbmix_C1,0,750000,0.75M,plant,8.091744
climbmix,climbmix_C1,0,750000,0.75M,plate,9.709524
climbmix,climbmix_C1,0,750000,0.75M,play,7.937129
climbmix,climbmix_C1,0,750000,0.75M,playground,9.792374
climbmix,climbmix_C1,0,750000,0.75M,please,9.888196
climbmix,climbmix_C1,0,750000,0.75M,police,9.801217
climbmix,climbmix_C1,0,750000,0.75M,pony,12.966743
climbmix,climbmix_C1,0,750000,0.75M,pool,10.041988
climbmix,climbmix_C1,0,750000,0.75M,poor,11.221480
climbmix,climbmix_C1,0,750000,0.75M,popcorn,13.927174
climbmix,climbmix_C1,0,750000,0.75M,popsicle,12.621257
climbmix,climbmix_C1,0,750000,0.75M,porch,10.134655
climbmix,climbmix_C1,0,750000,0.75M,potato,10.036371
climbmix,climbmix_C1,0,750000,0.75M,pour,10.072556
climbmix,climbmix_C1,0,750000,0.75M,present,9.075117
climbmix,climbmix_C1,0,750000,0.75M,pretend,11.866011
climbmix,climbmix_C1,0,750000,0.75M,pretty,9.668602
climbmix,climbmix_C1,0,750000,0.75M,pretzel,15.719356
climbmix,climbmix_C1,0,750000,0.75M,pudding,12.118547
climbmix,climbmix_C1,0,750000,0.75M,pull,10.008166
climbmix,climbmix_C1,0,750000,0.75M,pumpkin,9.732743
climbmix,climbmix_C1,0,750000,0.75M,puppy,9.768070
climbmix,climbmix_C1,0,750000,0.75M,purse,13.992729
climbmix,climbmix_C1,0,750000,0.75M,push,9.768313
climbmix,climbmix_C1,0,750000,0.75M,put,8.842424
climbmix,climbmix_C1,0,750000,0.75M,puzzle,9.518172
climbmix,climbmix_C1,0,750000,0.75M,quack,14.970100
climbmix,climbmix_C1,0,750000,0.75M,quiet,10.047137
climbmix,climbmix_C1,0,750000,0.75M,radio,9.524362
climbmix,climbmix_C1,0,750000,0.75M,rain,9.509471
climbmix,climbmix_C1,0,750000,0.75M,raisin,12.973996
climbmix,climbmix_C1,0,750000,0.75M,read,6.873343
climbmix,climbmix_C1,0,750000,0.75M,red,7.436863
climbmix,climbmix_C1,0,750000,0.75M,refrigerator,8.649388
climbmix,climbmix_C1,0,750000,0.75M,ride,9.746071
climbmix,climbmix_C1,0,750000,0.75M,rip,10.318371
climbmix,climbmix_C1,0,750000,0.75M,rock,9.833403
climbmix,climbmix_C1,0,750000,0.75M,rocking,9.681966
climbmix,climbmix_C1,0,750000,0.75M,roof,10.052099
climbmix,climbmix_C1,0,750000,0.75M,room,7.394145
climbmix,climbmix_C1,0,750000,0.75M,rooster,14.910191
climbmix,climbmix_C1,0,750000,0.75M,run,8.105403
climbmix,climbmix_C1,0,750000,0.75M,sad,10.101296
climbmix,climbmix_C1,0,750000,0.75M,salt,8.746268
climbmix,climbmix_C1,0,750000,0.75M,same,5.659463
climbmix,climbmix_C1,0,750000,0.75M,sandwich,9.814871
climbmix,climbmix_C1,0,750000,0.75M,sauce,9.776687
climbmix,climbmix_C1,0,750000,0.75M,say,9.154082
climbmix,climbmix_C1,0,750000,0.75M,scared,11.735485
climbmix,climbmix_C1,0,750000,0.75M,scarf,11.473995
climbmix,climbmix_C1,0,750000,0.75M,school,7.328968
climbmix,climbmix_C1,0,750000,0.75M,scissors,11.121353
climbmix,climbmix_C1,0,750000,0.75M,see,7.081740
climbmix,climbmix_C1,0,750000,0.75M,shake,10.982605
climbmix,climbmix_C1,0,750000,0.75M,share,8.649241
climbmix,climbmix_C1,0,750000,0.75M,she,7.890134
climbmix,climbmix_C1,0,750000,0.75M,sheep,11.678957
climbmix,climbmix_C1,0,750000,0.75M,shh,14.731275
climbmix,climbmix_C1,0,750000,0.75M,shirt,10.547066
climbmix,climbmix_C1,0,750000,0.75M,shoe,11.200230
climbmix,climbmix_C1,0,750000,0.75M,shopping,10.902894
climbmix,climbmix_C1,0,750000,0.75M,shorts,11.550757
climbmix,climbmix_C1,0,750000,0.75M,shoulder,10.629625
climbmix,climbmix_C1,0,750000,0.75M,shovel,11.778209
climbmix,climbmix_C1,0,750000,0.75M,show,9.739925
climbmix,climbmix_C1,0,750000,0.75M,shower,8.989028
climbmix,climbmix_C1,0,750000,0.75M,sick,9.646002
climbmix,climbmix_C1,0,750000,0.75M,sidewalk,10.387120
climbmix,climbmix_C1,0,750000,0.75M,sing,10.212944
climbmix,climbmix_C1,0,750000,0.75M,sink,10.054850
climbmix,climbmix_C1,0,750000,0.75M,sister,10.105479
climbmix,climbmix_C1,0,750000,0.75M,sit,9.061192
climbmix,climbmix_C1,0,750000,0.75M,skate,11.505205
climbmix,climbmix_C1,0,750000,0.75M,sky,7.835811
climbmix,climbmix_C1,0,750000,0.75M,sled,11.560848
climbmix,climbmix_C1,0,750000,0.75M,sleep,8.871848
climbmix,climbmix_C1,0,750000,0.75M,sleepy,14.740273
climbmix,climbmix_C1,0,750000,0.75M,slide,11.613312
climbmix,climbmix_C1,0,750000,0.75M,slipper,14.607405
climbmix,climbmix_C1,0,750000,0.75M,slow,9.698746
climbmix,climbmix_C1,0,750000,0.75M,smile,11.256582
climbmix,climbmix_C1,0,750000,0.75M,snack,10.808792
climbmix,climbmix_C1,0,750000,0.75M,snow,9.621069
climbmix,climbmix_C1,0,750000,0.75M,so,7.773881
climbmix,climbmix_C1,0,750000,0.75M,soap,10.678353
climbmix,climbmix_C1,0,750000,0.75M,sock,12.120488
climbmix,climbmix_C1,0,750000,0.75M,soda,10.520240
climbmix,climbmix_C1,0,750000,0.75M,sofa,11.615712
climbmix,climbmix_C1,0,750000,0.75M,soft,9.995094
climbmix,climbmix_C1,0,750000,0.75M,some,6.975329
climbmix,climbmix_C1,0,750000,0.75M,soup,10.493205
climbmix,climbmix_C1,0,750000,0.75M,spill,12.564434
climbmix,climbmix_C1,0,750000,0.75M,splash,13.150694
climbmix,climbmix_C1,0,750000,0.75M,spoon,10.188568
climbmix,climbmix_C1,0,750000,0.75M,sprinkler,12.641622
climbmix,climbmix_C1,0,750000,0.75M,squirrel,12.038508
climbmix,climbmix_C1,0,750000,0.75M,stairs,10.183366
climbmix,climbmix_C1,0,750000,0.75M,stand,9.197823
climbmix,climbmix_C1,0,750000,0.75M,star,8.441337
climbmix,climbmix_C1,0,750000,0.75M,stay,8.622829
climbmix,climbmix_C1,0,750000,0.75M,stick,10.176746
climbmix,climbmix_C1,0,750000,0.75M,sticky,11.006563
climbmix,climbmix_C1,0,750000,0.75M,stone,10.937884
climbmix,climbmix_C1,0,750000,0.75M,stop,9.963496
climbmix,climbmix_C1,0,750000,0.75M,store,7.888162
climbmix,climbmix_C1,0,750000,0.75M,story,7.683188
climbmix,climbmix_C1,0,750000,0.75M,stove,9.336225
climbmix,climbmix_C1,0,750000,0.75M,strawberry,12.145613
climbmix,climbmix_C1,0,750000,0.75M,street,9.868102
climbmix,climbmix_C1,0,750000,0.75M,stroller,14.867076
climbmix,climbmix_C1,0,750000,0.75M,stuck,11.461603
climbmix,climbmix_C1,0,750000,0.75M,sun,7.032447
climbmix,climbmix_C1,0,750000,0.75M,sweater,12.418459
climbmix,climbmix_C1,0,750000,0.75M,sweep,11.670123
climbmix,climbmix_C1,0,750000,0.75M,swim,10.355865
climbmix,climbmix_C1,0,750000,0.75M,swing,11.391139
climbmix,climbmix_C1,0,750000,0.75M,table,7.873160
climbmix,climbmix_C1,0,750000,0.75M,take,6.989534
climbmix,climbmix_C1,0,750000,0.75M,talk,8.706293
climbmix,climbmix_C1,0,750000,0.75M,tape,10.771684
climbmix,climbmix_C1,0,750000,0.75M,taste,10.288559
climbmix,climbmix_C1,0,750000,0.75M,teacher,9.921402
climbmix,climbmix_C1,0,750000,0.75M,tear,10.808266
climbmix,climbmix_C1,0,750000,0.75M,telephone,10.633643
climbmix,climbmix_C1,0,750000,0.75M,thank,10.046214
climbmix,climbmix_C1,0,750000,0.75M,that,6.404182
climbmix,climbmix_C1,0,750000,0.75M,the,3.044677
climbmix,climbmix_C1,0,750000,0.75M,their,5.937282
climbmix,climbmix_C1,0,750000,0.75M,them,5.835849
climbmix,climbmix_C1,0,750000,0.75M,then,5.796749
climbmix,climbmix_C1,0,750000,0.75M,there,9.511836
climbmix,climbmix_C1,0,750000,0.75M,these,7.519518
climbmix,climbmix_C1,0,750000,0.75M,they,7.355822
climbmix,climbmix_C1,0,750000,0.75M,think,5.188129
climbmix,climbmix_C1,0,750000,0.75M,thirsty,11.357598
climbmix,climbmix_C1,0,750000,0.75M,this,6.244568
climbmix,climbmix_C1,0,750000,0.75M,those,7.934066
climbmix,climbmix_C1,0,750000,0.75M,throw,9.678007
climbmix,climbmix_C1,0,750000,0.75M,tickle,13.302745
climbmix,climbmix_C1,0,750000,0.75M,tiger,8.576598
climbmix,climbmix_C1,0,750000,0.75M,time,5.413119
climbmix,climbmix_C1,0,750000,0.75M,tiny,9.757482
climbmix,climbmix_C1,0,750000,0.75M,tired,11.140228
climbmix,climbmix_C1,0,750000,0.75M,tissue,10.968886
climbmix,climbmix_C1,0,750000,0.75M,to,3.250210
climbmix,climbmix_C1,0,750000,0.75M,toast,11.697463
climbmix,climbmix_C1,0,750000,0.75M,today,7.823354
climbmix,climbmix_C1,0,750000,0.75M,tomorrow,10.762113
climbmix,climbmix_C1,0,750000,0.75M,tongue,10.229794
climbmix,climbmix_C1,0,750000,0.75M,tonight,12.309226
climbmix,climbmix_C1,0,750000,0.75M,too,7.236874
climbmix,climbmix_C1,0,750000,0.75M,tooth,11.187245
climbmix,climbmix_C1,0,750000,0.75M,toothbrush,11.979000
climbmix,climbmix_C1,0,750000,0.75M,touch,8.313456
climbmix,climbmix_C1,0,750000,0.75M,towel,10.619560
climbmix,climbmix_C1,0,750000,0.75M,tractor,10.763329
climbmix,climbmix_C1,0,750000,0.75M,train,10.198934
climbmix,climbmix_C1,0,750000,0.75M,trash,10.044604
climbmix,climbmix_C1,0,750000,0.75M,tray,11.281550
climbmix,climbmix_C1,0,750000,0.75M,tree,9.354481
climbmix,climbmix_C1,0,750000,0.75M,truck,9.149501
climbmix,climbmix_C1,0,750000,0.75M,try,8.336449
climbmix,climbmix_C1,0,750000,0.75M,tummy,11.732185
climbmix,climbmix_C1,0,750000,0.75M,tuna,12.585137
climbmix,climbmix_C1,0,750000,0.75M,turkey,11.832620
climbmix,climbmix_C1,0,750000,0.75M,turn,8.830572
climbmix,climbmix_C1,0,750000,0.75M,turtle,12.466116
climbmix,climbmix_C1,0,750000,0.75M,tv,13.631876
climbmix,climbmix_C1,0,750000,0.75M,uh,14.740003
climbmix,climbmix_C1,0,750000,0.75M,uncle,14.379472
climbmix,climbmix_C1,0,750000,0.75M,under,8.125664
climbmix,climbmix_C1,0,750000,0.75M,up,5.673543
climbmix,climbmix_C1,0,750000,0.75M,us,6.291012
climbmix,climbmix_C1,0,750000,0.75M,vacuum,10.468791
climbmix,climbmix_C1,0,750000,0.75M,vanilla,11.008113
climbmix,climbmix_C1,0,750000,0.75M,wait,10.435079
climbmix,climbmix_C1,0,750000,0.75M,wake,10.347041
climbmix,climbmix_C1,0,750000,0.75M,walk,9.188330
climbmix,climbmix_C1,0,750000,0.75M,walker,12.747958
climbmix,climbmix_C1,0,750000,0.75M,wanna,11.112728
climbmix,climbmix_C1,0,750000,0.75M,was,4.612383
climbmix,climbmix_C1,0,750000,0.75M,wash,9.412755
climbmix,climbmix_C1,0,750000,0.75M,washing,10.373938
climbmix,climbmix_C1,0,750000,0.75M,watch,10.291998
climbmix,climbmix_C1,0,750000,0.75M,water,7.614165
climbmix,climbmix_C1,0,750000,0.75M,we,8.426849
climbmix,climbmix_C1,0,750000,0.75M,were,5.752955
climbmix,climbmix_C1,0,750000,0.75M,wet,10.308678
climbmix,climbmix_C1,0,750000,0.75M,what,8.848090
climbmix,climbmix_C1,0,750000,0.75M,when,7.680504
climbmix,climbmix_C1,0,750000,0.75M,where,9.268870
climbmix,climbmix_C1,0,750000,0.75M,which,9.162166
climbmix,climbmix_C1,0,750000,0.75M,white,8.349092
climbmix,climbmix_C1,0,750000,0.75M,who,9.233475
climbmix,climbmix_C1,0,750000,0.75M,why,9.620483
climbmix,climbmix_C1,0,750000,0.75M,will,7.183186
climbmix,climbmix_C1,0,750000,0.75M,wind,9.764265
climbmix,climbmix_C1,0,750000,0.75M,window,8.203996
climbmix,climbmix_C1,0,750000,0.75M,windy,12.188966
climbmix,climbmix_C1,0,750000,0.75M,wipe,10.424493
climbmix,climbmix_C1,0,750000,0.75M,wish,7.819878
climbmix,climbmix_C1,0,750000,0.75M,with,4.603391
climbmix,climbmix_C1,0,750000,0.75M,wolf,11.363523
climbmix,climbmix_C1,0,750000,0.75M,woods,8.399111
climbmix,climbmix_C1,0,750000,0.75M,woof,11.112873
climbmix,climbmix_C1,0,750000,0.75M,work,7.434773
climbmix,climbmix_C1,0,750000,0.75M,would,7.038239
climbmix,climbmix_C1,0,750000,0.75M,write,9.024319
climbmix,climbmix_C1,0,750000,0.75M,yard,9.204095
climbmix,climbmix_C1,0,750000,0.75M,yellow,8.031358
climbmix,climbmix_C1,0,750000,0.75M,yes,11.414932
climbmix,climbmix_C1,0,750000,0.75M,yesterday,10.138866
climbmix,climbmix_C1,0,750000,0.75M,yogurt,10.361302
climbmix,climbmix_C1,0,750000,0.75M,you,7.782688
climbmix,climbmix_C1,0,750000,0.75M,your,5.768352
climbmix,climbmix_C1,0,750000,0.75M,yourself,9.005273
climbmix,climbmix_C1,0,750000,0.75M,yum,13.147173
climbmix,climbmix_C1,0,750000,0.75M,zebra,9.644608
climbmix,climbmix_C1,0,750000,0.75M,zipper,12.096131
climbmix,climbmix_C1,0,750000,0.75M,zoo,11.151089
climbmix,climbmix_C1,0,1000000,1M,a,4.208853
climbmix,climbmix_C1,0,1000000,1M,about,5.376724
climbmix,climbmix_C1,0,1000000,1M,above,8.943061
climbmix,climbmix_C1,0,1000000,1M,after,7.622558
climbmix,climbmix_C1,0,1000000,1M,airplane,11.274114
climbmix,climbmix_C1,0,1000000,1M,all,6.294147
climbmix,climbmix_C1,0,1000000,1M,alligator,13.232316
climbmix,climbmix_C1,0,1000000,1M,am,5.840027
climbmix,climbmix_C1,0,1000000,1M,and,4.309700
climbmix,climbmix_C1,0,1000000,1M,animal,9.181357
climbmix,climbmix_C1,0,1000000,1M,ankle,11.512880
climbmix,climbmix_C1,0,1000000,1M,another,8.057170
climbmix,climbmix_C1,0,1000000,1M,any,5.820893
climbmix,climbmix_C1,0,1000000,1M,apple,10.873359
climbmix,climbmix_C1,0,1000000,1M,are,6.281727
climbmix,climbmix_C1,0,1000000,1M,arm,9.392215
climbmix,climbmix_C1,0,1000000,1M,around,6.539504
climbmix,climbmix_C1,0,1000000,1M,asleep,12.117111
climbmix,climbmix_C1,0,1000000,1M,at,2.357199
climbmix,climbmix_C1,0,1000000,1M,aunt,13.052218
climbmix,climbmix_C1,0,1000000,1M,awake,11.993966
climbmix,climbmix_C1,0,1000000,1M,away,5.670073
climbmix,climbmix_C1,0,1000000,1M,baby,8.492265
climbmix,climbmix_C1,0,1000000,1M,babysitter,15.998408
climbmix,climbmix_C1,0,1000000,1M,back,5.935332
climbmix,climbmix_C1,0,1000000,1M,backyard,9.458112
climbmix,climbmix_C1,0,1000000,1M,bad,8.410916
climbmix,climbmix_C1,0,1000000,1M,ball,7.784011
climbmix,climbmix_C1,0,1000000,1M,balloon,11.021709
climbmix,climbmix_C1,0,1000000,1M,banana,11.267333
climbmix,climbmix_C1,0,1000000,1M,basement,11.283174
climbmix,climbmix_C1,0,1000000,1M,basket,10.097991
climbmix,climbmix_C1,0,1000000,1M,bat,10.010063
climbmix,climbmix_C1,0,1000000,1M,bath,10.523485
climbmix,climbmix_C1,0,1000000,1M,bathroom,9.681958
climbmix,climbmix_C1,0,1000000,1M,bathtub,10.738929
climbmix,climbmix_C1,0,1000000,1M,be,4.068759
climbmix,climbmix_C1,0,1000000,1M,beach,8.387624
climbmix,climbmix_C1,0,1000000,1M,beads,10.721248
climbmix,climbmix_C1,0,1000000,1M,beans,9.415678
climbmix,climbmix_C1,0,1000000,1M,bear,9.805494
climbmix,climbmix_C1,0,1000000,1M,because,7.688978
climbmix,climbmix_C1,0,1000000,1M,bed,9.201605
climbmix,climbmix_C1,0,1000000,1M,bedroom,10.092819
climbmix,climbmix_C1,0,1000000,1M,bee,10.399928
climbmix,climbmix_C1,0,1000000,1M,before,7.064467
climbmix,climbmix_C1,0,1000000,1M,behind,8.124291
climbmix,climbmix_C1,0,1000000,1M,belly,9.799910
climbmix,climbmix_C1,0,1000000,1M,belt,9.429685
climbmix,climbmix_C1,0,1000000,1M,bench,10.180361
climbmix,climbmix_C1,0,1000000,1M,beside,11.137196
climbmix,climbmix_C1,0,1000000,1M,better,7.741824
climbmix,climbmix_C1,0,1000000,1M,bib,13.008937
climbmix,climbmix_C1,0,1000000,1M,bicycle,8.924440
climbmix,climbmix_C1,0,1000000,1M,big,7.814173
climbmix,climbmix_C1,0,1000000,1M,bird,8.566787
climbmix,climbmix_C1,0,1000000,1M,bite,10.670627
climbmix,climbmix_C1,0,1000000,1M,black,8.765748
climbmix,climbmix_C1,0,1000000,1M,blanket,11.106801
climbmix,climbmix_C1,0,1000000,1M,block,8.880064
climbmix,climbmix_C1,0,1000000,1M,blow,11.098140
climbmix,climbmix_C1,0,1000000,1M,blue,9.241697
climbmix,climbmix_C1,0,1000000,1M,boat,9.615097
climbmix,climbmix_C1,0,1000000,1M,book,7.310694
climbmix,climbmix_C1,0,1000000,1M,boots,13.131106
climbmix,climbmix_C1,0,1000000,1M,bottle,10.406410
climbmix,climbmix_C1,0,1000000,1M,bowl,8.913915
climbmix,climbmix_C1,0,1000000,1M,box,8.062542
climbmix,climbmix_C1,0,1000000,1M,boy,10.271161
climbmix,climbmix_C1,0,1000000,1M,bread,9.393597
climbmix,climbmix_C1,0,1000000,1M,break,8.069846
climbmix,climbmix_C1,0,1000000,1M,breakfast,9.585634
climbmix,climbmix_C1,0,1000000,1M,bring,9.358808
climbmix,climbmix_C1,0,1000000,1M,broken,10.039747
climbmix,climbmix_C1,0,1000000,1M,broom,15.333799
climbmix,climbmix_C1,0,1000000,1M,brother,10.058634
climbmix,climbmix_C1,0,1000000,1M,brown,10.543495
climbmix,climbmix_C1,0,1000000,1M,brush,10.804724
climbmix,climbmix_C1,0,1000000,1M,bubbles,12.491496
climbmix,climbmix_C1,0,1000000,1M,bucket,11.038541
climbmix,climbmix_C1,0,1000000,1M,bug,10.661258
climbmix,climbmix_C1,0,1000000,1M,build,8.216739
climbmix,climbmix_C1,0,1000000,1M,bump,14.516868
climbmix,climbmix_C1,0,1000000,1M,bunny,12.866705
climbmix,climbmix_C1,0,1000000,1M,bus,10.484613
climbmix,climbmix_C1,0,1000000,1M,but,6.208156
climbmix,climbmix_C1,0,1000000,1M,butter,8.844822
climbmix,climbmix_C1,0,1000000,1M,butterfly,10.860584
climbmix,climbmix_C1,0,1000000,1M,button,8.529802
climbmix,climbmix_C1,0,1000000,1M,buy,7.316009
climbmix,climbmix_C1,0,1000000,1M,by,6.198026
climbmix,climbmix_C1,0,1000000,1M,bye,15.655459
climbmix,climbmix_C1,0,1000000,1M,cake,9.890639
climbmix,climbmix_C1,0,1000000,1M,call,7.240089
climbmix,climbmix_C1,0,1000000,1M,camera,8.165401
climbmix,climbmix_C1,0,1000000,1M,camping,12.160203
climbmix,climbmix_C1,0,1000000,1M,can,5.850858
climbmix,climbmix_C1,0,1000000,1M,candy,11.613979
climbmix,climbmix_C1,0,1000000,1M,car,8.090194
climbmix,climbmix_C1,0,1000000,1M,careful,9.985209
climbmix,climbmix_C1,0,1000000,1M,carrots,10.996039
climbmix,climbmix_C1,0,1000000,1M,carry,8.353854
climbmix,climbmix_C1,0,1000000,1M,cat,8.515191
climbmix,climbmix_C1,0,1000000,1M,catch,10.562994
climbmix,climbmix_C1,0,1000000,1M,cereal,11.251795
climbmix,climbmix_C1,0,1000000,1M,chair,10.065034
climbmix,climbmix_C1,0,1000000,1M,chalk,11.938376
climbmix,climbmix_C1,0,1000000,1M,chase,11.285808
climbmix,climbmix_C1,0,1000000,1M,cheek,13.558044
climbmix,climbmix_C1,0,1000000,1M,cheese,9.993742
climbmix,climbmix_C1,0,1000000,1M,chicken,9.211901
climbmix,climbmix_C1,0,1000000,1M,child,7.908785
climbmix,climbmix_C1,0,1000000,1M,chin,10.682464
climbmix,climbmix_C1,0,1000000,1M,chocolate,10.245619
climbmix,climbmix_C1,0,1000000,1M,choo,15.752355
climbmix,climbmix_C1,0,1000000,1M,church,10.865283
climbmix,climbmix_C1,0,1000000,1M,circus,16.373414
climbmix,climbmix_C1,0,1000000,1M,clap,12.935544
climbmix,climbmix_C1,0,1000000,1M,clean,9.048328
climbmix,climbmix_C1,0,1000000,1M,climb,10.231215
climbmix,climbmix_C1,0,1000000,1M,clock,9.258788
climbmix,climbmix_C1,0,1000000,1M,close,9.781000
climbmix,climbmix_C1,0,1000000,1M,closet,11.244885
climbmix,climbmix_C1,0,1000000,1M,cloud,11.018352
climbmix,climbmix_C1,0,1000000,1M,clown,15.852033
climbmix,climbmix_C1,0,1000000,1M,coat,10.584050
climbmix,climbmix_C1,0,1000000,1M,coffee,9.649536
climbmix,climbmix_C1,0,1000000,1M,coke,13.481129
climbmix,climbmix_C1,0,1000000,1M,cold,10.530919
climbmix,climbmix_C1,0,1000000,1M,comb,11.120200
climbmix,climbmix_C1,0,1000000,1M,cook,9.197563
climbmix,climbmix_C1,0,1000000,1M,cookie,10.907544
climbmix,climbmix_C1,0,1000000,1M,corn,10.448694
climbmix,climbmix_C1,0,1000000,1M,couch,12.750785
climbmix,climbmix_C1,0,1000000,1M,could,6.068077
climbmix,climbmix_C1,0,1000000,1M,country,7.845791
climbmix,climbmix_C1,0,1000000,1M,cover,8.924430
climbmix,climbmix_C1,0,1000000,1M,cow,9.471680
climbmix,climbmix_C1,0,1000000,1M,cowboy,15.672824
climbmix,climbmix_C1,0,1000000,1M,cracker,12.255699
climbmix,climbmix_C1,0,1000000,1M,crayon,15.967249
climbmix,climbmix_C1,0,1000000,1M,crib,16.598590
climbmix,climbmix_C1,0,1000000,1M,cry,11.727525
climbmix,climbmix_C1,0,1000000,1M,cup,9.228172
climbmix,climbmix_C1,0,1000000,1M,cut,9.417345
climbmix,climbmix_C1,0,1000000,1M,cute,10.234836
climbmix,climbmix_C1,0,1000000,1M,daddy,15.378245
climbmix,climbmix_C1,0,1000000,1M,dance,11.365551
climbmix,climbmix_C1,0,1000000,1M,dark,9.342905
climbmix,climbmix_C1,0,1000000,1M,day,6.533271
climbmix,climbmix_C1,0,1000000,1M,deer,10.382456
climbmix,climbmix_C1,0,1000000,1M,diaper,15.332012
climbmix,climbmix_C1,0,1000000,1M,did,7.434039
climbmix,climbmix_C1,0,1000000,1M,dinner,9.856374
climbmix,climbmix_C1,0,1000000,1M,dirty,9.978695
climbmix,climbmix_C1,0,1000000,1M,dish,8.987191
climbmix,climbmix_C1,0,1000000,1M,do,5.767819
climbmix,climbmix_C1,0,1000000,1M,doctor,9.400341
climbmix,climbmix_C1,0,1000000,1M,does,6.901980
climbmix,climbmix_C1,0,1000000,1M,dog,7.135193
climbmix,climbmix_C1,0,1000000,1M,doll,12.073905
climbmix,climbmix_C1,0,1000000,1M,donkey,16.579576
climbmix,climbmix_C1,0,1000000,1M,donut,11.345341
climbmix,climbmix_C1,0,1000000,1M,door,8.137791
climbmix,climbmix_C1,0,1000000,1M,down,6.457165
climbmix,climbmix_C1,0,1000000,1M,downtown,13.369258
climbmix,climbmix_C1,0,1000000,1M,draw,9.178493
climbmix,climbmix_C1,0,1000000,1M,drawer,11.783718
climbmix,climbmix_C1,0,1000000,1M,dress,11.715250
climbmix,climbmix_C1,0,1000000,1M,drink,8.512340
climbmix,climbmix_C1,0,1000000,1M,drive,8.451476
climbmix,climbmix_C1,0,1000000,1M,drop,9.923840
climbmix,climbmix_C1,0,1000000,1M,dry,9.529651
climbmix,climbmix_C1,0,1000000,1M,dryer,9.583153
climbmix,climbmix_C1,0,1000000,1M,duck,12.494312
climbmix,climbmix_C1,0,1000000,1M,dump,12.086749
climbmix,climbmix_C1,0,1000000,1M,each,8.405758
climbmix,climbmix_C1,0,1000000,1M,ear,9.554788
climbmix,climbmix_C1,0,1000000,1M,eat,7.901716
climbmix,climbmix_C1,0,1000000,1M,egg,8.448577
climbmix,climbmix_C1,0,1000000,1M,elephant,12.813533
climbmix,climbmix_C1,0,1000000,1M,empty,10.765550
climbmix,climbmix_C1,0,1000000,1M,every,7.055599
climbmix,climbmix_C1,0,1000000,1M,eye,10.057084
climbmix,climbmix_C1,0,1000000,1M,face,7.968440
climbmix,climbmix_C1,0,1000000,1M,fall,8.436654
climbmix,climbmix_C1,0,1000000,1M,farm,10.050443
climbmix,climbmix_C1,0,1000000,1M,fast,8.051793
climbmix,climbmix_C1,0,1000000,1M,feed,9.797179
climbmix,climbmix_C1,0,1000000,1M,find,6.842201
climbmix,climbmix_C1,0,1000000,1M,fine,8.731703
climbmix,climbmix_C1,0,1000000,1M,finger,11.843959
climbmix,climbmix_C1,0,1000000,1M,finish,10.112303
climbmix,climbmix_C1,0,1000000,1M,first,7.979885
climbmix,climbmix_C1,0,1000000,1M,fish,8.585873
climbmix,climbmix_C1,0,1000000,1M,fit,8.553966
climbmix,climbmix_C1,0,1000000,1M,fix,9.577314
climbmix,climbmix_C1,0,1000000,1M,flag,11.333614
climbmix,climbmix_C1,0,1000000,1M,flower,10.465463
climbmix,climbmix_C1,0,1000000,1M,food,8.342678
climbmix,climbmix_C1,0,1000000,1M,foot,8.983435
climbmix,climbmix_C1,0,1000000,1M,for,4.913680
climbmix,climbmix_C1,0,1000000,1M,fork,10.338836
climbmix,climbmix_C1,0,1000000,1M,french,11.915722
climbmix,climbmix_C1,0,1000000,1M,friend,8.040843
climbmix,climbmix_C1,0,1000000,1M,frog,11.729202
climbmix,climbmix_C1,0,1000000,1M,full,9.078882
climbmix,climbmix_C1,0,1000000,1M,game,6.817278
climbmix,climbmix_C1,0,1000000,1M,garage,9.349216
climbmix,climbmix_C1,0,1000000,1M,garbage,11.608157
climbmix,climbmix_C1,0,1000000,1M,garden,7.442618
climbmix,climbmix_C1,0,1000000,1M,gas,9.896604
climbmix,climbmix_C1,0,1000000,1M,gentle,11.136457
climbmix,climbmix_C1,0,1000000,1M,get,5.184746
climbmix,climbmix_C1,0,1000000,1M,giraffe,11.396901
climbmix,climbmix_C1,0,1000000,1M,girl,8.742602
climbmix,climbmix_C1,0,1000000,1M,give,7.706697
climbmix,climbmix_C1,0,1000000,1M,glass,8.250470
climbmix,climbmix_C1,0,1000000,1M,glasses,10.977952
climbmix,climbmix_C1,0,1000000,1M,gloves,10.953180
climbmix,climbmix_C1,0,1000000,1M,glue,9.937722
climbmix,climbmix_C1,0,1000000,1M,go,5.267731
climbmix,climbmix_C1,0,1000000,1M,good,6.682484
climbmix,climbmix_C1,0,1000000,1M,goose,13.052265
climbmix,climbmix_C1,0,1000000,1M,grandma,12.711108
climbmix,climbmix_C1,0,1000000,1M,grandpa,11.540953
climbmix,climbmix_C1,0,1000000,1M,grapes,11.966226
climbmix,climbmix_C1,0,1000000,1M,grass,9.021882
climbmix,climbmix_C1,0,1000000,1M,green,9.410308
