seed,rung,words,word,surprisal
42,0.5M,500000,butterfly,8.464898
42,0.5M,500000,button,8.262316
42,0.5M,500000,buy,7.229602
42,0.5M,500000,by,7.909983
42,0.5M,500000,bye,3.632641
42,0.5M,500000,cake,6.664390
42,0.5M,500000,call,6.860823
42,0.5M,500000,camera,9.010520
42,0.5M,500000,camping,10.976363
42,0.5M,500000,can,3.848246
42,0.5M,500000,candy,8.309602
42,0.5M,500000,car,5.527826
42,0.5M,500000,careful,5.167142
42,0.5M,500000,carrots,8.790344
42,0.5M,500000,carry,7.476960
42,0.5M,500000,cat,6.672501
42,0.5M,500000,catch,8.778763
42,0.5M,500000,cereal,8.751689
42,0.5M,500000,chair,6.539731
42,0.5M,500000,chalk,9.931110
42,0.5M,500000,chase,9.279551
42,0.5M,500000,cheek,9.702370
42,0.5M,500000,cheese,6.416918
42,0.5M,500000,chicken,7.034765
42,0.5M,500000,child,7.938813
42,0.5M,500000,chin,10.483193
42,0.5M,500000,chocolate,7.603763
42,0.5M,500000,choo,6.833785
42,0.5M,500000,church,10.110864
42,0.5M,500000,circus,9.498108
42,0.5M,500000,clap,9.830138
42,0.5M,500000,clean,7.855877
42,0.5M,500000,climb,8.400754
42,0.5M,500000,clock,8.076213
42,0.5M,500000,close,7.317958
42,0.5M,500000,closet,8.872321
42,0.5M,500000,cloud,10.663552
42,0.5M,500000,clown,8.691709
42,0.5M,500000,coat,8.141459
42,0.5M,500000,coffee,7.132260
42,0.5M,500000,coke,8.890922
42,0.5M,500000,cold,6.937767
42,0.5M,500000,comb,8.553870
42,0.5M,500000,cook,8.167026
42,0.5M,500000,cookie,8.816812
42,0.5M,500000,corn,8.590274
42,0.5M,500000,couch,8.380058
42,0.5M,500000,could,5.659866
42,0.5M,500000,country,10.162726
42,0.5M,500000,cover,9.186400
42,0.5M,500000,cow,7.139642
42,0.5M,500000,cowboy,8.636779
42,0.5M,500000,cracker,9.396594
42,0.5M,500000,crayon,9.714175
42,0.5M,500000,crib,9.865456
42,0.5M,500000,cry,8.181332
42,0.5M,500000,cup,7.546727
42,0.5M,500000,cut,8.651218
42,0.5M,500000,cute,8.467666
42,0.5M,500000,daddy,7.400619
42,0.5M,500000,dance,9.244294
42,0.5M,500000,dark,8.153864
42,0.5M,500000,day,5.990484
42,0.5M,500000,deer,8.701891
42,0.5M,500000,diaper,7.984594
42,0.5M,500000,did,5.077468
42,0.5M,500000,dinner,7.099810
42,0.5M,500000,dirty,7.976565
42,0.5M,500000,dish,7.962104
42,0.5M,500000,do,4.496547
42,0.5M,500000,doctor,7.993443
42,0.5M,500000,does,5.812330
42,0.5M,500000,dog,6.916914
42,0.5M,500000,doll,7.064757
42,0.5M,500000,donkey,8.167319
42,0.5M,500000,donut,16.085442
42,0.5M,500000,door,6.231674
42,0.5M,500000,down,5.109333
42,0.5M,500000,downtown,10.084636
42,0.5M,500000,draw,6.343912
42,0.5M,500000,drawer,7.812830
42,0.5M,500000,dress,8.525028
42,0.5M,500000,drink,6.803614
42,0.5M,500000,drive,8.734929
42,0.5M,500000,drop,9.036596
42,0.5M,500000,dry,9.032431
42,0.5M,500000,dryer,11.173791
42,0.5M,500000,duck,6.285442
42,0.5M,500000,dump,10.241550
42,0.5M,500000,each,8.229904
42,0.5M,500000,ear,7.221099
42,0.5M,500000,eat,4.857160
42,0.5M,500000,egg,7.485468
42,0.5M,500000,elephant,6.165540
42,0.5M,500000,empty,9.010335
42,0.5M,500000,every,9.615414
42,0.5M,500000,eye,7.994169
42,0.5M,500000,face,7.631911
42,0.5M,500000,fall,7.127091
42,0.5M,500000,farm,7.775692
42,0.5M,500000,fast,6.538808
42,0.5M,500000,feed,8.205032
42,0.5M,500000,find,5.337142
42,0.5M,500000,fine,7.267099
42,0.5M,500000,finger,7.193183
42,0.5M,500000,finish,8.054844
42,0.5M,500000,first,6.906172
42,0.5M,500000,fish,5.532143
42,0.5M,500000,fit,6.829545
42,0.5M,500000,fix,7.717565
42,0.5M,500000,flag,10.826179
42,0.5M,500000,flower,8.077927
42,0.5M,500000,food,5.687779
42,0.5M,500000,foot,8.183928
42,0.5M,500000,for,5.043517
42,0.5M,500000,fork,7.672289
42,0.5M,500000,french,10.941071
42,0.5M,500000,friend,6.490892
42,0.5M,500000,frog,7.421193
42,0.5M,500000,full,8.760655
42,0.5M,500000,game,8.695305
42,0.5M,500000,garage,7.321851
42,0.5M,500000,garbage,7.916828
42,0.5M,500000,garden,6.305556
42,0.5M,500000,gas,10.402486
42,0.5M,500000,gentle,8.046076
42,0.5M,500000,get,4.477508
42,0.5M,500000,giraffe,8.770572
42,0.5M,500000,girl,4.551371
42,0.5M,500000,give,5.253582
42,0.5M,500000,glass,9.206227
42,0.5M,500000,glasses,8.103912
42,0.5M,500000,gloves,9.381561
42,0.5M,500000,glue,9.384797
42,0.5M,500000,go,4.495332
42,0.5M,500000,good,4.597536
42,0.5M,500000,goose,9.567731
42,0.5M,500000,grandma,10.039898
42,0.5M,500000,grandpa,8.995632
42,0.5M,500000,grapes,8.552422
42,0.5M,500000,grass,7.656288
42,0.5M,500000,green,6.298711
42,0.5M,500000,gum,10.250124
42,0.5M,500000,hair,5.478142
42,0.5M,500000,hamburger,9.657880
42,0.5M,500000,hammer,8.742220
42,0.5M,500000,hand,6.154153
42,0.5M,500000,happy,7.326404
42,0.5M,500000,hard,6.550308
42,0.5M,500000,hat,5.714201
42,0.5M,500000,hate,8.884888
42,0.5M,500000,have,3.780956
42,0.5M,500000,he,3.620579
42,0.5M,500000,head,5.856781
42,0.5M,500000,hear,5.913362
42,0.5M,500000,heavy,7.487979
42,0.5M,500000,helicopter,8.627781
42,0.5M,500000,hello,5.582594
42,0.5M,500000,help,6.923361
42,0.5M,500000,her,3.595527
42,0.5M,500000,here,4.463933
42,0.5M,500000,hi,6.440696
42,0.5M,500000,hide,9.306749
42,0.5M,500000,high,7.903779
42,0.5M,500000,him,5.410932
42,0.5M,500000,his,5.558686
42,0.5M,500000,hit,8.524173
42,0.5M,500000,hold,7.121460
42,0.5M,500000,home,0.913082
42,0.5M,500000,horse,7.084761
42,0.5M,500000,hose,8.867710
42,0.5M,500000,hot,5.711752
42,0.5M,500000,house,5.686135
42,0.5M,500000,how,5.369632
42,0.5M,500000,hug,8.188279
42,0.5M,500000,hungry,6.194286
42,0.5M,500000,hurry,9.998494
42,0.5M,500000,hurt,7.436407
42,0.5M,500000,i,7.475899
42,0.5M,500000,ice,6.763956
42,0.5M,500000,if,5.515111
42,0.5M,500000,inside,8.312610
42,0.5M,500000,into,6.438895
42,0.5M,500000,is,4.053236
42,0.5M,500000,it,2.656526
42,0.5M,500000,jacket,9.299918
42,0.5M,500000,jar,9.808145
42,0.5M,500000,jeans,15.254374
42,0.5M,500000,jelly,9.531444
42,0.5M,500000,juice,5.325962
42,0.5M,500000,jump,8.999326
42,0.5M,500000,keys,8.591873
42,0.5M,500000,kick,10.003595
42,0.5M,500000,kiss,7.031958
42,0.5M,500000,kitchen,6.790025
42,0.5M,500000,kitty,5.470077
42,0.5M,500000,knee,8.861312
42,0.5M,500000,knife,8.322447
42,0.5M,500000,knock,8.524518
42,0.5M,500000,ladder,8.520091
42,0.5M,500000,lady,8.173151
42,0.5M,500000,lamb,9.158252
42,0.5M,500000,lamp,12.257846
42,0.5M,500000,last,7.489682
42,0.5M,500000,later,7.439092
42,0.5M,500000,lawn,10.383597
42,0.5M,500000,leg,7.576596
42,0.5M,500000,lick,10.327410
42,0.5M,500000,light,8.637713
42,0.5M,500000,like,2.938181
42,0.5M,500000,lion,6.791524
42,0.5M,500000,lips,8.947296
42,0.5M,500000,listen,8.265139
42,0.5M,500000,little,4.362377
42,0.5M,500000,living,9.408178
42,0.5M,500000,lollipop,8.436175
42,0.5M,500000,long,5.689297
42,0.5M,500000,look,5.029981
42,0.5M,500000,loud,7.055908
42,0.5M,500000,love,7.003747
42,0.5M,500000,lunch,6.226505
42,0.5M,500000,mad,9.125493
42,0.5M,500000,make,5.782225
42,0.5M,500000,man,7.243567
42,0.5M,500000,me,3.988270
42,0.5M,500000,meat,8.871537
42,0.5M,500000,medicine,7.402711
42,0.5M,500000,milk,6.181551
42,0.5M,500000,mine,6.146791
42,0.5M,500000,mommy,8.056502
42,0.5M,500000,money,7.310942
42,0.5M,500000,monkey,6.814492
42,0.5M,500000,moo,8.099799
42,0.5M,500000,moon,7.134083
42,0.5M,500000,moose,10.476504
42,0.5M,500000,mop,12.450331
42,0.5M,500000,more,5.352009
42,0.5M,500000,morning,4.900190
42,0.5M,500000,motorcycle,9.057044
42,0.5M,500000,mouse,7.754007
42,0.5M,500000,mouth,3.709600
42,0.5M,500000,movie,8.049448
42,0.5M,500000,much,3.567614
42,0.5M,500000,muffin,9.908693
42,0.5M,500000,my,6.301974
42,0.5M,500000,myself,6.725855
42,0.5M,500000,nail,9.566370
42,0.5M,500000,nap,8.743787
42,0.5M,500000,napkin,9.466336
42,0.5M,500000,naughty,7.224588
42,0.5M,500000,necklace,10.269766
42,0.5M,500000,need,6.492014
42,0.5M,500000,new,6.868941
42,0.5M,500000,next,7.659222
42,0.5M,500000,nice,5.333686
42,0.5M,500000,night,7.463492
42,0.5M,500000,no,4.060225
42,0.5M,500000,noisy,8.828644
42,0.5M,500000,none,9.517955
42,0.5M,500000,noodles,10.278744
42,0.5M,500000,nose,6.062049
42,0.5M,500000,not,5.151536
42,0.5M,500000,now,5.730479
42,0.5M,500000,nurse,10.340590
42,0.5M,500000,nuts,9.938036
42,0.5M,500000,of,2.871635
42,0.5M,500000,off,5.565513
42,0.5M,500000,old,8.006679
42,0.5M,500000,on,5.397651
42,0.5M,500000,open,6.969042
42,0.5M,500000,orange,7.439619
42,0.5M,500000,other,5.287438
42,0.5M,500000,ouch,8.604533
42,0.5M,500000,our,7.604236
42,0.5M,500000,out,6.092907
42,0.5M,500000,outside,7.510881
42,0.5M,500000,oven,7.870137
42,0.5M,500000,over,5.052197
42,0.5M,500000,owl,7.359725
42,0.5M,500000,paint,10.222403
42,0.5M,500000,pajamas,7.986369
42,0.5M,500000,pancake,7.709844
42,0.5M,500000,pants,7.049312
42,0.5M,500000,paper,5.662429
42,0.5M,500000,park,7.004146
42,0.5M,500000,party,7.378667
42,0.5M,500000,peanut,8.663082
42,0.5M,500000,peas,5.230554
42,0.5M,500000,pen,8.399250
42,0.5M,500000,pencil,7.922880
42,0.5M,500000,penguin,7.048510
42,0.5M,500000,penis,15.486086
42,0.5M,500000,penny,9.098357
42,0.5M,500000,people,6.885834
42,0.5M,500000,person,9.577812
42,0.5M,500000,pick,7.342436
42,0.5M,500000,pickle,8.028262
42,0.5M,500000,picnic,7.372806
42,0.5M,500000,picture,5.717576
42,0.5M,500000,pig,7.204963
42,0.5M,500000,pillow,9.841427
42,0.5M,500000,pizza,6.414379
42,0.5M,500000,plant,10.375723
42,0.5M,500000,plate,6.697440
42,0.5M,500000,play,3.544455
42,0.5M,500000,playground,11.257192
42,0.5M,500000,please,6.307862
42,0.5M,500000,police,8.230097
42,0.5M,500000,pony,8.973554
42,0.5M,500000,pool,8.512672
42,0.5M,500000,poor,8.270275
42,0.5M,500000,popcorn,9.541731
42,0.5M,500000,popsicle,11.805143
42,0.5M,500000,porch,14.676333
42,0.5M,500000,potato,10.712840
42,0.5M,500000,pour,8.642562
42,0.5M,500000,present,7.983894
42,0.5M,500000,pretend,7.916658
42,0.5M,500000,pretty,7.082835
42,0.5M,500000,pretzel,9.888251
42,0.5M,500000,pudding,10.140152
42,0.5M,500000,pull,7.887993
42,0.5M,500000,pumpkin,8.912688
42,0.5M,500000,puppy,8.061319
42,0.5M,500000,purse,8.747857
42,0.5M,500000,push,6.626477
42,0.5M,500000,put,4.480941
42,0.5M,500000,puzzle,7.021766
42,0.5M,500000,quack,5.066567
42,0.5M,500000,quiet,7.981026
42,0.5M,500000,radio,9.889034
42,0.5M,500000,rain,7.254311
42,0.5M,500000,raisin,17.284677
42,0.5M,500000,read,5.089105
42,0.5M,500000,red,6.665127
42,0.5M,500000,refrigerator,8.666419
42,0.5M,500000,ride,8.474747
42,0.5M,500000,rip,8.781664
42,0.5M,500000,rock,8.490896
42,0.5M,500000,rocking,9.075079
42,0.5M,500000,roof,8.965741
42,0.5M,500000,room,5.787052
42,0.5M,500000,rooster,8.261067
42,0.5M,500000,run,8.329479
42,0.5M,500000,sad,7.923657
42,0.5M,500000,salt,9.051149
42,0.5M,500000,same,6.322612
42,0.5M,500000,sandwich,7.208306
42,0.5M,500000,sauce,8.745644
42,0.5M,500000,say,5.773704
42,0.5M,500000,scared,7.724684
42,0.5M,500000,scarf,10.969725
42,0.5M,500000,school,6.040852
42,0.5M,500000,scissors,10.058068
42,0.5M,500000,see,3.014343
42,0.5M,500000,shake,8.971900
42,0.5M,500000,share,8.517326
42,0.5M,500000,she,3.253404
42,0.5M,500000,sheep,6.990481
42,0.5M,500000,shh,7.704217
42,0.5M,500000,shirt,8.215865
42,0.5M,500000,shoe,7.424313
42,0.5M,500000,shopping,9.468160
42,0.5M,500000,shorts,10.499257
42,0.5M,500000,shoulder,9.260150
42,0.5M,500000,shovel,10.307686
42,0.5M,500000,show,7.675921
42,0.5M,500000,shower,8.771496
42,0.5M,500000,sick,8.370063
42,0.5M,500000,sidewalk,8.663575
42,0.5M,500000,sing,7.555363
42,0.5M,500000,sink,7.756902
42,0.5M,500000,sister,7.208600
42,0.5M,500000,sit,6.558662
42,0.5M,500000,skate,11.360785
42,0.5M,500000,sky,6.503668
42,0.5M,500000,sled,9.402810
42,0.5M,500000,sleep,5.889005
42,0.5M,500000,sleepy,10.564548
42,0.5M,500000,slide,9.617766
42,0.5M,500000,slipper,9.456226
42,0.5M,500000,slow,10.129735
42,0.5M,500000,smile,8.795813
42,0.5M,500000,snack,11.158158
42,0.5M,500000,snow,8.163069
42,0.5M,500000,so,4.658376
42,0.5M,500000,soap,10.225185
42,0.5M,500000,sock,9.759517
42,0.5M,500000,soda,10.985491
42,0.5M,500000,sofa,7.756253
42,0.5M,500000,soft,7.926322
42,0.5M,500000,some,4.282170
42,0.5M,500000,soup,7.325902
42,0.5M,500000,spill,8.153797
42,0.5M,500000,splash,9.839310
42,0.5M,500000,spoon,6.026359
42,0.5M,500000,sprinkler,15.937753
42,0.5M,500000,squirrel,7.829624
42,0.5M,500000,stairs,8.265824
42,0.5M,500000,stand,7.527568
42,0.5M,500000,star,7.793103
42,0.5M,500000,stay,7.454194
42,0.5M,500000,stick,8.460357
42,0.5M,500000,sticky,9.345344
42,0.5M,500000,stone,11.051534
42,0.5M,500000,stop,7.895627
42,0.5M,500000,store,6.702564
42,0.5M,500000,story,5.429182
42,0.5M,500000,stove,8.213006
42,0.5M,500000,strawberry,8.512157
42,0.5M,500000,street,8.380092
42,0.5M,500000,stroller,9.016994
42,0.5M,500000,stuck,7.859064
42,0.5M,500000,sun,6.795577
42,0.5M,500000,sweater,9.668085
42,0.5M,500000,sweep,12.693113
42,0.5M,500000,swim,9.135413
42,0.5M,500000,swing,9.806050
42,0.5M,500000,table,6.075371
42,0.5M,500000,take,5.829744
42,0.5M,500000,talk,7.029885
42,0.5M,500000,tape,7.284743
42,0.5M,500000,taste,8.561707
42,0.5M,500000,teacher,8.758275
42,0.5M,500000,tear,9.455345
42,0.5M,500000,telephone,8.478802
42,0.5M,500000,thank,4.672257
42,0.5M,500000,that,2.848605
42,0.5M,500000,the,3.604329
42,0.5M,500000,their,7.611466
42,0.5M,500000,them,4.140321
42,0.5M,500000,then,3.863389
42,0.5M,500000,there,4.399813
42,0.5M,500000,these,5.976718
42,0.5M,500000,they,4.896215
42,0.5M,500000,think,2.739474
42,0.5M,500000,thirsty,9.483613
42,0.5M,500000,this,3.426238
42,0.5M,500000,those,6.547862
42,0.5M,500000,throw,7.699103
42,0.5M,500000,tickle,9.237571
42,0.5M,500000,tiger,7.697776
42,0.5M,500000,time,5.057570
42,0.5M,500000,tiny,7.364351
42,0.5M,500000,tired,6.270086
42,0.5M,500000,tissue,9.213234
42,0.5M,500000,to,3.823569
42,0.5M,500000,toast,7.548326
42,0.5M,500000,today,6.561507
42,0.5M,500000,tomorrow,8.494477
42,0.5M,500000,tongue,8.082945
42,0.5M,500000,tonight,9.768445
42,0.5M,500000,too,6.506933
42,0.5M,500000,tooth,10.228570
42,0.5M,500000,toothbrush,12.907819
42,0.5M,500000,touch,7.108669
42,0.5M,500000,towel,8.867461
42,0.5M,500000,tractor,8.433469
42,0.5M,500000,train,7.406931
42,0.5M,500000,trash,10.301693
42,0.5M,500000,tray,9.437898
42,0.5M,500000,tree,7.776104
42,0.5M,500000,truck,8.418102
42,0.5M,500000,try,5.828194
42,0.5M,500000,tummy,7.686802
42,0.5M,500000,tuna,10.682656
42,0.5M,500000,turkey,9.445217
42,0.5M,500000,turn,6.544378
42,0.5M,500000,turtle,8.177715
42,0.5M,500000,tv,8.704809
42,0.5M,500000,uh,6.460931
42,0.5M,500000,uncle,11.176061
42,0.5M,500000,under,6.993056
42,0.5M,500000,up,3.637710
42,0.5M,500000,us,6.919667
42,0.5M,500000,vacuum,10.165333
42,0.5M,500000,vanilla,11.413728
42,0.5M,500000,wait,8.156410
42,0.5M,500000,wake,7.194236
42,0.5M,500000,walk,8.594750
42,0.5M,500000,walker,15.649164
42,0.5M,500000,wanna,4.845276
42,0.5M,500000,was,3.605524
42,0.5M,500000,wash,7.748813
42,0.5M,500000,washing,9.042740
42,0.5M,500000,watch,7.775698
42,0.5M,500000,water,4.641458
42,0.5M,500000,we,5.016352
42,0.5M,500000,were,4.504376
42,0.5M,500000,wet,7.381513
42,0.5M,500000,what,3.277466
42,0.5M,500000,when,6.330269
42,0.5M,500000,where,4.899088
42,0.5M,500000,which,6.620882
42,0.5M,500000,white,7.151720
42,0.5M,500000,who,4.642153
42,0.5M,500000,why,5.807867
42,0.5M,500000,will,7.240358
42,0.5M,500000,wind,8.376048
42,0.5M,500000,window,6.541737
42,0.5M,500000,windy,9.852360
42,0.5M,500000,wipe,8.619935
42,0.5M,500000,wish,7.978078
42,0.5M,500000,with,3.620033
42,0.5M,500000,wolf,7.556739
42,0.5M,500000,woods,8.292087
42,0.5M,500000,woof,6.514830
42,0.5M,500000,work,7.236660
42,0.5M,500000,would,5.921774
42,0.5M,500000,write,8.678060
42,0.5M,500000,yard,8.861372
42,0.5M,500000,yellow,6.714639
42,0.5M,500000,yes,6.095931
42,0.5M,500000,yesterday,7.943929
42,0.5M,500000,yogurt,9.659859
42,0.5M,500000,you,2.458671
42,0.5M,500000,your,4.177659
42,0.5M,500000,yourself,6.155800
42,0.5M,500000,yum,3.852627
42,0.5M,500000,zebra,7.578753
42,0.5M,500000,zipper,9.819751
42,0.5M,500000,zoo,6.048855
42,1M,1000000,a,2.840239
42,1M,1000000,about,4.220979
42,1M,1000000,above,8.768463
42,1M,1000000,after,7.698354
42,1M,1000000,airplane,6.443699
42,1M,1000000,all,5.367443
42,1M,1000000,alligator,8.002121
42,1M,1000000,am,6.123145
42,1M,1000000,and,3.960219
42,1M,1000000,animal,8.136607
42,1M,1000000,ankle,13.825483
42,1M,1000000,another,4.966259
42,1M,1000000,any,5.050656
42,1M,1000000,apple,5.050555
42,1M,1000000,are,3.749471
42,1M,1000000,arm,7.427825
42,1M,1000000,around,5.728768
42,1M,1000000,asleep,8.145585
42,1M,1000000,at,2.272128
42,1M,1000000,aunt,9.782746
42,1M,1000000,awake,9.678659
42,1M,1000000,away,4.830946
42,1M,1000000,baby,4.269836
42,1M,1000000,babysitter,16.277481
42,1M,1000000,back,4.972360
42,1M,1000000,backyard,8.584459
42,1M,1000000,bad,7.117875
42,1M,1000000,ball,3.763306
42,1M,1000000,balloon,7.064932
42,1M,1000000,banana,8.395069
42,1M,1000000,basement,9.489371
42,1M,1000000,basket,6.060767
42,1M,1000000,bat,9.486317
42,1M,1000000,bath,5.437080
42,1M,1000000,bathroom,7.872336
42,1M,1000000,bathtub,11.052528
42,1M,1000000,be,4.274477
42,1M,1000000,beach,6.694068
42,1M,1000000,beads,9.150861
42,1M,1000000,beans,7.552314
42,1M,1000000,bear,5.378179
42,1M,1000000,because,6.160229
42,1M,1000000,bed,5.922084
42,1M,1000000,bedroom,6.963869
42,1M,1000000,bee,6.932389
42,1M,1000000,before,7.392189
42,1M,1000000,behind,7.034913
42,1M,1000000,belly,6.235684
42,1M,1000000,belt,9.476160
42,1M,1000000,bench,10.259715
42,1M,1000000,beside,10.670646
42,1M,1000000,better,6.414775
42,1M,1000000,bib,8.597602
42,1M,1000000,bicycle,7.978277
42,1M,1000000,big,5.078951
42,1M,1000000,bird,7.522673
42,1M,1000000,bite,7.080141
42,1M,1000000,black,5.429248
42,1M,1000000,blanket,7.414878
42,1M,1000000,block,6.628774
42,1M,1000000,blow,8.268661
42,1M,1000000,blue,5.146776
42,1M,1000000,boat,7.208893
42,1M,1000000,book,4.641643
42,1M,1000000,boots,8.246572
42,1M,1000000,bottle,6.524212
42,1M,1000000,bowl,6.666936
42,1M,1000000,box,4.541667
42,1M,1000000,boy,4.855372
42,1M,1000000,bread,6.606517
42,1M,1000000,break,5.979088
42,1M,1000000,breakfast,5.831612
42,1M,1000000,bring,6.405253
42,1M,1000000,broken,7.100365
42,1M,1000000,broom,10.354623
42,1M,1000000,brother,7.227667
42,1M,1000000,brown,6.775714
42,1M,1000000,brush,6.951020
42,1M,1000000,bubbles,8.460189
42,1M,1000000,bucket,8.634401
42,1M,1000000,bug,6.216310
42,1M,1000000,build,6.744111
42,1M,1000000,bump,7.609908
42,1M,1000000,bunny,6.910355
42,1M,1000000,bus,4.837240
42,1M,1000000,but,5.331801
42,1M,1000000,butter,6.096920
42,1M,1000000,butterfly,7.908089
42,1M,1000000,button,7.511293
42,1M,1000000,buy,5.883149
42,1M,1000000,by,7.126190
42,1M,1000000,bye,4.449395
42,1M,1000000,cake,5.116701
42,1M,1000000,call,6.392740
42,1M,1000000,camera,7.158812
42,1M,1000000,camping,10.404141
42,1M,1000000,can,3.393758
42,1M,1000000,candy,8.512204
42,1M,1000000,car,5.163793
42,1M,1000000,careful,4.489813
42,1M,1000000,carrots,7.737427
42,1M,1000000,carry,7.877135
42,1M,1000000,cat,6.004893
42,1M,1000000,catch,7.768225
42,1M,1000000,cereal,7.832135
42,1M,1000000,chair,5.071610
42,1M,1000000,chalk,10.606490
42,1M,1000000,chase,9.713793
42,1M,1000000,cheek,9.237137
42,1M,1000000,cheese,5.911381
42,1M,1000000,chicken,6.181276
42,1M,1000000,child,9.891850
42,1M,1000000,chin,9.394774
42,1M,1000000,chocolate,6.061828
42,1M,1000000,choo,5.314896
42,1M,1000000,church,9.112505
42,1M,1000000,circus,6.907254
42,1M,1000000,clap,7.579653
42,1M,1000000,clean,6.760832
42,1M,1000000,climb,7.613003
42,1M,1000000,clock,6.674435
42,1M,1000000,close,6.045909
42,1M,1000000,closet,8.094585
42,1M,1000000,cloud,10.586907
42,1M,1000000,clown,7.996569
42,1M,1000000,coat,7.828411
42,1M,1000000,coffee,6.653631
42,1M,1000000,coke,8.713728
42,1M,1000000,cold,7.099872
42,1M,1000000,comb,6.906552
42,1M,1000000,cook,6.694893
42,1M,1000000,cookie,6.313128
42,1M,1000000,corn,7.784319
42,1M,1000000,couch,7.224629
42,1M,1000000,could,5.404018
42,1M,1000000,country,10.397065
42,1M,1000000,cover,8.639961
42,1M,1000000,cow,6.144506
42,1M,1000000,cowboy,8.769716
42,1M,1000000,cracker,9.114753
42,1M,1000000,crayon,9.776789
42,1M,1000000,crib,8.433382
42,1M,1000000,cry,7.671309
42,1M,1000000,cup,6.365459
42,1M,1000000,cut,7.016232
42,1M,1000000,cute,8.367792
42,1M,1000000,daddy,6.426936
42,1M,1000000,dance,7.934455
42,1M,1000000,dark,7.287275
42,1M,1000000,day,4.984920
42,1M,1000000,deer,8.752620
42,1M,1000000,diaper,7.564054
42,1M,1000000,did,5.061808
42,1M,1000000,dinner,6.774238
42,1M,1000000,dirty,8.092548
42,1M,1000000,dish,7.917112
42,1M,1000000,do,3.396151
42,1M,1000000,doctor,6.846929
42,1M,1000000,does,4.991438
42,1M,1000000,dog,6.230921
42,1M,1000000,doll,7.425625
42,1M,1000000,donkey,7.940854
42,1M,1000000,donut,9.555505
42,1M,1000000,door,4.286692
42,1M,1000000,down,4.686160
42,1M,1000000,downtown,9.554702
42,1M,1000000,draw,6.251688
42,1M,1000000,drawer,7.812828
42,1M,1000000,dress,7.521050
42,1M,1000000,drink,5.723452
42,1M,1000000,drive,7.419355
42,1M,1000000,drop,7.798934
42,1M,1000000,dry,7.993254
42,1M,1000000,dryer,11.659086
